EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,EXT9,AGR9,CSN9,EST9,OPN9,EXT10,AGR10,CSN10,EST10,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score,EXT_position,EST_position,AGR_position,CSN_position,OPN_position,EXT_high_or_low,EST_high_or_low,AGR_high_or_low,CSN_high_or_low,OPN_high_or_low
1,1,5,5,3,5,4,1,1,1,5,1,5,5,2,2,3,1,2,5,5,5,5,1,2,5,1,1,5,5,2,5,4,1,4,5,4,5,1,2,1,2,5,1,5,4,4,5,1,2,23,31,30,45,27,82.11605756095736,57.26086112941366,29.734837852504725,37.194794655194656,23.92230787489129,high,high,low,low,low
1,1,5,1,5,5,4,1,1,5,2,1,5,4,5,2,2,1,5,5,4,5,5,1,4,5,1,1,1,5,5,5,5,1,4,5,2,5,1,1,1,2,5,1,4,4,2,5,1,2,22,43,25,46,28,89.78559912384115,82.91913751143704,97.12618716273646,33.024077625152536,76.34765069075316,high,high,high,low,high
1,1,5,1,4,5,2,1,1,5,2,1,5,4,2,2,3,1,2,5,2,5,5,1,5,5,1,1,1,5,1,5,5,1,4,4,4,5,1,4,1,3,5,1,5,4,4,5,1,2,17,40,29,46,29,56.8825645768269,78.62373330733222,84.55011666031412,33.024077625152536,74.38180867314527,high,high,high,low,high
1,1,5,5,3,5,3,1,1,4,3,1,5,2,1,1,2,1,2,5,5,2,5,1,5,5,1,1,1,5,5,5,4,1,4,1,2,5,1,4,1,3,5,1,4,3,2,5,1,2,30,38,28,45,27,0.3554470862498411,3.351090914283969,16.684345456354073,37.194794655194656,23.92230787489129,low,low,low,low,low
1,5,5,1,5,4,4,1,1,5,5,1,5,2,1,2,3,1,2,5,5,5,5,1,2,5,2,1,1,5,5,5,4,1,4,2,4,5,1,5,1,2,5,1,5,4,2,5,1,2,30,42,25,45,27,0.3554470862498411,60.86211430445535,97.12618716273646,37.194794655194656,23.92230787489129,low,high,high,low,low
1,1,5,1,4,5,2,1,1,1,4,1,5,4,5,2,3,1,2,5,5,4,5,1,4,5,5,1,1,5,5,5,5,1,4,2,5,5,1,5,1,2,5,1,5,3,2,5,1,2,29,40,32,46,36,1.4695555483330232,78.62373330733222,70.24063836681471,33.024077625152536,47.73568682836604,low,high,high,low,low
1,1,5,1,5,5,2,1,1,5,4,1,5,3,2,1,3,1,5,5,4,5,5,1,2,5,1,1,1,5,5,5,5,1,2,1,4,5,1,2,1,2,5,1,5,4,2,5,1,2,29,44,26,46,23,1.4695555483330232,21.7977014618734,30.776359863336555,33.024077625152536,47.45568237665967,low,low,low,low,low
1,1,5,2,5,5,2,1,1,1,5,1,5,2,5,1,2,1,1,5,2,5,5,1,5,5,1,1,1,5,1,5,5,1,4,2,4,5,1,4,1,3,5,1,4,2,2,5,1,4,25,40,26,46,38,39.38105523169063,78.62373330733222,30.776359863336555,33.024077625152536,30.8161494512681,low,high,low,low,low
1,1,5,2,4,4,3,1,1,5,4,1,5,4,1,1,3,1,1,5,5,5,5,1,4,5,1,1,1,5,5,5,4,1,3,4,5,5,1,5,1,4,5,1,5,3,3,5,1,2,29,38,31,45,27,1.4695555483330232,3.351090914283969,72.65224195615069,37.194794655194656,23.92230787489129,low,low,high,low,low
1,1,5,1,5,4,3,1,1,5,2,1,5,2,2,2,3,1,2,1,5,5,5,1,2,5,1,1,1,5,1,5,5,1,2,4,5,1,1,5,1,3,5,1,4,3,3,5,1,2,22,42,30,50,29,89.78559912384115,60.86211430445535,29.734837852504725,46.39465952817822,74.38180867314527,high,high,low,low,high
1,1,5,1,4,5,4,1,1,1,3,1,5,2,1,2,3,1,2,5,4,5,5,1,4,5,2,1,1,5,1,5,5,1,4,2,4,5,1,4,1,3,5,1,5,3,4,5,1,2,23,42,32,46,31,82.11605756095736,60.86211430445535,70.24063836681471,33.024077625152536,32.83113751931617,high,high,high,low,low
1,5,5,1,3,4,2,1,1,5,5,1,5,2,5,2,4,1,5,5,2,5,5,1,4,5,2,1,1,5,1,5,4,1,4,2,4,1,1,5,1,2,5,1,5,3,2,5,1,2,24,45,24,49,31,90.69622914863086,39.54553199368488,93.15569843037956,42.85840914530192,32.83113751931617,high,low,high,low,low
