EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,EXT9,AGR9,CSN9,EST9,OPN9,EXT10,AGR10,CSN10,EST10,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score,EXT_position,EST_position,AGR_position,CSN_position,OPN_position,EXT_high_or_low,EST_high_or_low,AGR_high_or_low,CSN_high_or_low,OPN_high_or_low
1,2,5,5,2,4,2,1,5,4,2,1,5,2,2,5,2,5,5,4,1,2,5,4,2,4,1,5,4,2,1,2,4,4,4,5,1,1,1,4,1,1,5,1,4,4,2,5,5,2,14,32,26,41,28,20.67768365504791,94.62417059884316,30.776359863336555,91.30045964853188,76.34765069075316,low,high,low,high,high
1,2,5,2,2,5,2,5,5,4,2,1,5,5,2,5,2,5,5,4,2,2,5,2,2,4,1,5,1,2,1,2,5,4,4,5,2,5,2,2,1,1,5,1,3,5,2,5,2,4,13,39,27,34,27,90.09761252623504,58.10382915690394,25.538415172833563,19.967478906101498,23.92230787489129,high,high,low,low,low
1,2,5,5,4,5,2,5,5,4,2,1,5,5,2,4,2,5,5,4,2,5,5,2,2,4,1,5,1,2,1,2,4,4,4,5,2,1,4,2,1,2,5,2,3,4,2,5,4,2,15,31,25,37,27,68.10647851313007,57.26086112941366,97.12618716273646,38.44590142622035,23.92230787489129,high,high,high,low,low
1,2,5,1,2,5,2,1,4,4,2,1,5,2,2,4,2,5,5,4,2,4,5,2,2,5,2,4,1,2,1,2,4,4,5,5,2,5,1,2,1,1,5,1,4,5,2,5,2,2,13,43,26,38,27,90.09761252623504,82.91913751143704,30.776359863336555,11.2864545014926,23.92230787489129,high,high,low,low,low
1,2,5,2,2,5,2,1,5,4,2,1,5,5,2,5,2,5,5,4,2,2,5,2,2,2,1,4,2,4,1,2,4,2,2,5,2,5,5,1,1,1,4,1,4,5,2,5,2,4,15,37,27,37,23,68.10647851313007,72.51416026733875,25.538415172833563,38.44590142622035,47.45568237665967,high,high,low,low,low
1,2,5,2,2,5,2,5,4,4,1,1,5,4,2,5,2,4,4,4,2,2,5,2,2,2,1,1,1,1,1,2,4,2,3,5,2,5,2,1,1,2,5,2,5,5,2,5,4,2,14,37,28,38,26,20.67768365504791,72.51416026733875,16.684345456354073,11.2864545014926,99.19879134202203,low,high,low,low,high
1,2,5,1,4,5,2,1,5,4,2,1,5,5,2,5,2,5,5,4,1,2,5,4,2,2,2,4,2,4,1,2,5,4,2,5,2,5,1,1,1,1,5,1,4,5,1,5,2,2,14,38,27,39,23,20.67768365504791,3.351090914283969,25.538415172833563,39.95918612564645,47.45568237665967,low,low,low,low,low
1,2,5,4,2,5,2,1,5,2,2,1,5,2,2,4,2,1,4,2,2,2,5,4,2,4,1,4,2,3,1,2,4,4,2,5,2,5,4,1,1,2,5,1,3,5,2,5,4,2,14,32,28,42,25,20.67768365504791,94.62417059884316,16.684345456354073,10.086562051566911,15.370796609217988,low,high,low,low,low
1,2,5,4,2,4,2,5,5,4,2,1,5,4,2,5,2,5,5,4,2,2,5,2,2,4,2,5,2,2,1,2,5,4,3,5,2,1,1,2,1,2,4,1,5,5,2,5,4,4,14,36,29,37,28,20.67768365504791,99.6997067980117,84.55011666031412,38.44590142622035,76.34765069075316,low,high,high,low,high
1,2,5,4,2,5,2,4,4,4,2,1,5,2,2,5,2,5,5,5,2,2,5,1,2,2,1,4,1,1,1,1,5,2,4,4,2,1,4,1,1,2,5,2,4,5,2,5,4,2,16,37,29,40,25,49.78357024881296,72.51416026733875,84.55011666031412,70.57756950620531,15.370796609217988,low,high,high,high,low
1,2,5,2,4,4,2,1,5,4,2,1,5,5,2,5,2,5,5,4,2,2,5,2,2,2,1,4,4,4,1,2,5,4,5,5,2,5,4,1,1,2,5,1,5,4,2,5,1,2,17,35,28,39,27,56.8825645768269,53.631637055925054,16.684345456354073,39.95918612564645,23.92230787489129,high,high,low,low,low
1,2,5,2,4,5,2,4,5,2,2,1,5,2,2,5,2,5,5,4,2,1,5,2,2,5,2,4,1,1,1,2,5,2,3,5,2,5,2,2,1,2,5,2,4,4,2,5,1,2,13,44,30,36,30,90.09761252623504,21.7977014618734,29.734837852504725,84.74601143852163,23.34368453554028,high,low,low,high,low
1,2,5,2,2,5,2,4,5,4,2,1,5,2,2,5,2,5,5,4,2,5,5,4,2,2,2,5,4,2,1,1,4,4,4,5,2,5,4,2,1,1,5,1,4,4,2,5,2,2,16,35,26,34,26,49.78357024881296,53.631637055925054,30.776359863336555,19.967478906101498,99.19879134202203,low,high,low,low,high
1,2,5,4,2,5,2,4,5,2,2,1,5,1,2,5,2,5,5,4,1,2,5,2,4,2,1,5,1,2,1,1,5,2,2,5,1,1,1,2,1,2,5,2,3,4,2,5,1,2,15,44,28,39,27,68.10647851313007,21.7977014618734,16.684345456354073,39.95918612564645,23.92230787489129,high,low,low,low,low
1,2,5,4,2,5,2,5,5,4,2,1,5,2,2,5,2,1,5,4,2,4,5,1,2,5,1,4,4,2,1,2,4,4,4,5,2,5,2,2,1,2,5,2,5,5,2,5,5,2,12,34,26,38,27,85.53303766911806,27.09730031585448,30.776359863336555,11.2864545014926,23.92230787489129,high,low,low,low,low
1,2,5,4,2,5,2,5,5,4,2,5,5,1,2,4,2,4,5,4,2,2,5,4,2,2,2,4,1,2,1,2,5,4,3,5,2,5,4,1,1,2,4,1,4,5,2,5,1,4,16,38,25,35,26,49.78357024881296,3.351090914283969,97.12618716273646,63.65201444637811,99.19879134202203,low,low,high,high,high
1,2,5,2,2,5,2,4,5,4,1,1,5,2,2,5,2,5,5,4,2,2,5,4,2,4,1,4,1,2,1,2,5,2,3,5,2,1,1,4,1,2,5,1,5,5,1,5,2,2,12,43,27,40,28,85.53303766911806,82.91913751143704,25.538415172833563,70.57756950620531,76.34765069075316,high,high,low,high,high
1,2,5,5,2,5,2,4,4,4,2,1,5,4,2,5,2,1,5,4,2,2,5,2,2,2,2,4,4,2,1,2,4,4,3,5,2,5,1,2,1,1,5,2,4,5,2,5,2,2,15,33,28,39,25,68.10647851313007,43.820548958428745,16.684345456354073,39.95918612564645,15.370796609217988,high,low,low,low,low
1,2,5,4,2,5,2,5,4,4,1,1,5,1,2,5,2,5,5,4,1,2,5,2,2,2,1,4,2,2,1,2,5,2,2,5,2,1,1,4,1,2,4,1,4,5,2,5,2,2,13,42,28,38,26,90.09761252623504,60.86211430445535,16.684345456354073,11.2864545014926,99.19879134202203,high,high,low,low,high
1,2,5,4,2,5,2,1,5,4,2,1,5,2,2,5,2,5,4,4,2,2,5,1,2,5,1,5,2,3,1,1,5,2,3,5,2,5,1,4,1,1,5,2,5,5,1,5,4,2,12,39,27,38,27,85.53303766911806,58.10382915690394,25.538415172833563,11.2864545014926,23.92230787489129,high,high,low,low,low
1,1,5,2,2,5,2,1,5,4,2,1,5,2,2,5,2,5,5,4,2,2,5,2,2,2,2,4,2,3,1,1,5,4,3,5,2,1,4,2,1,1,5,2,5,5,2,5,5,2,15,35,30,43,25,68.10647851313007,53.631637055925054,29.734837852504725,91.02419778182896,15.370796609217988,high,high,low,high,low
1,1,5,1,2,5,2,4,5,4,1,1,5,5,2,4,2,5,5,4,1,1,5,2,2,5,1,1,1,2,1,2,5,2,2,5,2,5,1,2,1,1,5,2,5,5,2,5,2,2,11,42,29,39,25,2.7646869376889143,60.86211430445535,84.55011666031412,39.95918612564645,15.370796609217988,low,high,high,low,low
1,2,5,1,2,5,2,4,5,4,2,1,5,1,2,5,2,1,5,4,2,1,5,2,2,5,2,4,1,2,1,1,5,4,2,5,2,5,4,2,1,1,5,2,5,5,2,5,1,2,12,42,30,40,25,85.53303766911806,60.86211430445535,29.734837852504725,70.57756950620531,15.370796609217988,high,high,low,high,low
1,2,5,2,2,5,2,4,5,4,2,1,5,5,2,5,2,4,5,2,2,2,5,2,2,4,1,5,2,2,1,2,5,4,3,5,2,5,4,2,1,1,5,2,4,5,1,5,2,2,13,35,26,36,27,90.09761252623504,53.631637055925054,30.776359863336555,84.74601143852163,23.92230787489129,high,high,low,high,low
1,2,5,2,2,4,2,5,5,4,2,1,5,5,2,5,2,4,5,4,2,2,5,2,5,4,1,5,1,1,1,2,4,4,2,4,2,1,4,1,1,1,5,2,5,4,2,5,5,4,16,33,27,38,30,49.78357024881296,43.820548958428745,25.538415172833563,11.2864545014926,23.34368453554028,low,low,low,low,low
1,1,5,4,4,5,2,5,4,4,1,1,5,2,2,5,2,5,5,5,2,2,5,2,2,2,1,4,1,1,1,1,5,2,3,5,2,5,1,2,1,1,5,1,4,5,2,5,2,2,14,42,29,35,27,20.67768365504791,60.86211430445535,84.55011666031412,63.65201444637811,23.92230787489129,low,high,high,high,low
1,2,5,2,2,5,2,5,5,2,2,1,5,5,2,5,2,5,5,4,2,2,5,2,4,4,1,4,1,4,1,2,5,4,3,5,2,5,4,2,1,2,5,2,5,5,2,5,1,2,13,37,28,35,28,90.09761252623504,72.51416026733875,16.684345456354073,63.65201444637811,76.34765069075316,high,high,low,high,high
1,2,5,4,2,4,2,1,5,4,2,1,5,1,2,5,2,5,5,4,1,2,5,1,2,2,1,4,2,1,1,2,5,4,2,4,2,5,4,2,1,2,4,1,3,5,2,5,5,2,16,36,28,38,24,49.78357024881296,99.6997067980117,16.684345456354073,11.2864545014926,96.41095947075908,low,high,low,low,high
1,2,5,4,2,5,2,5,4,4,2,1,5,5,2,4,2,1,5,4,1,2,5,2,2,5,2,4,1,1,1,1,5,2,3,5,2,5,1,1,1,2,5,1,5,5,2,5,2,2,12,39,30,39,26,85.53303766911806,58.10382915690394,29.734837852504725,39.95918612564645,99.19879134202203,high,high,low,low,high
1,2,5,2,2,4,2,1,4,4,2,1,5,5,2,5,2,5,5,4,2,2,5,2,2,5,1,4,1,2,1,5,5,2,5,5,2,1,4,1,1,1,5,2,5,5,2,5,1,2,13,38,24,43,27,90.09761252623504,3.351090914283969,93.15569843037956,91.02419778182896,23.92230787489129,high,low,high,high,low
1,2,5,2,2,5,2,1,5,4,2,1,5,2,2,5,2,5,5,4,2,5,5,2,4,2,1,4,4,2,1,1,4,4,4,5,2,5,2,2,1,1,5,1,4,5,2,5,1,2,15,40,25,38,28,68.10647851313007,78.62373330733222,97.12618716273646,11.2864545014926,76.34765069075316,high,high,high,low,high
1,1,5,4,2,5,2,5,5,2,2,1,5,4,2,4,2,5,5,4,2,2,5,2,2,4,1,4,2,4,1,2,5,2,2,5,2,1,2,2,1,1,5,1,5,4,2,5,5,2,15,36,28,39,25,68.10647851313007,99.6997067980117,16.684345456354073,39.95918612564645,15.370796609217988,high,high,low,low,low
1,2,5,5,2,5,2,4,5,4,2,1,5,4,2,5,2,4,5,4,2,5,5,2,2,2,1,4,1,2,1,2,4,2,4,5,2,5,5,2,1,2,4,1,5,5,2,5,2,2,15,36,25,35,27,68.10647851313007,99.6997067980117,97.12618716273646,63.65201444637811,23.92230787489129,high,high,high,high,low
1,2,5,2,2,5,2,1,5,4,2,1,5,2,2,5,2,1,5,4,1,2,5,4,2,2,2,5,4,4,1,2,4,4,3,5,2,5,2,1,1,1,5,2,3,5,1,5,5,2,14,33,27,41,21,20.67768365504791,43.820548958428745,25.538415172833563,91.30045964853188,23.64161399963165,low,low,low,high,low
1,1,5,4,4,5,2,1,4,4,2,1,5,2,2,5,2,5,4,2,1,1,5,2,2,5,1,5,1,2,1,1,4,2,3,4,2,5,5,2,1,1,5,1,4,5,2,5,2,2,12,37,30,37,29,85.53303766911806,72.51416026733875,29.734837852504725,38.44590142622035,74.38180867314527,high,high,low,low,high
1,2,5,5,2,5,2,5,5,4,2,1,5,5,2,5,2,5,5,4,2,1,5,2,2,4,1,5,2,2,1,1,5,2,2,5,2,5,5,2,1,1,5,2,3,5,2,5,4,2,13,31,29,34,23,90.09761252623504,57.26086112941366,84.55011666031412,19.967478906101498,47.45568237665967,high,high,high,low,low
1,2,5,4,2,5,2,5,5,4,2,5,5,2,2,5,2,5,5,2,2,2,5,1,2,2,2,4,2,1,1,2,5,2,4,4,2,5,4,2,1,1,5,1,4,4,1,5,4,2,17,38,23,35,29,56.8825645768269,3.351090914283969,88.30895236181736,63.65201444637811,74.38180867314527,high,low,high,high,high
