EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,EXT9,AGR9,CSN9,EST9,OPN9,EXT10,AGR10,CSN10,EST10,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score,EXT_position,EST_position,AGR_position,CSN_position,OPN_position,EXT_high_or_low,EST_high_or_low,AGR_high_or_low,CSN_high_or_low,OPN_high_or_low
5,2,2,5,5,5,5,2,2,4,5,5,2,2,5,1,2,5,2,5,5,2,2,2,5,5,2,2,5,5,5,5,2,5,3,2,2,2,5,4,5,2,2,5,2,1,5,2,5,5,41,18,28,25,33,23.17901079538796,6.304876883726748,16.684345456354073,62.72533070170514,5.180525557423565,low,low,low,high,low
5,2,2,5,5,5,5,4,2,4,5,4,2,2,5,1,2,5,2,4,5,2,2,5,5,5,1,2,5,5,5,5,2,5,4,1,2,2,5,5,5,2,2,5,2,1,2,2,5,5,42,15,25,23,36,31.68718686628433,10.931204393400838,97.12618716273646,22.402818363485764,47.73568682836604,low,low,high,low,low
5,2,2,5,5,5,5,2,2,4,5,5,2,2,5,1,2,5,5,5,5,2,2,2,5,5,1,2,5,5,5,4,2,5,5,1,2,2,5,5,5,2,2,5,2,1,4,2,2,5,42,24,27,25,36,31.68718686628433,55.88683998774796,25.538415172833563,62.72533070170514,47.73568682836604,low,high,low,high,low
5,2,2,5,5,5,5,4,2,4,5,4,2,5,5,1,2,5,2,5,5,2,1,5,5,5,1,3,5,5,5,5,2,5,3,1,2,2,5,5,5,5,2,5,2,1,2,2,5,5,42,12,28,21,34,31.68718686628433,66.42861856263067,16.684345456354073,29.236778579807176,47.69983680359604,low,high,low,low,low
5,2,2,5,5,5,5,4,1,4,5,5,2,2,5,1,2,5,2,4,5,2,2,2,5,5,1,2,5,5,5,5,2,5,4,1,2,2,5,5,5,2,2,5,4,1,4,2,5,5,42,17,26,23,38,31.68718686628433,86.45115286391469,30.776359863336555,22.402818363485764,30.8161494512681,low,high,low,low,low
5,2,2,5,4,5,5,2,2,4,5,5,2,2,5,1,2,4,2,5,5,2,2,2,5,5,1,2,5,5,5,4,2,5,4,2,2,2,5,4,5,2,2,5,2,1,5,2,4,5,41,19,28,26,33,23.17901079538796,8.820583429606408,16.684345456354073,16.971441121751216,5.180525557423565,low,low,low,low,low
5,4,2,5,5,5,5,5,2,4,5,2,2,2,5,1,2,5,2,4,5,2,2,5,5,5,2,2,5,5,5,5,2,5,4,1,2,2,5,5,5,2,2,5,2,1,4,2,2,5,42,18,28,22,36,31.68718686628433,6.304876883726748,16.684345456354073,88.29861100851832,47.73568682836604,low,low,low,high,low
5,2,1,5,5,5,5,4,2,4,5,5,2,2,5,1,2,4,2,5,5,2,1,2,5,5,1,3,5,5,5,4,2,5,3,1,2,2,5,5,5,2,2,5,3,1,5,2,4,5,42,19,28,21,35,31.68718686628433,8.820583429606408,16.684345456354073,29.236778579807176,84.2564222266214,low,low,low,low,high
5,2,2,5,4,5,5,5,2,4,5,4,2,2,5,1,2,5,2,4,5,2,2,5,5,5,1,2,5,5,5,5,2,5,3,1,2,2,5,4,5,1,2,5,2,1,5,2,4,5,42,16,27,22,33,31.68718686628433,46.41711503819899,25.538415172833563,88.29861100851832,5.180525557423565,low,low,low,high,low
5,2,2,5,5,5,5,2,2,4,5,5,2,2,5,1,2,2,2,5,5,2,2,2,5,5,1,2,5,5,5,4,2,5,3,1,2,2,5,5,5,1,2,5,2,1,2,2,4,5,42,19,24,28,34,31.68718686628433,8.820583429606408,93.15569843037956,55.48786072856311,47.69983680359604,low,low,high,high,low
