EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,EXT9,AGR9,CSN9,EST9,OPN9,EXT10,AGR10,CSN10,EST10,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score,EXT_position,EST_position,AGR_position,CSN_position,OPN_position,EXT_high_or_low,EST_high_or_low,AGR_high_or_low,CSN_high_or_low,OPN_high_or_low
1,4,4,5,4,5,4,5,2,4,2,1,5,5,5,4,5,1,5,5,1,4,4,5,5,4,5,4,5,4,1,4,4,5,3,5,4,2,5,4,1,4,5,5,4,5,4,4,4,5,13,16,37,38,35,90.09761252623504,46.41711503819899,67.33806671847192,11.2864545014926,84.2564222266214,high,low,high,low,high
1,4,4,5,5,5,3,4,2,4,2,1,5,5,5,5,4,5,5,5,2,4,4,2,5,4,5,4,4,5,1,4,4,5,5,5,4,1,2,4,1,4,4,5,5,5,5,4,4,5,13,23,36,35,38,90.09761252623504,26.6900479740304,42.497643648784006,63.65201444637811,30.8161494512681,high,low,low,high,low
1,4,5,5,4,5,4,4,2,4,2,1,4,5,5,4,5,5,2,5,1,4,5,5,5,4,4,4,5,5,1,4,4,5,4,5,4,2,2,4,1,4,4,5,5,5,4,4,4,5,13,16,36,35,36,90.09761252623504,46.41711503819899,42.497643648784006,63.65201444637811,47.73568682836604,high,low,low,high,low
1,4,4,5,5,5,4,4,2,4,2,1,4,4,5,4,4,2,5,5,2,4,5,5,5,4,5,4,5,5,1,4,5,5,4,5,4,2,2,4,1,4,5,5,5,5,4,5,5,5,14,19,36,40,37,20.67768365504791,8.820583429606408,42.497643648784006,70.57756950620531,79.89197717811061,low,low,low,high,high
1,4,4,5,5,5,4,4,2,4,2,1,5,5,5,5,4,5,2,4,2,4,4,2,5,4,4,4,5,5,1,4,4,2,3,4,4,1,2,5,1,4,4,5,5,5,4,4,5,5,14,21,35,35,38,20.67768365504791,30.98663404708369,69.95048953996736,63.65201444637811,30.8161494512681,low,low,high,high,low
1,4,5,5,5,5,4,5,2,4,2,1,5,5,5,5,4,1,5,5,2,4,5,5,5,5,5,4,5,5,1,4,4,2,5,5,4,1,2,5,1,4,4,5,5,5,4,4,5,5,12,21,36,40,39,85.53303766911806,30.98663404708369,42.497643648784006,70.57756950620531,71.01555044068938,high,low,low,high,high
1,4,4,5,5,5,4,1,2,4,2,1,4,5,5,5,5,1,2,4,2,4,5,2,4,5,4,4,5,5,1,4,5,5,5,5,4,1,4,5,1,4,4,5,4,5,4,4,4,5,12,17,36,43,38,85.53303766911806,86.45115286391469,42.497643648784006,91.02419778182896,30.8161494512681,high,high,low,high,low
1,4,4,5,5,4,4,5,2,4,2,1,4,5,5,5,4,1,2,5,2,4,5,2,5,4,5,4,5,5,1,4,5,5,4,5,4,2,2,5,1,4,4,5,4,5,4,5,5,5,14,18,36,39,37,20.67768365504791,6.304876883726748,42.497643648784006,39.95918612564645,79.89197717811061,low,low,low,low,high
1,4,4,5,4,4,4,4,2,5,2,1,5,5,5,4,4,5,2,4,1,4,5,5,5,5,5,4,5,4,1,4,4,2,5,4,4,1,2,5,1,4,4,5,5,4,4,4,4,5,15,19,36,36,39,68.10647851313007,8.820583429606408,42.497643648784006,84.74601143852163,71.01555044068938,high,low,low,high,high
1,4,4,5,5,5,4,1,2,4,2,1,4,4,5,4,4,2,2,4,2,4,4,2,5,5,4,4,5,5,1,4,4,5,4,5,4,1,2,5,1,4,4,5,5,4,4,4,5,5,14,19,35,40,39,20.67768365504791,8.820583429606408,69.95048953996736,70.57756950620531,71.01555044068938,low,low,high,high,high
1,4,4,5,4,5,4,5,2,4,2,1,5,5,5,4,4,5,2,5,2,4,5,5,5,5,4,4,5,5,1,4,4,5,4,4,4,2,2,5,1,4,4,5,4,4,4,4,4,5,15,16,35,34,36,68.10647851313007,46.41711503819899,69.95048953996736,19.967478906101498,47.73568682836604,high,low,high,low,low
1,4,5,5,5,4,4,5,2,4,2,1,4,5,5,5,4,2,5,4,2,4,4,5,5,4,4,4,5,5,1,4,5,5,4,5,4,2,2,4,1,4,4,5,4,4,4,5,5,5,15,18,35,38,37,68.10647851313007,6.304876883726748,69.95048953996736,11.2864545014926,79.89197717811061,high,low,high,low,high
1,4,5,5,5,5,4,4,2,4,2,1,4,5,5,5,5,2,2,4,1,4,4,2,5,5,4,4,5,5,1,4,5,5,4,5,4,2,5,5,1,4,4,5,4,5,4,4,5,5,11,15,36,38,38,2.7646869376889143,10.931204393400838,42.497643648784006,11.2864545014926,30.8161494512681,low,low,low,low,low
