Cycle,Code,Role,Values
1,ISFP-A,Adventurer,"[32, 48, 49, 49, 64]"
2,INTP-A,Logician,"[33, 51, 61, 47, 75]"
3,ISTJ-A,Logistician,"[46, 43, 51, 51, 81]"
4,ISTP-A,Virtuoso,"[44, 48, 54, 44, 74]"
5,ISFP-A,Adventurer,"[37, 48, 44, 42, 69]"
6,ISTP-A,Virtuoso,"[39, 38, 54, 46, 79]"
7,INFP-A,Mediator,"[35, 51, 47, 42, 81]"
8,INTJ-A,Architect,"[49, 52, 58, 54, 74]"
9,ISFP-A,Adventurer,"[39, 45, 46, 46, 69]"
10,INTJ-A,Architect,"[44, 57, 64, 53, 69]"
11,INFP-A,Mediator,"[49, 54, 46, 49, 74]"
12,ISTP-A,Virtuoso,"[44, 41, 57, 47, 78]"
13,INFJ-A,Advocate,"[36, 52, 44, 57, 64]"
14,INTP-A,Logician,"[43, 56, 54, 49, 69]"
15,ISTP-A,Virtuoso,"[37, 43, 57, 44, 68]"
16,ENTJ-A,Commander,"[51, 56, 60, 53, 74]"
17,ISFP-A,Adventurer,"[39, 47, 44, 46, 71]"
18,ISFP-A,Adventurer,"[42, 47, 47, 47, 65]"
19,INFJ-A,Advocate,"[47, 52, 42, 56, 79]"
20,INFJ-A,Advocate,"[39, 54, 49, 53, 76]"
21,ISFP-A,Adventurer,"[40, 48, 44, 46, 74]"
22,INFP-A,Mediator,"[40, 56, 46, 46, 72]"
23,ISTP-A,Virtuoso,"[39, 43, 51, 44, 65]"
24,ISTP-A,Virtuoso,"[47, 45, 56, 42, 75]"
25,INTP-A,Logician,"[31, 53, 60, 46, 74]"
26,ISTJ-A,Logistician,"[42, 48, 54, 53, 69]"
27,INTJ-A,Architect,"[35, 61, 56, 53, 69]"
28,INTP-A,Logician,"[42, 52, 58, 43, 74]"
29,INTP-A,Logician,"[44, 56, 58, 44, 61]"
30,ISFP-A,Adventurer,"[32, 46, 47, 49, 82]"
31,ISFJ-A,Defender,"[36, 47, 49, 53, 68]"
32,ISFP-A,Adventurer,"[36, 48, 49, 49, 72]"
33,INTJ-A,Architect,"[42, 59, 58, 57, 68]"
34,INTJ-A,Architect,"[35, 61, 56, 56, 68]"
35,INFP-A,Mediator,"[40, 54, 49, 49, 72]"
36,INFP-A,Mediator,"[44, 52, 49, 49, 79]"
37,ISTP-A,Virtuoso,"[35, 45, 65, 43, 67]"
38,ISFJ-A,Defender,"[42, 41, 44, 54, 63]"
39,ISFJ-A,Defender,"[46, 46, 43, 54, 61]"
40,ISTJ-A,Logistician,"[37, 47, 60, 61, 67]"
41,INTP-A,Logician,"[33, 52, 54, 42, 81]"
42,INFJ-A,Advocate,"[37, 59, 46, 51, 75]"
43,INFJ-A,Advocate,"[35, 57, 49, 51, 76]"
44,ISTP-A,Virtuoso,"[35, 47, 54, 39, 72]"
45,INFP-A,Mediator,"[39, 54, 49, 46, 67]"
46,INTP-A,Logician,"[46, 57, 61, 46, 79]"
47,INFP-A,Mediator,"[36, 52, 46, 49, 63]"
48,ISTJ-A,Logistician,"[43, 45, 53, 51, 69]"
49,INTJ-A,Architect,"[43, 51, 58, 51, 71]"
50,ISFP-A,Adventurer,"[43, 46, 42, 49, 65]"
51,ISFP-A,Adventurer,"[44, 46, 44, 46, 74]"
52,ISTP-A,Virtuoso,"[39, 45, 60, 49, 79]"
53,ISTP-A,Virtuoso,"[39, 45, 57, 44, 67]"
54,ISTP-A,Virtuoso,"[39, 48, 57, 49, 71]"
55,INTP-A,Logician,"[35, 57, 54, 49, 76]"
56,INFP-A,Mediator,"[32, 54, 49, 49, 82]"
57,INTP-A,Logician,"[37, 53, 56, 44, 74]"
58,ISTJ-A,Logistician,"[43, 42, 56, 51, 69]"
59,ESTJ-A,Executive,"[53, 47, 57, 53, 67]"
60,INFJ-A,Advocate,"[40, 56, 49, 56, 76]"
61,INTJ-A,Architect,"[39, 54, 58, 56, 69]"
62,ISTP-A,Virtuoso,"[43, 48, 53, 43, 63]"
63,ISTP-A,Virtuoso,"[43, 48, 51, 49, 72]"
64,INFJ-A,Advocate,"[46, 54, 46, 56, 82]"
65,INFJ-A,Advocate,"[49, 53, 49, 53, 75]"
66,INTP-A,Logician,"[37, 54, 57, 47, 75]"
67,ISTP-A,Virtuoso,"[35, 39, 54, 49, 75]"
68,INTJ-A,Architect,"[35, 51, 58, 51, 65]"
69,INTP-A,Logician,"[44, 53, 56, 46, 71]"
70,INTP-A,Logician,"[43, 56, 60, 49, 74]"
71,ESFP-A,Entertainer,"[53, 47, 42, 44, 72]"
72,INTJ-A,Architect,"[44, 51, 54, 57, 72]"
73,INTP-A,Logician,"[39, 63, 53, 47, 74]"
74,INFP-A,Mediator,"[42, 52, 49, 46, 63]"
75,ISTP-A,Virtuoso,"[47, 48, 56, 39, 74]"
76,ISTJ-A,Logistician,"[37, 43, 63, 56, 71]"
77,ISTJ-A,Logistician,"[40, 34, 61, 51, 78]"
78,ISTP-A,Virtuoso,"[35, 47, 60, 44, 71]"
79,INFJ-A,Advocate,"[33, 60, 49, 53, 68]"
80,INFJ-A,Advocate,"[37, 53, 40, 54, 71]"
81,INFJ-A,Advocate,"[44, 54, 49, 51, 65]"
82,ISTJ-A,Logistician,"[44, 47, 54, 56, 72]"
83,INFP-A,Mediator,"[33, 60, 49, 43, 69]"
84,INFJ-A,Advocate,"[29, 52, 47, 53, 64]"
85,ISFJ-A,Defender,"[36, 43, 49, 54, 69]"
86,ISFP-A,Adventurer,"[29, 46, 49, 37, 75]"
87,INTP-A,Logician,"[36, 56, 57, 49, 79]"
88,ISTJ-A,Logistician,"[36, 48, 54, 58, 74]"
89,ISFJ-A,Defender,"[35, 43, 43, 53, 71]"
90,ISTP-A,Virtuoso,"[43, 47, 58, 49, 65]"
91,INTP-A,Logician,"[42, 56, 53, 42, 69]"
92,ISTP-A,Virtuoso,"[46, 46, 56, 44, 75]"
93,INFP-A,Mediator,"[39, 56, 49, 49, 67]"
94,ISFP-A,Adventurer,"[46, 36, 44, 43, 63]"
95,ISFP-A,Adventurer,"[35, 47, 47, 49, 60]"
96,INTP-A,Logician,"[49, 52, 57, 44, 76]"
97,INTP-A,Logician,"[49, 53, 51, 49, 68]"
98,INTP-A,Logician,"[37, 53, 61, 47, 71]"
99,INTJ-A,Architect,"[36, 57, 51, 51, 76]"
100,INTP-A,Logician,"[36, 54, 56, 47, 69]"
