Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ISFP-A,Adventurer,"[47, 35, 49, 32, 67]"
2,ISTP-A,Virtuoso,"[43, 35, 54, 46, 56]"
3,ISFP-A,Adventurer,"[44, 28, 49, 42, 60]"
4,ISFP-A,Adventurer,"[47, 36, 39, 46, 58]"
5,ISFP-A,Adventurer,"[40, 38, 42, 25, 63]"
6,ISFP-A,Adventurer,"[44, 34, 49, 40, 56]"
7,ISTP-A,Virtuoso,"[49, 41, 51, 37, 60]"
8,ISFP-A,Adventurer,"[40, 32, 43, 39, 69]"
9,ISTP-A,Virtuoso,"[44, 35, 60, 42, 67]"
10,ISFP-A,Adventurer,"[43, 32, 49, 40, 60]"
11,ISFP-A,Adventurer,"[39, 43, 47, 42, 60]"
12,ISTP-A,Virtuoso,"[49, 34, 53, 40, 63]"
13,ISFP-A,Adventurer,"[43, 28, 49, 49, 54]"
14,ISTP-A,Virtuoso,"[47, 32, 51, 32, 60]"
15,ISFP-A,Adventurer,"[39, 38, 44, 37, 65]"
16,ESTP-A,Entrepreneur,"[51, 31, 58, 33, 61]"
17,ISTP-A,Virtuoso,"[47, 38, 57, 33, 65]"
18,ISFP-A,Adventurer,"[44, 32, 40, 28, 56]"
19,ISTP-A,Virtuoso,"[46, 36, 58, 43, 68]"
20,ISTP-A,Virtuoso,"[43, 32, 54, 39, 60]"
21,ISFP-A,Adventurer,"[42, 38, 39, 40, 60]"
22,ISTP-A,Virtuoso,"[47, 29, 51, 33, 58]"
23,ISTP-A,Virtuoso,"[40, 29, 58, 36, 64]"
24,ISFP-A,Adventurer,"[39, 28, 43, 37, 57]"
25,ISTP-A,Virtuoso,"[49, 29, 53, 40, 63]"
26,ISFP-A,Adventurer,"[44, 29, 49, 33, 57]"
27,ISFP-A,Adventurer,"[47, 32, 39, 39, 58]"
28,ISFP-A,Adventurer,"[40, 31, 46, 43, 54]"
29,ISFP-A,Adventurer,"[46, 29, 44, 39, 63]"
30,ISFP-A,Adventurer,"[49, 36, 47, 33, 57]"
31,ISFP-A,Adventurer,"[47, 42, 43, 35, 60]"
32,ISTP-A,Virtuoso,"[44, 36, 53, 40, 54]"
33,ISFP-A,Adventurer,"[40, 34, 44, 37, 60]"
34,ISTP-A,Virtuoso,"[42, 35, 57, 35, 60]"
