Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ESFP-A,Entertainer,"[72, 39, 33, 42, 53]"
2,ESFP-T,Entertainer,"[67, 34, 33, 40, 49]"
3,ESFP-T,Entertainer,"[61, 43, 31, 40, 49]"
4,ESFP-A,Entertainer,"[75, 31, 28, 37, 56]"
5,ESFP-T,Entertainer,"[69, 27, 40, 36, 49]"
6,ESFP-A,Entertainer,"[75, 42, 40, 39, 51]"
7,ESFP-T,Entertainer,"[68, 34, 35, 40, 49]"
8,ESFP-T,Entertainer,"[64, 42, 35, 36, 46]"
9,ESFP-A,Entertainer,"[63, 42, 37, 32, 57]"
10,ESFP-A,Entertainer,"[68, 28, 36, 32, 53]"
11,ESFP-T,Entertainer,"[65, 41, 29, 36, 46]"
12,ESFP-A,Entertainer,"[65, 29, 29, 32, 51]"
13,ESFP-T,Entertainer,"[67, 31, 33, 35, 47]"
14,ESFP-A,Entertainer,"[72, 29, 39, 32, 57]"
15,ESFP-T,Entertainer,"[67, 28, 40, 43, 44]"
16,ESFP-A,Entertainer,"[63, 28, 42, 35, 56]"
17,ESFP-A,Entertainer,"[63, 38, 42, 43, 54]"
18,ESFP-A,Entertainer,"[64, 28, 39, 37, 57]"
19,ESFP-T,Entertainer,"[71, 27, 44, 32, 49]"
20,ESFP-T,Entertainer,"[64, 38, 35, 35, 49]"
21,ESFP-T,Entertainer,"[69, 38, 42, 28, 49]"
22,ESFP-T,Entertainer,"[61, 32, 36, 35, 49]"
23,ESFP-A,Entertainer,"[67, 45, 46, 32, 53]"
24,ESFP-T,Entertainer,"[65, 32, 44, 35, 47]"
25,ESFP-A,Entertainer,"[74, 35, 42, 40, 54]"
26,ESFP-A,Entertainer,"[63, 31, 39, 46, 51]"
27,ESFP-A,Entertainer,"[61, 41, 39, 49, 53]"
28,ESFP-A,Entertainer,"[64, 31, 40, 40, 53]"
29,ESFP-A,Entertainer,"[60, 35, 43, 37, 51]"
30,ESFJ-A,Consul,"[68, 32, 39, 54, 53]"
31,ESFP-T,Entertainer,"[65, 36, 43, 36, 49]"
32,ESFP-A,Entertainer,"[68, 32, 46, 43, 57]"
33,ESFP-A,Entertainer,"[67, 39, 46, 33, 51]"
34,ESFP-A,Entertainer,"[61, 28, 42, 43, 54]"
35,ESFP-A,Entertainer,"[61, 38, 39, 35, 54]"
36,ESFP-A,Entertainer,"[69, 35, 42, 40, 61]"
37,ESFP-T,Entertainer,"[68, 34, 37, 37, 49]"
38,ESFP-A,Entertainer,"[63, 41, 39, 37, 51]"
39,ESFP-T,Entertainer,"[64, 43, 39, 35, 49]"
40,ESFP-T,Entertainer,"[65, 25, 35, 46, 49]"
41,ESFP-A,Entertainer,"[67, 32, 49, 37, 54]"
42,ESFP-A,Entertainer,"[63, 29, 39, 46, 56]"
43,ESFP-A,Entertainer,"[63, 35, 39, 31, 51]"
44,ESFP-T,Entertainer,"[63, 32, 33, 35, 49]"
45,ESFP-A,Entertainer,"[71, 28, 42, 40, 53]"
46,ESFP-T,Entertainer,"[72, 25, 36, 33, 49]"
47,ESFP-T,Entertainer,"[68, 38, 37, 46, 49]"
48,ESFP-A,Entertainer,"[63, 31, 36, 43, 53]"
49,ESFP-A,Entertainer,"[63, 42, 39, 39, 56]"
50,ESFP-A,Entertainer,"[71, 45, 39, 25, 53]"
51,ESFP-A,Entertainer,"[64, 32, 35, 32, 53]"
52,ESFP-T,Entertainer,"[65, 27, 40, 43, 49]"
53,ESFP-A,Entertainer,"[64, 45, 40, 37, 58]"
54,ESFP-T,Entertainer,"[67, 34, 36, 40, 47]"
55,ESFP-T,Entertainer,"[71, 41, 36, 36, 49]"
56,ESFP-A,Entertainer,"[67, 25, 39, 37, 58]"
57,ESFJ-T,Consul,"[64, 43, 46, 51, 47]"
58,ESFP-A,Entertainer,"[65, 32, 40, 32, 51]"
59,ESFP-A,Entertainer,"[65, 31, 35, 25, 57]"
60,ESFP-T,Entertainer,"[65, 28, 42, 46, 49]"
61,ESFP-A,Entertainer,"[65, 41, 36, 36, 51]"
62,ESFP-A,Entertainer,"[69, 41, 29, 36, 54]"
63,ESFP-A,Entertainer,"[64, 25, 42, 40, 54]"
64,ESFP-A,Entertainer,"[67, 34, 42, 40, 51]"
65,ESFP-T,Entertainer,"[61, 39, 39, 40, 49]"
66,ESFP-A,Entertainer,"[64, 41, 47, 47, 60]"
67,ESFP-T,Entertainer,"[69, 34, 43, 49, 47]"
68,ESFP-A,Entertainer,"[63, 43, 44, 44, 56]"
69,ESFP-T,Entertainer,"[69, 28, 43, 44, 49]"
70,ESFP-A,Entertainer,"[68, 39, 28, 35, 56]"
71,ESFP-T,Entertainer,"[64, 24, 42, 35, 49]"
72,ESFP-A,Entertainer,"[61, 35, 42, 42, 57]"
73,ESFP-A,Entertainer,"[68, 38, 46, 32, 58]"
74,ESFP-A,Entertainer,"[64, 42, 40, 29, 56]"
75,ESFP-T,Entertainer,"[72, 38, 40, 35, 49]"
76,ESFP-A,Entertainer,"[69, 47, 49, 37, 53]"
77,ESFP-A,Entertainer,"[57, 25, 33, 43, 53]"
78,ESFP-A,Entertainer,"[65, 42, 46, 44, 57]"
79,ESFP-A,Entertainer,"[65, 36, 39, 46, 51]"
80,ESFP-T,Entertainer,"[60, 42, 33, 40, 47]"
81,ESFP-A,Entertainer,"[54, 31, 31, 33, 54]"
82,ESFP-A,Entertainer,"[68, 29, 47, 40, 53]"
83,ESFP-A,Entertainer,"[63, 42, 32, 29, 53]"
84,ESFP-A,Entertainer,"[58, 36, 39, 36, 60]"
85,ESFP-A,Entertainer,"[64, 34, 43, 39, 53]"
86,ESFP-T,Entertainer,"[67, 41, 36, 39, 49]"
87,ESFP-A,Entertainer,"[71, 38, 39, 44, 54]"
88,ESFP-T,Entertainer,"[67, 41, 29, 44, 49]"
89,ESFP-T,Entertainer,"[58, 42, 35, 31, 49]"
90,ESFP-T,Entertainer,"[71, 34, 29, 36, 49]"
91,ESFP-T,Entertainer,"[65, 29, 40, 35, 46]"
92,ESFP-A,Entertainer,"[69, 42, 31, 35, 57]"
93,ESFP-T,Entertainer,"[67, 39, 36, 47, 49]"
94,ESFP-T,Entertainer,"[63, 45, 37, 36, 49]"
95,ESFP-A,Entertainer,"[57, 41, 44, 47, 56]"
96,ESFP-A,Entertainer,"[64, 41, 32, 47, 53]"
97,ESFP-A,Entertainer,"[61, 38, 36, 44, 51]"
