Cycle,Code,Role,Values
1,ISFP-A,Adventurer,"[1, 42, 22, 49, 67]"
2,ISFJ-A,Defender,"[6, 36, 25, 56, 60]"
3,ISFP-A,Adventurer,"[8, 42, 25, 46, 64]"
4,ISFP-A,Adventurer,"[1, 43, 22, 47, 64]"
5,ISFP-A,Adventurer,"[4, 48, 22, 49, 64]"
6,ISFP-A,Adventurer,"[4, 35, 24, 46, 65]"
7,ISFP-A,Adventurer,"[7, 47, 22, 44, 58]"
8,ISFP-A,Adventurer,"[8, 38, 19, 47, 60]"
9,ISFJ-A,Defender,"[1, 41, 25, 53, 65]"
10,ISFP-A,Adventurer,"[4, 38, 21, 44, 71]"
11,INFJ-A,Advocate,"[1, 52, 21, 64, 67]"
12,INFJ-A,Advocate,"[1, 51, 22, 53, 58]"
13,ISFJ-A,Defender,"[11, 39, 22, 57, 67]"
14,ISFJ-A,Defender,"[4, 48, 22, 51, 67]"
15,INFJ-A,Advocate,"[7, 51, 19, 54, 56]"
16,ISFP-A,Adventurer,"[1, 28, 18, 49, 60]"
17,ISFJ-A,Defender,"[11, 41, 21, 51, 65]"
18,ISFJ-A,Defender,"[3, 47, 19, 57, 54]"
19,ISFJ-A,Defender,"[0, 34, 22, 56, 60]"
20,ISFP-A,Adventurer,"[7, 39, 26, 42, 61]"
21,ISFP-A,Adventurer,"[6, 43, 18, 49, 67]"
22,ISFJ-A,Defender,"[8, 31, 22, 51, 65]"
23,ISFP-A,Adventurer,"[12, 36, 21, 49, 57]"
24,ISFP-A,Adventurer,"[8, 35, 21, 46, 53]"
25,ISFJ-A,Defender,"[7, 45, 21, 53, 61]"
26,ISFP-A,Adventurer,"[1, 39, 17, 49, 61]"
27,ISFP-A,Adventurer,"[3, 39, 19, 47, 71]"
28,ISFP-A,Adventurer,"[12, 43, 22, 49, 60]"
29,ISFJ-A,Defender,"[0, 31, 21, 53, 64]"
30,ISFP-A,Adventurer,"[6, 48, 24, 49, 60]"
31,ISFP-A,Adventurer,"[3, 36, 21, 47, 64]"
32,ISFP-A,Adventurer,"[1, 42, 22, 42, 56]"
33,ISFJ-A,Defender,"[7, 48, 15, 57, 60]"
34,ISFP-A,Adventurer,"[3, 41, 26, 49, 54]"
35,ISFJ-A,Defender,"[11, 45, 21, 51, 65]"
36,ISFP-A,Adventurer,"[7, 39, 21, 44, 65]"
37,ISFP-A,Adventurer,"[0, 47, 22, 49, 57]"
38,ISFP-A,Adventurer,"[7, 34, 22, 49, 58]"
39,INFP-A,Mediator,"[3, 51, 19, 49, 65]"
40,ISFP-A,Adventurer,"[7, 47, 21, 40, 61]"
41,ISFP-A,Adventurer,"[0, 47, 22, 49, 65]"
42,ISFP-A,Adventurer,"[0, 47, 22, 47, 67]"
43,ISFP-T,Adventurer,"[1, 34, 19, 49, 49]"
44,ISFP-A,Adventurer,"[4, 38, 19, 44, 65]"
45,ISFJ-A,Defender,"[3, 42, 21, 51, 65]"
46,ISFP-A,Adventurer,"[1, 46, 21, 49, 58]"
47,INFP-A,Mediator,"[3, 53, 24, 49, 65]"
48,ISFP-A,Adventurer,"[0, 35, 24, 44, 64]"
49,ISFJ-A,Defender,"[1, 41, 19, 54, 64]"
50,ISFP-A,Adventurer,"[12, 39, 24, 49, 56]"
51,ISFP-A,Adventurer,"[11, 41, 19, 47, 61]"
52,ISFP-A,Adventurer,"[4, 45, 21, 49, 56]"
53,ISFJ-A,Defender,"[8, 41, 24, 56, 69]"
54,ISFP-A,Adventurer,"[6, 39, 26, 49, 61]"
55,ISFP-A,Adventurer,"[8, 45, 17, 49, 54]"
56,ISFJ-A,Defender,"[10, 43, 19, 51, 57]"
57,ISFJ-A,Defender,"[8, 39, 19, 53, 60]"
58,ISFP-A,Adventurer,"[8, 39, 15, 47, 63]"
59,ISFP-A,Adventurer,"[6, 43, 21, 42, 68]"
60,ISFJ-A,Defender,"[7, 38, 19, 54, 61]"
61,INFJ-A,Advocate,"[8, 56, 19, 54, 65]"
62,ISFJ-A,Defender,"[1, 42, 19, 61, 60]"
63,ISFP-A,Adventurer,"[1, 41, 22, 49, 60]"
