EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,EXT9,AGR9,CSN9,EST9,OPN9,EXT10,AGR10,CSN10,EST10,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score,EXT_position,EST_position,AGR_position,CSN_position,OPN_position,EXT_high_or_low,EST_high_or_low,AGR_high_or_low,CSN_high_or_low,OPN_high_or_low
1,5,2,5,2,1,1,2,2,5,1,5,1,1,2,1,1,2,2,1,1,5,2,5,5,2,1,5,5,1,2,5,1,2,1,1,1,5,5,,2,1,1,5,2,5,1,5,5,2,-3.0,-29.0,-14.0,-2.0,,19.23934914477008,8.820583429606408,81.3442971376119,88.29861100851832,,low,low,high,high,low
2,5,5,5,1,1,1,2,2,5,1,5,1,1,5,1,1,3,2,1,1,5,2,5,2,1,1,4,5,1,1,5,1,5,2,2,1,5,5,,2,1,1,5,2,2,1,5,5,2,0.0,-32.0,-14.0,1.0,,0.3554470862498411,46.41711503819899,81.3442971376119,62.72533070170514,,low,low,high,high,low
2,5,2,5,1,1,1,2,2,2,1,5,1,2,2,1,1,2,2,1,1,5,2,5,5,2,1,5,5,1,2,5,1,5,2,1,1,5,5,,2,1,1,5,2,5,1,5,5,2,-2.0,-33.0,-14.0,-2.0,,17.408831121761065,10.931204393400838,81.3442971376119,88.29861100851832,,low,low,high,high,low
2,5,5,5,2,1,1,5,2,2,1,5,1,1,5,1,1,2,2,1,1,5,2,5,5,5,1,5,5,1,2,5,1,5,1,1,1,5,5,,2,1,1,5,2,2,1,5,5,2,-2.0,-32.0,-14.0,-2.0,,17.408831121761065,46.41711503819899,81.3442971376119,88.29861100851832,,low,low,high,high,low
2,5,2,5,2,1,1,2,2,5,1,5,1,1,2,1,1,2,2,1,1,5,2,2,2,2,1,2,5,1,2,5,1,5,1,2,1,5,5,,2,1,1,5,2,5,1,5,5,2,-3.0,-29.0,-14.0,1.0,,19.23934914477008,8.820583429606408,81.3442971376119,62.72533070170514,,low,low,high,high,low
2,5,5,2,2,1,1,2,2,5,1,5,1,1,5,1,1,2,2,1,1,5,2,2,2,2,1,4,5,1,2,5,1,2,1,1,1,5,5,,2,1,1,5,2,5,1,5,5,2,-2.0,-23.0,-14.0,2.0,,17.408831121761065,35.775960982566446,81.3442971376119,16.971441121751216,,low,low,high,low,low
2,5,5,5,2,1,1,2,2,2,1,5,1,2,2,1,1,2,2,1,1,5,2,5,2,2,1,5,5,1,2,5,1,5,2,1,1,5,5,,1,1,1,5,2,5,1,5,5,2,-3.0,-33.0,-14.0,1.0,,19.23934914477008,10.931204393400838,81.3442971376119,62.72533070170514,,low,low,high,high,low
2,5,2,5,2,1,1,2,2,5,1,5,1,2,5,1,1,5,2,1,1,5,2,5,5,2,1,5,5,1,2,5,1,5,2,2,1,5,5,,2,1,1,5,2,5,1,5,5,2,-3.0,-33.0,-14.0,-5.0,,19.23934914477008,10.931204393400838,81.3442971376119,54.576639769299184,,low,low,high,high,low
2,5,5,2,2,1,1,5,2,5,1,5,1,1,5,1,1,2,2,1,1,5,2,5,2,2,1,5,5,1,2,5,1,2,1,1,1,5,5,,2,1,1,5,2,5,1,5,5,2,-2.0,-26.0,-14.0,-2.0,,17.408831121761065,41.11702373882272,81.3442971376119,88.29861100851832,,low,low,high,high,low
2,5,5,5,2,1,1,2,2,5,1,5,1,1,5,1,1,3,2,1,1,5,2,5,2,2,1,5,5,1,2,5,1,2,1,1,1,5,5,,1,1,1,5,2,5,1,5,5,2,-3.0,-29.0,-14.0,0.0,,19.23934914477008,8.820583429606408,81.3442971376119,75.94729258446176,,low,low,high,high,low
