EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,EXT9,AGR9,CSN9,EST9,OPN9,EXT10,AGR10,CSN10,EST10,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score,EXT_position,EST_position,AGR_position,CSN_position,OPN_position,EXT_high_or_low,EST_high_or_low,AGR_high_or_low,CSN_high_or_low,OPN_high_or_low
2,5,2,5,1,1,2,5,5,5,3,1.0,1,5,1,1,2,2,2,5,1,2,5,2,1,5,3,5,2,2,5,2,1,2,2,2,5,5,2,1.0,1,2,1,2,1,5,3,5,5,1,-2.0,-18.0,7.0,-2.0,-4.0,17.408831121761065,26.384928807169217,72.65224195615069,88.29861100851832,13.372847151843567,low,low,high,high,low
2,5,5,5,1,1,1,2,2,5,2,1.0,1,5,1,1,2,2,5,5,1,2,5,5,1,2,3,5,2,5,2,2,1,2,2,2,4,5,5,1.0,1,5,1,2,1,2,5,2,5,1,0.0,-24.0,10.0,1.0,-7.0,0.3554470862498411,55.88683998774796,63.54239610140829,62.72533070170514,80.26426589687603,low,high,high,high,high
2,5,2,2,1,1,2,2,5,5,5,2.0,1,5,1,1,3,2,2,5,1,4,5,5,1,5,2,3,5,1,2,2,1,2,1,2,5,5,5,,1,2,1,2,1,5,3,2,5,1,-3.0,-24.0,4.0,0.0,,19.23934914477008,55.88683998774796,16.684345456354073,75.94729258446176,,low,high,low,high,low
2,5,2,2,1,1,1,2,5,5,2,1.0,1,5,1,1,2,2,2,5,1,2,5,4,1,5,5,5,5,2,2,2,1,2,2,2,5,5,5,1.0,1,3,1,2,1,5,2,5,5,1,-6.0,-23.0,8.0,1.0,-4.0,90.69622914863086,35.775960982566446,70.24063836681471,62.72533070170514,13.372847151843567,high,low,high,high,low
2,5,2,5,1,1,2,2,5,5,2,1.0,1,5,1,1,3,3,2,5,1,2,5,4,1,2,5,5,2,1,2,2,1,2,1,2,5,2,2,1.0,1,2,1,2,1,5,3,2,5,1,-3.0,-20.0,10.0,0.0,-4.0,19.23934914477008,96.961119466268,63.54239610140829,75.94729258446176,13.372847151843567,low,high,high,high,low
2,5,2,5,1,1,2,5,5,2,2,,1,5,1,1,2,2,2,5,1,2,2,2,1,5,3,5,2,1,2,2,1,2,2,3,4,5,5,1.0,2,3,1,2,1,5,5,2,5,1,-6.0,-21.0,,-8.0,0.0,90.69622914863086,98.45903986936408,,22.994146794032744,24.09899728268631,high,high,low,low,low
2,5,2,5,1,1,1,2,3,5,2,1.0,1,2,1,1,2,2,2,5,1,2,5,2,1,5,2,4,5,2,2,2,1,2,1,2,5,5,2,1.0,1,2,1,2,1,5,5,2,5,1,-6.0,-20.0,7.0,-1.0,-5.0,90.69622914863086,96.961119466268,72.65224195615069,22.402818363485764,67.9811019155141,high,high,high,low,high
2,5,5,5,1,1,1,2,5,5,3,2.0,1,5,1,1,2,2,2,5,1,2,2,5,1,5,2,5,5,2,2,2,1,2,2,3,5,2,5,1.0,1,5,1,2,1,5,2,5,5,1,-6.0,-27.0,6.0,4.0,-4.0,90.69622914863086,30.98663404708369,29.734837852504725,55.48786072856311,13.372847151843567,high,low,low,high,low
2,5,2,5,1,1,2,2,3,5,2,1.0,1,5,1,1,2,5,2,5,1,2,5,5,1,5,3,5,5,2,2,2,1,2,2,2,4,2,5,1.0,2,5,1,2,1,5,2,2,5,1,-5.0,-29.0,8.0,-2.0,-4.0,39.38105523169063,8.820583429606408,70.24063836681471,88.29861100851832,13.372847151843567,low,low,high,high,low
2,5,2,5,1,1,2,2,3,5,2,1.0,1,5,1,1,2,2,5,5,1,2,2,2,1,5,2,5,5,5,2,2,1,2,1,3,5,2,5,1.0,1,2,1,2,1,2,2,5,5,1,-4.0,-23.0,5.0,1.0,-8.0,37.74308335820182,35.775960982566446,84.55011666031412,62.72533070170514,86.42928828836814,low,low,high,high,high
