Cycle,Code,Role,Values
1,ENTP-A,Debater,"[67, 54, 86, 26, 71]"
2,ENTP-A,Debater,"[65, 57, 82, 18, 67]"
3,ENTP-A,Debater,"[67, 51, 64, 24, 75]"
4,ESTP-A,Entrepreneur,"[64, 48, 75, 22, 69]"
5,ENTP-A,Debater,"[64, 54, 71, 28, 74]"
6,ENTP-A,Debater,"[63, 53, 85, 25, 61]"
7,ENTP-A,Debater,"[58, 53, 82, 29, 75]"
8,ENTP-A,Debater,"[67, 59, 75, 17, 75]"
9,ENTP-A,Debater,"[67, 57, 72, 28, 76]"
10,ESTP-A,Entrepreneur,"[67, 43, 76, 22, 61]"
11,ENTP-A,Debater,"[71, 51, 83, 24, 64]"
12,ENTP-A,Debater,"[60, 59, 79, 25, 61]"
13,ENTP-A,Debater,"[68, 51, 88, 17, 64]"
14,ENTP-A,Debater,"[71, 60, 82, 17, 71]"
15,ENTP-A,Debater,"[68, 54, 82, 11, 67]"
16,ENTP-A,Debater,"[63, 59, 71, 25, 69]"
17,ENTP-A,Debater,"[69, 51, 78, 25, 65]"
18,ENTP-A,Debater,"[57, 54, 88, 19, 69]"
19,ESTP-A,Entrepreneur,"[67, 45, 93, 17, 78]"
20,ENTP-A,Debater,"[65, 52, 81, 26, 67]"
21,ENTP-A,Debater,"[68, 56, 81, 28, 75]"
22,ENTP-A,Debater,"[65, 52, 76, 29, 75]"
23,ENTP-A,Debater,"[61, 53, 82, 24, 67]"
24,ENTP-A,Debater,"[65, 61, 82, 31, 82]"
25,ENTP-A,Debater,"[58, 57, 83, 29, 78]"
26,ENTP-A,Debater,"[61, 54, 79, 33, 67]"
27,ENTP-A,Debater,"[67, 53, 85, 14, 69]"
28,ENTP-A,Debater,"[69, 53, 76, 22, 65]"
29,ESTP-A,Entrepreneur,"[60, 43, 89, 21, 78]"
30,ESTP-A,Entrepreneur,"[69, 45, 76, 17, 68]"
31,ESTP-A,Entrepreneur,"[65, 46, 79, 26, 68]"
32,ENTP-A,Debater,"[68, 53, 64, 24, 79]"
33,ENTP-A,Debater,"[63, 52, 76, 18, 72]"
34,ESTP-A,Entrepreneur,"[63, 46, 75, 17, 76]"
35,ESTP-A,Entrepreneur,"[64, 48, 67, 22, 67]"
36,ENTP-A,Debater,"[60, 53, 69, 24, 75]"
37,ESTP-A,Entrepreneur,"[65, 45, 75, 31, 68]"
38,ESTP-A,Entrepreneur,"[68, 47, 74, 19, 64]"
39,ESTP-A,Entrepreneur,"[65, 48, 78, 26, 69]"
40,ENTP-A,Debater,"[65, 53, 83, 26, 74]"
41,ESTP-A,Entrepreneur,"[65, 46, 88, 31, 69]"
42,ENTP-A,Debater,"[61, 53, 85, 18, 72]"
43,ENTP-A,Debater,"[69, 54, 76, 18, 71]"
44,ENTP-A,Debater,"[69, 56, 88, 21, 65]"
45,ENTP-A,Debater,"[69, 54, 89, 22, 71]"
46,ENTP-A,Debater,"[69, 52, 69, 31, 75]"
47,ESTP-A,Entrepreneur,"[65, 46, 86, 21, 74]"
48,ENTP-A,Debater,"[68, 54, 76, 37, 72]"
49,ENTP-A,Debater,"[56, 53, 79, 29, 69]"
50,ENTP-A,Debater,"[71, 56, 86, 25, 78]"
51,ENTP-A,Debater,"[63, 57, 78, 19, 74]"
52,ENTP-A,Debater,"[68, 51, 75, 18, 74]"
53,ESTP-A,Entrepreneur,"[60, 38, 79, 19, 72]"
54,ENTP-A,Debater,"[71, 53, 81, 12, 78]"
55,ENTP-A,Debater,"[63, 54, 81, 29, 75]"
56,ESTP-A,Entrepreneur,"[67, 45, 75, 32, 67]"
57,ENTP-A,Debater,"[64, 53, 86, 32, 71]"
58,ESTP-A,Entrepreneur,"[63, 48, 79, 28, 65]"
59,ENTP-A,Debater,"[68, 52, 85, 22, 67]"
60,ENTP-A,Debater,"[71, 57, 78, 12, 75]"
61,ENTP-A,Debater,"[64, 53, 86, 24, 72]"
62,ESTP-A,Entrepreneur,"[58, 46, 83, 28, 68]"
63,ENTP-A,Debater,"[68, 54, 75, 26, 64]"
64,ENTP-A,Debater,"[63, 51, 83, 25, 72]"
65,ESTP-A,Entrepreneur,"[61, 45, 71, 19, 68]"
66,ENTP-A,Debater,"[68, 53, 75, 22, 74]"
67,ENTP-A,Debater,"[65, 56, 71, 22, 67]"
68,ENTP-A,Debater,"[63, 52, 92, 28, 69]"
69,ENTP-A,Debater,"[64, 52, 83, 24, 75]"
70,ESTP-A,Entrepreneur,"[63, 46, 78, 29, 72]"
71,ENTP-A,Debater,"[63, 56, 79, 17, 63]"
72,ENTP-A,Debater,"[65, 60, 75, 28, 68]"
73,ENTP-A,Debater,"[61, 64, 75, 17, 68]"
74,ESTP-A,Entrepreneur,"[69, 45, 82, 21, 68]"
75,ENTP-A,Debater,"[61, 56, 83, 14, 71]"
76,ENTP-A,Debater,"[61, 52, 71, 31, 61]"
77,ENTP-A,Debater,"[69, 56, 82, 31, 72]"
78,ENTP-A,Debater,"[65, 53, 82, 22, 74]"
79,ENTP-A,Debater,"[71, 52, 78, 28, 85]"
80,ENTP-A,Debater,"[63, 56, 78, 32, 81]"
81,ENTP-A,Debater,"[64, 57, 75, 24, 68]"
82,ESTP-A,Entrepreneur,"[67, 48, 78, 18, 71]"
83,ENTP-A,Debater,"[57, 59, 75, 32, 78]"
84,ENTP-A,Debater,"[64, 56, 83, 28, 72]"
85,ENTP-A,Debater,"[68, 56, 76, 15, 74]"
86,ESTP-A,Entrepreneur,"[64, 46, 83, 24, 72]"
87,ENTP-A,Debater,"[65, 53, 90, 24, 64]"
88,ENTP-A,Debater,"[67, 59, 81, 24, 68]"
89,ESTP-A,Entrepreneur,"[61, 48, 79, 28, 64]"
90,ENTP-A,Debater,"[64, 59, 81, 26, 76]"
91,ESTP-A,Entrepreneur,"[61, 48, 83, 22, 71]"
92,ENTP-A,Debater,"[68, 53, 78, 28, 71]"
93,ENTP-A,Debater,"[57, 56, 83, 26, 74]"
94,ENTP-A,Debater,"[64, 53, 74, 15, 72]"
95,ESTP-A,Entrepreneur,"[67, 48, 69, 22, 69]"
96,ESTP-A,Entrepreneur,"[65, 48, 86, 24, 76]"
97,ENTP-A,Debater,"[61, 59, 81, 22, 79]"
98,ESTP-A,Entrepreneur,"[57, 47, 65, 26, 68]"
99,ENTP-A,Debater,"[68, 52, 85, 25, 69]"
100,ENTP-A,Debater,"[58, 52, 82, 32, 75]"
