Cycle,Code,Role,Values
1,ESTP-A,Entrepreneur,"[67, 25, 83, 28, 79]"
2,ESTP-A,Entrepreneur,"[69, 24, 88, 33, 78]"
3,ESTP-A,Entrepreneur,"[65, 29, 89, 21, 71]"
4,ESTP-A,Entrepreneur,"[65, 25, 82, 28, 79]"
5,ESTP-A,Entrepreneur,"[68, 20, 86, 24, 81]"
6,ESTP-A,Entrepreneur,"[58, 24, 89, 36, 82]"
7,ESTP-A,Entrepreneur,"[57, 24, 93, 40, 76]"
8,ESTP-A,Entrepreneur,"[57, 25, 86, 26, 81]"
9,ESTP-A,Entrepreneur,"[63, 32, 89, 21, 81]"
10,ESTP-A,Entrepreneur,"[65, 22, 89, 29, 79]"
11,ESTP-A,Entrepreneur,"[58, 22, 81, 21, 68]"
12,ESTP-A,Entrepreneur,"[74, 20, 88, 22, 83]"
13,ESTP-A,Entrepreneur,"[58, 17, 93, 25, 82]"
14,ESTP-A,Entrepreneur,"[61, 22, 89, 32, 78]"
15,ESTP-A,Entrepreneur,"[64, 28, 88, 26, 78]"
16,ESTP-A,Entrepreneur,"[64, 17, 94, 29, 75]"
17,ESTP-A,Entrepreneur,"[61, 25, 79, 36, 78]"
18,ESTP-A,Entrepreneur,"[65, 18, 86, 43, 78]"
19,ESTP-A,Entrepreneur,"[61, 24, 92, 33, 75]"
20,ESTP-A,Entrepreneur,"[64, 20, 88, 25, 82]"
21,ESTP-A,Entrepreneur,"[64, 20, 88, 28, 72]"
22,ESTP-A,Entrepreneur,"[65, 25, 83, 28, 82]"
23,ESTP-A,Entrepreneur,"[58, 28, 86, 22, 82]"
24,ESTP-A,Entrepreneur,"[68, 24, 88, 32, 78]"
25,ESTP-A,Entrepreneur,"[60, 16, 85, 29, 79]"
26,ESTP-A,Entrepreneur,"[54, 16, 85, 29, 82]"
27,ESTP-A,Entrepreneur,"[63, 24, 79, 24, 83]"
28,ESTP-A,Entrepreneur,"[63, 16, 88, 18, 81]"
29,ESTP-A,Entrepreneur,"[63, 35, 89, 29, 75]"
30,ESTP-A,Entrepreneur,"[67, 29, 83, 29, 78]"
31,ESTP-A,Entrepreneur,"[65, 28, 92, 37, 79]"
32,ESTP-A,Entrepreneur,"[64, 24, 90, 31, 79]"
33,ESTP-A,Entrepreneur,"[76, 24, 85, 19, 76]"
34,ESTP-A,Entrepreneur,"[64, 27, 85, 26, 78]"
35,ESTP-A,Entrepreneur,"[67, 17, 82, 32, 74]"
36,ESTP-A,Entrepreneur,"[72, 11, 88, 25, 68]"
37,ESTP-A,Entrepreneur,"[56, 20, 94, 40, 83]"
38,ESTP-A,Entrepreneur,"[69, 21, 85, 25, 81]"
39,ESTP-A,Entrepreneur,"[68, 20, 90, 25, 75]"
40,ESTP-A,Entrepreneur,"[63, 21, 82, 24, 79]"
41,ESTP-A,Entrepreneur,"[64, 29, 86, 37, 78]"
42,ESTP-A,Entrepreneur,"[68, 18, 89, 32, 76]"
43,ESTP-A,Entrepreneur,"[69, 25, 92, 15, 76]"
44,ESTP-A,Entrepreneur,"[68, 17, 90, 33, 78]"
45,ESTP-A,Entrepreneur,"[67, 16, 88, 24, 82]"
46,ESTP-A,Entrepreneur,"[65, 25, 90, 22, 75]"
47,ESTP-A,Entrepreneur,"[63, 24, 93, 19, 78]"
48,ESTP-A,Entrepreneur,"[69, 18, 86, 22, 79]"
49,ESTP-A,Entrepreneur,"[63, 20, 88, 31, 81]"
50,ESTP-A,Entrepreneur,"[67, 24, 90, 24, 83]"
51,ESTP-A,Entrepreneur,"[65, 21, 81, 29, 81]"
52,ESTP-A,Entrepreneur,"[61, 20, 86, 25, 79]"
53,ESTP-A,Entrepreneur,"[60, 25, 94, 32, 78]"
54,ESTP-A,Entrepreneur,"[63, 25, 83, 25, 78]"
55,ESTP-A,Entrepreneur,"[65, 27, 90, 19, 79]"
56,ESTP-A,Entrepreneur,"[67, 20, 83, 29, 78]"
57,ESTP-A,Entrepreneur,"[69, 24, 86, 25, 78]"
58,ESTP-A,Entrepreneur,"[63, 27, 88, 25, 76]"
59,ESTP-A,Entrepreneur,"[61, 27, 82, 18, 85]"
60,ESTP-A,Entrepreneur,"[64, 24, 88, 26, 85]"
61,ESTP-A,Entrepreneur,"[60, 31, 85, 29, 85]"
62,ESTP-A,Entrepreneur,"[67, 11, 85, 25, 90]"
63,ESTP-A,Entrepreneur,"[68, 17, 83, 22, 82]"
64,ESTP-A,Entrepreneur,"[61, 22, 86, 24, 83]"
65,ESTP-A,Entrepreneur,"[74, 14, 90, 25, 74]"
66,ESTP-A,Entrepreneur,"[65, 18, 74, 26, 76]"
67,ESTP-A,Entrepreneur,"[63, 29, 85, 26, 82]"
68,ESTP-A,Entrepreneur,"[60, 28, 79, 32, 89]"
69,ESTP-A,Entrepreneur,"[74, 20, 86, 33, 81]"
70,ESTP-A,Entrepreneur,"[58, 24, 86, 33, 78]"
71,ESTP-A,Entrepreneur,"[67, 24, 88, 29, 79]"
72,ESTP-A,Entrepreneur,"[67, 27, 83, 31, 79]"
73,ESTP-A,Entrepreneur,"[69, 24, 85, 29, 76]"
74,ESTP-A,Entrepreneur,"[68, 20, 83, 29, 82]"
75,ESTP-A,Entrepreneur,"[74, 25, 86, 25, 83]"
76,ESTP-A,Entrepreneur,"[58, 18, 88, 25, 76]"
77,ESTP-A,Entrepreneur,"[75, 17, 92, 19, 78]"
78,ESTP-A,Entrepreneur,"[67, 24, 88, 31, 83]"
79,ESTP-A,Entrepreneur,"[64, 14, 90, 25, 75]"
80,ESTP-A,Entrepreneur,"[68, 18, 88, 25, 75]"
81,ESTP-A,Entrepreneur,"[67, 21, 85, 31, 83]"
82,ESTP-A,Entrepreneur,"[63, 20, 83, 35, 81]"
83,ESTP-A,Entrepreneur,"[54, 21, 85, 42, 79]"
84,ESTP-A,Entrepreneur,"[64, 22, 93, 36, 79]"
85,ESTP-A,Entrepreneur,"[60, 27, 83, 33, 76]"
86,ESTP-A,Entrepreneur,"[72, 24, 82, 37, 82]"
87,ESTP-A,Entrepreneur,"[67, 13, 85, 19, 78]"
88,ESTP-A,Entrepreneur,"[64, 16, 82, 36, 76]"
89,ESTP-A,Entrepreneur,"[65, 20, 89, 31, 79]"
90,ESTP-A,Entrepreneur,"[60, 22, 92, 32, 81]"
91,ESTP-A,Entrepreneur,"[61, 20, 83, 25, 83]"
92,ESTP-A,Entrepreneur,"[58, 14, 90, 24, 85]"
93,ESTP-A,Entrepreneur,"[63, 20, 88, 25, 85]"
94,ESTP-A,Entrepreneur,"[64, 17, 83, 25, 83]"
95,ESTP-A,Entrepreneur,"[64, 21, 86, 40, 86]"
96,ESTP-A,Entrepreneur,"[63, 24, 81, 22, 82]"
97,ESTP-A,Entrepreneur,"[69, 18, 79, 37, 81]"
98,ESTP-A,Entrepreneur,"[58, 29, 79, 25, 81]"
99,ESTP-A,Entrepreneur,"[71, 24, 89, 28, 76]"
100,ESTP-A,Entrepreneur,"[65, 21, 86, 26, 76]"
