Cycle,Code,Role,Values
1,ENTP-A,Debater,"[64, 54, 88, 21, 74]"
2,ESTP-A,Entrepreneur,"[60, 46, 83, 14, 71]"
3,ENTP-A,Debater,"[63, 51, 81, 11, 64]"
4,ESTP-A,Entrepreneur,"[54, 47, 83, 11, 75]"
5,ESTP-A,Entrepreneur,"[64, 47, 83, 17, 75]"
6,ENTP-A,Debater,"[72, 56, 82, 15, 74]"
7,ESTP-A,Entrepreneur,"[65, 47, 85, 8, 69]"
8,ENTP-A,Debater,"[64, 53, 88, 14, 79]"
9,ESTP-A,Entrepreneur,"[69, 43, 89, 17, 74]"
10,ESTP-A,Entrepreneur,"[63, 47, 82, 15, 71]"
11,ESTP-A,Entrepreneur,"[63, 42, 85, 8, 74]"
12,ESTP-A,Entrepreneur,"[68, 46, 82, 12, 69]"
13,ESTP-A,Entrepreneur,"[72, 41, 88, 15, 71]"
14,ENTP-A,Debater,"[65, 59, 86, 19, 75]"
15,ENTP-A,Debater,"[60, 53, 74, 10, 68]"
16,ESTP-A,Entrepreneur,"[64, 47, 90, 10, 68]"
17,ENTP-A,Debater,"[61, 52, 81, 15, 71]"
18,ESTP-A,Entrepreneur,"[64, 41, 86, 8, 75]"
19,ENTP-A,Debater,"[64, 53, 92, 14, 69]"
20,ENTP-A,Debater,"[72, 60, 81, 7, 68]"
21,ENTP-A,Debater,"[64, 59, 82, 14, 72]"
22,ESTP-A,Entrepreneur,"[61, 48, 85, 3, 71]"
23,ENTP-A,Debater,"[68, 51, 71, 12, 75]"
24,ESTP-A,Entrepreneur,"[63, 46, 83, 10, 72]"
25,ESTP-A,Entrepreneur,"[65, 47, 75, 11, 69]"
26,ESTP-A,Entrepreneur,"[58, 43, 92, 15, 76]"
27,ESTP-A,Entrepreneur,"[60, 46, 86, 18, 78]"
28,ESTP-A,Entrepreneur,"[61, 47, 94, 6, 68]"
29,ENTP-A,Debater,"[65, 54, 85, 15, 78]"
30,ENTP-A,Debater,"[61, 51, 94, 11, 75]"
31,ENTP-A,Debater,"[65, 54, 86, 17, 71]"
32,ENTP-A,Debater,"[68, 52, 83, 19, 79]"
33,ESTP-A,Entrepreneur,"[69, 46, 78, 19, 74]"
34,ENTP-A,Debater,"[58, 54, 92, 18, 75]"
35,ESTP-A,Entrepreneur,"[61, 48, 89, 18, 75]"
36,ENTP-A,Debater,"[61, 52, 83, 10, 75]"
37,ENTP-A,Debater,"[58, 51, 83, 18, 72]"
38,ESTP-A,Entrepreneur,"[65, 46, 82, 18, 67]"
39,ENTP-A,Debater,"[67, 60, 82, 12, 68]"
40,ESTP-A,Entrepreneur,"[57, 47, 86, 19, 82]"
41,ENTP-A,Debater,"[68, 57, 78, 14, 75]"
42,ESTP-A,Entrepreneur,"[64, 46, 81, 15, 67]"
43,ENTP-A,Debater,"[65, 51, 88, 10, 71]"
44,ENTP-A,Debater,"[60, 54, 82, 15, 76]"
45,ESTP-A,Entrepreneur,"[69, 46, 90, 7, 71]"
46,ENTP-A,Debater,"[67, 54, 78, 10, 71]"
47,ENTP-A,Debater,"[61, 51, 90, 11, 68]"
48,ENTP-A,Debater,"[58, 54, 78, 11, 72]"
49,ESTP-A,Entrepreneur,"[65, 48, 82, 7, 71]"
50,ESTP-A,Entrepreneur,"[61, 42, 88, 11, 72]"
51,ESTP-A,Entrepreneur,"[61, 48, 88, 17, 67]"
52,ESTP-A,Entrepreneur,"[61, 48, 83, 15, 76]"
53,ESTP-A,Entrepreneur,"[58, 48, 88, 17, 64]"
54,ENTP-A,Debater,"[72, 53, 78, 15, 60]"
55,ESTP-A,Entrepreneur,"[67, 38, 88, 17, 75]"
56,ENTP-A,Debater,"[69, 52, 81, 21, 72]"
57,ESTP-A,Entrepreneur,"[69, 48, 83, 6, 65]"
58,ENTP-A,Debater,"[60, 53, 88, 12, 68]"
59,ESTP-A,Entrepreneur,"[60, 42, 81, 14, 71]"
60,ESTP-A,Entrepreneur,"[64, 47, 78, 17, 69]"
61,ESTP-A,Entrepreneur,"[60, 42, 85, 15, 68]"
62,ENTP-A,Debater,"[60, 52, 83, 15, 72]"
63,ESTP-A,Entrepreneur,"[64, 42, 86, 10, 69]"
64,ENTP-A,Debater,"[72, 52, 88, 17, 71]"
65,ENTP-A,Debater,"[65, 53, 88, 10, 72]"
66,ESTP-A,Entrepreneur,"[68, 45, 82, 11, 69]"
67,ESTP-A,Entrepreneur,"[64, 47, 93, 7, 76]"
68,ENTP-A,Debater,"[64, 63, 86, 14, 63]"
69,ESTP-A,Entrepreneur,"[69, 46, 88, 12, 74]"
70,ENTP-A,Debater,"[65, 54, 89, 21, 72]"
71,ENTP-A,Debater,"[63, 56, 86, 21, 68]"
72,ENTP-A,Debater,"[60, 63, 92, 10, 68]"
73,ENTP-A,Debater,"[64, 54, 86, 19, 76]"
74,ENTP-A,Debater,"[64, 51, 88, 17, 76]"
75,ENTP-A,Debater,"[60, 51, 86, 14, 76]"
76,ENTP-A,Debater,"[57, 51, 71, 6, 67]"
77,ESTP-A,Entrepreneur,"[60, 46, 72, 10, 68]"
78,ESTP-A,Entrepreneur,"[68, 47, 85, 11, 82]"
79,ENTP-A,Debater,"[65, 53, 86, 15, 67]"
80,ESTP-A,Entrepreneur,"[60, 46, 90, 12, 64]"
81,ESTP-A,Entrepreneur,"[61, 48, 88, 11, 69]"
82,ESTP-A,Entrepreneur,"[57, 41, 85, 17, 72]"
83,ENTP-A,Debater,"[65, 59, 89, 15, 65]"
84,ENTP-A,Debater,"[63, 51, 78, 14, 79]"
85,ENTP-A,Debater,"[63, 57, 86, 7, 74]"
86,ESTP-A,Entrepreneur,"[64, 45, 78, 14, 69]"
87,ESTP-A,Entrepreneur,"[68, 47, 81, 11, 69]"
88,ENTP-A,Debater,"[64, 51, 90, 18, 76]"
89,ESTP-A,Entrepreneur,"[63, 48, 83, 11, 76]"
90,ENTP-A,Debater,"[61, 60, 76, 14, 68]"
91,ENTP-A,Debater,"[64, 52, 81, 11, 69]"
92,ENTP-A,Debater,"[63, 54, 82, 12, 74]"
93,ESTP-A,Entrepreneur,"[65, 48, 85, 8, 72]"
94,ENTP-A,Debater,"[68, 51, 81, 24, 69]"
95,ENTP-A,Debater,"[67, 56, 78, 14, 72]"
96,ENTP-A,Debater,"[61, 51, 82, 10, 76]"
97,ENTP-A,Debater,"[61, 52, 89, 11, 75]"
98,ENTP-A,Debater,"[67, 52, 83, 15, 72]"
99,ESTP-A,Entrepreneur,"[68, 46, 83, 12, 71]"
100,ENTP-A,Debater,"[65, 53, 86, 10, 64]"
