Cycle,Code,Role,Values
1,ENFP-A,Campaigner,"[58, 59, 35, 10, 53]"
2,ENFP-A,Campaigner,"[54, 56, 33, 8, 58]"
3,ENFP-A,Campaigner,"[60, 53, 32, 6, 53]"
4,ESFP-A,Entertainer,"[61, 48, 39, 12, 63]"
5,ENFP-A,Campaigner,"[64, 53, 43, 4, 58]"
6,ENFP-A,Campaigner,"[67, 54, 36, 15, 60]"
7,ENFP-A,Campaigner,"[54, 54, 43, 8, 61]"
8,ESFP-A,Entertainer,"[67, 46, 37, 1, 60]"
9,ENFP-A,Campaigner,"[57, 52, 33, 8, 61]"
10,ESFP-A,Entertainer,"[57, 48, 44, 14, 63]"
11,ENFP-A,Campaigner,"[54, 60, 43, 10, 61]"
12,ENFP-A,Campaigner,"[63, 61, 33, 15, 71]"
13,ENFP-A,Campaigner,"[51, 53, 40, 15, 64]"
14,ESFP-A,Entertainer,"[57, 48, 40, 6, 69]"
15,ENFP-A,Campaigner,"[57, 51, 36, 8, 76]"
16,ENFP-A,Campaigner,"[58, 54, 35, 14, 58]"
17,ENFP-A,Campaigner,"[60, 56, 35, 4, 67]"
18,ESFP-A,Entertainer,"[64, 46, 32, 11, 53]"
19,ENFP-A,Campaigner,"[56, 54, 36, 6, 58]"
20,ESFP-A,Entertainer,"[61, 47, 36, 6, 57]"
21,ESFP-A,Entertainer,"[64, 48, 37, 3, 63]"
22,ESFP-A,Entertainer,"[60, 48, 43, 3, 65]"
23,ENFP-T,Campaigner,"[57, 51, 35, 10, 49]"
24,ENFP-A,Campaigner,"[61, 53, 36, 4, 56]"
25,ENFP-A,Campaigner,"[58, 52, 32, 8, 65]"
26,ENFP-A,Campaigner,"[65, 51, 39, 4, 57]"
27,ENFP-T,Campaigner,"[61, 52, 32, 10, 49]"
28,ENFP-A,Campaigner,"[61, 53, 32, 6, 60]"
29,ESFP-A,Entertainer,"[63, 41, 37, 10, 57]"
30,ENFP-A,Campaigner,"[61, 54, 33, 10, 67]"
31,ENFP-A,Campaigner,"[61, 66, 39, 4, 56]"
32,ESFP-T,Entertainer,"[61, 45, 42, 11, 49]"
33,ENFP-A,Campaigner,"[64, 51, 37, 11, 65]"
34,ENFP-A,Campaigner,"[58, 52, 36, 7, 53]"
35,ENFP-A,Campaigner,"[67, 52, 35, 19, 51]"
36,ENFP-A,Campaigner,"[67, 59, 40, 15, 63]"
37,ENFP-A,Campaigner,"[57, 54, 40, 14, 54]"
38,ENFP-A,Campaigner,"[61, 53, 37, 11, 60]"
39,ENFP-A,Campaigner,"[63, 60, 42, 11, 58]"
40,ENFP-A,Campaigner,"[64, 52, 40, 12, 64]"
41,ENFP-A,Campaigner,"[60, 59, 37, 7, 54]"
42,ENFP-A,Campaigner,"[72, 56, 37, 3, 57]"
43,ESFP-A,Entertainer,"[61, 48, 32, 19, 58]"
44,ENFP-A,Campaigner,"[54, 54, 36, 4, 58]"
45,ENFP-A,Campaigner,"[65, 59, 40, 17, 57]"
46,ENFP-A,Campaigner,"[63, 56, 40, 4, 63]"
47,ENFP-A,Campaigner,"[57, 57, 39, 10, 60]"
48,ENFP-A,Campaigner,"[63, 56, 43, 15, 61]"
49,ESFP-A,Entertainer,"[57, 48, 42, 7, 58]"
50,ENFP-A,Campaigner,"[60, 57, 43, 14, 68]"
51,ENFP-A,Campaigner,"[64, 63, 36, 6, 71]"
52,ESFP-A,Entertainer,"[63, 47, 36, 11, 63]"
53,ENFP-A,Campaigner,"[67, 59, 40, 8, 63]"
54,ENFP-A,Campaigner,"[58, 54, 47, 11, 57]"
55,ENFP-A,Campaigner,"[57, 53, 36, 19, 56]"
56,ENFP-A,Campaigner,"[63, 60, 36, 14, 61]"
57,ENFP-A,Campaigner,"[60, 51, 35, 10, 61]"
58,ENFP-A,Campaigner,"[54, 53, 39, 7, 60]"
59,ENFP-A,Campaigner,"[64, 53, 40, 6, 61]"
60,ENFP-A,Campaigner,"[61, 56, 35, 14, 68]"
61,ESFP-A,Entertainer,"[61, 45, 42, 12, 53]"
62,ESFP-A,Entertainer,"[57, 46, 36, 8, 57]"
63,ESFP-A,Entertainer,"[61, 47, 36, 7, 53]"
64,ESFP-A,Entertainer,"[58, 47, 33, 8, 56]"
65,ENFP-A,Campaigner,"[65, 51, 43, 3, 57]"
66,ENFP-A,Campaigner,"[63, 56, 35, 11, 69]"
67,ENFP-A,Campaigner,"[54, 57, 44, 6, 67]"
68,ESFP-A,Entertainer,"[63, 48, 40, 7, 61]"
69,ESFP-A,Entertainer,"[51, 47, 39, 4, 63]"
70,ESFP-A,Entertainer,"[58, 46, 37, 6, 60]"
71,ENFP-A,Campaigner,"[64, 53, 42, 4, 58]"
72,ENFP-A,Campaigner,"[58, 53, 40, 3, 61]"
73,ESFP-A,Entertainer,"[68, 48, 31, 4, 68]"
74,ENFP-A,Campaigner,"[67, 53, 40, 8, 63]"
75,ENFP-A,Campaigner,"[60, 51, 36, 12, 65]"
76,ENFP-A,Campaigner,"[64, 52, 35, 19, 63]"
77,ESFP-A,Entertainer,"[65, 43, 40, 15, 54]"
78,ENFP-A,Campaigner,"[57, 51, 47, 7, 57]"
79,ENFP-A,Campaigner,"[63, 59, 35, 4, 65]"
80,ENFP-A,Campaigner,"[63, 51, 39, 10, 68]"
81,ENFP-A,Campaigner,"[61, 54, 31, 10, 56]"
82,ENFP-A,Campaigner,"[67, 53, 33, 4, 61]"
83,ENFP-A,Campaigner,"[58, 59, 39, 10, 61]"
84,ENFP-A,Campaigner,"[67, 53, 39, 12, 60]"
85,ESFP-A,Entertainer,"[53, 46, 39, 10, 56]"
86,ENFP-A,Campaigner,"[56, 51, 37, 6, 54]"
87,ENFP-A,Campaigner,"[64, 53, 33, 1, 56]"
88,ENFP-A,Campaigner,"[57, 51, 40, 6, 54]"
89,ENFP-A,Campaigner,"[68, 52, 33, 11, 61]"
90,ESFP-A,Entertainer,"[58, 47, 33, 11, 68]"
91,ENFP-A,Campaigner,"[67, 53, 39, 4, 63]"
92,ESFP-A,Entertainer,"[60, 48, 40, 10, 68]"
93,ENFP-A,Campaigner,"[65, 56, 36, 6, 60]"
94,ENFP-A,Campaigner,"[58, 54, 40, 4, 61]"
95,ENFP-A,Campaigner,"[57, 56, 40, 4, 51]"
96,ENFP-A,Campaigner,"[56, 53, 40, 12, 51]"
97,ENFP-A,Campaigner,"[65, 54, 35, 17, 53]"
98,ESFP-A,Entertainer,"[61, 48, 33, 6, 54]"
99,ENFP-A,Campaigner,"[68, 56, 35, 11, 61]"
100,ENFP-A,Campaigner,"[61, 54, 37, 10, 58]"
