Cycle,Code,Role,Values
1,INTP-A,Logician,"[36, 59, 60, 8, 53]"
2,INFP-A,Mediator,"[32, 61, 49, 8, 61]"
3,INFP-A,Mediator,"[33, 64, 44, 12, 65]"
4,INFP-A,Mediator,"[26, 56, 43, 8, 67]"
5,ISTP-A,Virtuoso,"[32, 48, 51, 8, 64]"
6,INTP-A,Logician,"[25, 61, 57, 10, 57]"
7,INTP-A,Logician,"[26, 63, 53, 11, 65]"
8,INTP-A,Logician,"[32, 60, 63, 7, 67]"
9,INTP-A,Logician,"[25, 51, 53, 11, 53]"
10,INTP-A,Logician,"[24, 63, 56, 8, 61]"
11,INFP-A,Mediator,"[21, 56, 49, 6, 56]"
12,INTP-A,Logician,"[28, 56, 56, 14, 58]"
13,INTP-A,Logician,"[31, 63, 54, 8, 53]"
14,INTP-A,Logician,"[19, 68, 51, 8, 71]"
15,INFP-A,Mediator,"[36, 64, 47, 12, 61]"
16,INTP-A,Logician,"[19, 53, 60, 11, 67]"
17,INTP-A,Logician,"[31, 61, 51, 12, 56]"
18,INTP-A,Logician,"[24, 53, 53, 1, 63]"
19,INTP-A,Logician,"[28, 67, 64, 12, 60]"
20,INFP-A,Mediator,"[19, 57, 44, 7, 54]"
21,INTP-A,Logician,"[25, 60, 57, 4, 58]"
22,INFP-A,Mediator,"[19, 52, 43, 8, 56]"
23,INFP-A,Mediator,"[33, 63, 46, 12, 71]"
24,INFP-A,Mediator,"[36, 60, 49, 14, 61]"
25,INTP-A,Logician,"[22, 51, 54, 11, 58]"
26,INTP-A,Logician,"[26, 70, 54, 12, 61]"
27,INTP-A,Logician,"[24, 59, 60, 10, 68]"
28,INTP-A,Logician,"[25, 66, 51, 8, 64]"
29,INTP-A,Logician,"[33, 64, 51, 10, 64]"
30,INTP-A,Logician,"[29, 60, 54, 7, 54]"
31,INTP-A,Logician,"[25, 52, 57, 10, 63]"
32,INFP-A,Mediator,"[21, 57, 49, 12, 67]"
33,INFP-A,Mediator,"[24, 63, 47, 4, 61]"
34,INFP-A,Mediator,"[33, 57, 49, 6, 67]"
35,INTP-A,Logician,"[26, 56, 51, 12, 65]"
36,INTP-A,Logician,"[28, 60, 56, 14, 63]"
37,INTP-A,Logician,"[33, 53, 51, 10, 65]"
38,INTP-A,Logician,"[26, 61, 54, 0, 64]"
39,INTP-A,Logician,"[21, 56, 57, 11, 53]"
40,INTP-A,Logician,"[24, 61, 60, 8, 64]"
41,INTP-A,Logician,"[21, 60, 57, 10, 58]"
42,INFP-A,Mediator,"[24, 56, 49, 12, 51]"
43,INFP-A,Mediator,"[28, 53, 47, 6, 57]"
44,INTP-A,Logician,"[25, 52, 60, 11, 67]"
45,INTP-A,Logician,"[26, 70, 57, 10, 64]"
46,INTP-A,Logician,"[33, 52, 60, 11, 63]"
47,INTP-A,Logician,"[28, 51, 61, 8, 58]"
48,INTP-A,Logician,"[21, 64, 54, 6, 57]"
49,INTP-A,Logician,"[33, 54, 51, 3, 68]"
50,INTP-A,Logician,"[35, 71, 56, 10, 61]"
51,INTP-A,Logician,"[29, 67, 53, 12, 60]"
52,INTP-A,Logician,"[25, 66, 53, 1, 56]"
53,ISFP-A,Adventurer,"[25, 48, 49, 6, 65]"
54,INFP-A,Mediator,"[29, 56, 49, 8, 58]"
55,INTP-A,Logician,"[24, 59, 56, 12, 60]"
56,INTP-A,Logician,"[24, 59, 56, 12, 61]"
57,INTP-A,Logician,"[32, 57, 51, 10, 69]"
58,INTP-A,Logician,"[33, 56, 58, 10, 60]"
59,INTP-A,Logician,"[21, 56, 51, 6, 63]"
60,INTP-A,Logician,"[29, 59, 51, 4, 69]"
61,INTP-A,Logician,"[43, 57, 57, 15, 61]"
62,INTP-A,Logician,"[39, 63, 51, 8, 64]"
63,INFP-A,Mediator,"[35, 57, 49, 10, 65]"
64,INTP-A,Logician,"[28, 54, 57, 11, 53]"
65,INTP-A,Logician,"[22, 54, 56, 12, 65]"
66,INFP-A,Mediator,"[22, 66, 42, 12, 51]"
67,INTP-A,Logician,"[25, 56, 54, 6, 63]"
68,INFP-A,Mediator,"[25, 66, 46, 7, 56]"
69,INTP-A,Logician,"[31, 56, 57, 4, 60]"
70,INFP-A,Mediator,"[36, 66, 42, 4, 54]"
71,INTP-A,Logician,"[19, 60, 54, 14, 64]"
72,INFP-A,Mediator,"[21, 59, 43, 10, 71]"
73,ISTP-A,Virtuoso,"[25, 48, 57, 17, 61]"
74,INTP-A,Logician,"[24, 54, 60, 11, 57]"
75,INTP-A,Logician,"[28, 61, 54, 6, 60]"
76,INTP-A,Logician,"[26, 54, 53, 8, 60]"
77,ISFP-A,Adventurer,"[26, 47, 46, 10, 71]"
78,INTP-A,Logician,"[32, 51, 54, 1, 63]"
79,INTP-A,Logician,"[31, 60, 54, 3, 57]"
80,INTP-A,Logician,"[28, 59, 61, 17, 63]"
81,INTP-T,Logician,"[22, 63, 58, 10, 49]"
82,INFP-A,Mediator,"[31, 70, 49, 7, 67]"
83,INFP-A,Mediator,"[21, 52, 43, 7, 56]"
84,INTP-A,Logician,"[17, 60, 57, 10, 65]"
85,INFP-A,Mediator,"[35, 61, 49, 15, 64]"
86,INFP-A,Mediator,"[14, 59, 49, 7, 61]"
87,INFP-A,Mediator,"[31, 56, 46, 6, 65]"
88,INFP-A,Mediator,"[26, 54, 47, 10, 68]"
89,INTP-A,Logician,"[37, 67, 53, 14, 58]"
90,INTP-A,Logician,"[32, 64, 63, 7, 53]"
91,INFP-A,Mediator,"[32, 61, 42, 10, 65]"
92,INFP-A,Mediator,"[31, 59, 49, 6, 71]"
93,INFP-A,Mediator,"[31, 54, 42, 8, 65]"
94,INTP-A,Logician,"[21, 54, 56, 12, 64]"
95,INTP-A,Logician,"[19, 60, 51, 12, 67]"
96,INTP-A,Logician,"[32, 68, 65, 11, 56]"
97,INTP-A,Logician,"[28, 63, 56, 12, 63]"
98,INFP-A,Mediator,"[25, 60, 47, 12, 60]"
99,INTP-A,Logician,"[28, 63, 53, 10, 67]"
100,INTP-A,Logician,"[29, 60, 60, 14, 67]"
