Cycle,Code,Role,Values
1,ESFP-A,Entertainer,"[68, 35, 36, 15, 74]"
2,ESFP-A,Entertainer,"[57, 28, 40, 19, 76]"
3,ESFP-A,Entertainer,"[64, 27, 46, 15, 65]"
4,ESFP-A,Entertainer,"[69, 35, 37, 17, 69]"
5,ESFP-A,Entertainer,"[60, 36, 39, 21, 69]"
6,ESFP-A,Entertainer,"[61, 34, 49, 19, 65]"
7,ESFP-A,Entertainer,"[71, 36, 40, 18, 65]"
8,ESFP-A,Entertainer,"[69, 32, 42, 21, 58]"
9,ESFP-A,Entertainer,"[63, 29, 42, 25, 67]"
10,ESFP-A,Entertainer,"[65, 32, 36, 17, 67]"
11,ESFP-A,Entertainer,"[64, 36, 42, 25, 63]"
12,ESFP-A,Entertainer,"[68, 24, 39, 14, 68]"
13,ESFP-A,Entertainer,"[60, 39, 39, 12, 72]"
14,ESFP-A,Entertainer,"[68, 36, 44, 17, 75]"
15,ESFP-A,Entertainer,"[61, 32, 37, 21, 71]"
16,ESFP-A,Entertainer,"[69, 31, 42, 18, 72]"
17,ESFP-A,Entertainer,"[61, 34, 49, 15, 74]"
18,ESFP-A,Entertainer,"[68, 42, 46, 12, 60]"
19,ESFP-A,Entertainer,"[64, 38, 37, 21, 76]"
20,ESFP-A,Entertainer,"[65, 32, 39, 14, 75]"
21,ESFP-A,Entertainer,"[67, 35, 35, 15, 72]"
22,ESFP-A,Entertainer,"[65, 32, 47, 12, 74]"
23,ESFP-A,Entertainer,"[65, 34, 40, 12, 64]"
24,ESFP-A,Entertainer,"[63, 42, 46, 17, 63]"
25,ESFP-A,Entertainer,"[54, 38, 39, 22, 68]"
26,ESFP-A,Entertainer,"[68, 39, 47, 26, 68]"
27,ESFP-A,Entertainer,"[60, 29, 44, 22, 72]"
28,ESFP-A,Entertainer,"[64, 38, 40, 22, 67]"
29,ESFP-A,Entertainer,"[57, 32, 43, 25, 76]"
30,ESTP-A,Entrepreneur,"[53, 34, 51, 32, 65]"
31,ESFP-A,Entertainer,"[64, 39, 42, 22, 75]"
32,ESFP-A,Entertainer,"[63, 38, 42, 11, 63]"
33,ESFP-A,Entertainer,"[63, 39, 42, 10, 67]"
34,ESFP-A,Entertainer,"[67, 38, 35, 10, 69]"
35,ESFP-A,Entertainer,"[65, 31, 33, 19, 68]"
36,ESFP-A,Entertainer,"[61, 45, 42, 26, 67]"
37,ESFP-A,Entertainer,"[60, 35, 40, 7, 78]"
38,ESFP-A,Entertainer,"[74, 32, 36, 22, 67]"
39,ESFP-A,Entertainer,"[61, 41, 40, 14, 76]"
40,ESFP-A,Entertainer,"[63, 31, 46, 14, 68]"
41,ESFP-A,Entertainer,"[63, 36, 40, 18, 68]"
42,ESFP-A,Entertainer,"[71, 35, 43, 12, 74]"
