num_of_cycles,E,I,N,S,F,T,J,P,MBTI
1.0,21.0,0.0,3.0,24.0,0.0,23.0,21.0,1.0,ESTJ
2.0,21.0,0.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
3.0,21.0,0.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
4.0,21.0,0.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
5.0,20.0,1.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
6.0,19.0,2.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
7.0,21.0,0.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
8.0,21.0,0.0,3.0,24.0,2.0,21.0,21.0,1.0,ESTJ
9.0,20.0,1.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
10.0,20.0,1.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
11.0,20.0,1.0,4.0,23.0,0.0,23.0,20.0,2.0,ESTJ
12.0,21.0,0.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
13.0,21.0,0.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
14.0,19.0,2.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
15.0,20.0,1.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
16.0,18.0,3.0,3.0,24.0,2.0,21.0,20.0,2.0,ESTJ
17.0,18.0,3.0,3.0,24.0,0.0,23.0,21.0,1.0,ESTJ
18.0,19.0,2.0,4.0,23.0,1.0,22.0,20.0,2.0,ESTJ
19.0,19.0,2.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
20.0,19.0,2.0,4.0,23.0,1.0,22.0,20.0,2.0,ESTJ
21.0,20.0,1.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
22.0,20.0,1.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
23.0,19.0,2.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
24.0,19.0,2.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
25.0,21.0,0.0,4.0,23.0,1.0,22.0,20.0,2.0,ESTJ
26.0,21.0,0.0,3.0,24.0,2.0,21.0,21.0,1.0,ESTJ
27.0,21.0,0.0,3.0,24.0,2.0,21.0,20.0,2.0,ESTJ
28.0,20.0,1.0,3.0,24.0,2.0,21.0,20.0,2.0,ESTJ
29.0,21.0,0.0,3.0,24.0,0.0,23.0,21.0,1.0,ESTJ
30.0,19.0,2.0,3.0,24.0,2.0,21.0,21.0,1.0,ESTJ
31.0,18.0,3.0,3.0,24.0,2.0,21.0,21.0,1.0,ESTJ
32.0,19.0,2.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
33.0,18.0,3.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
34.0,20.0,1.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
35.0,21.0,0.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
36.0,21.0,0.0,3.0,24.0,2.0,21.0,20.0,2.0,ESTJ
37.0,20.0,1.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
38.0,19.0,2.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
39.0,21.0,0.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
40.0,20.0,1.0,4.0,23.0,1.0,22.0,20.0,2.0,ESTJ
41.0,21.0,0.0,3.0,24.0,2.0,21.0,21.0,1.0,ESTJ
42.0,19.0,2.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
43.0,20.0,1.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
44.0,20.0,1.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
45.0,20.0,1.0,3.0,24.0,2.0,21.0,21.0,1.0,ESTJ
46.0,21.0,0.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
47.0,21.0,0.0,3.0,24.0,0.0,23.0,20.0,2.0,ESTJ
48.0,19.0,2.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
49.0,21.0,0.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
50.0,18.0,3.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
51.0,21.0,0.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
52.0,18.0,3.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
53.0,20.0,1.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
54.0,20.0,1.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
55.0,21.0,0.0,3.0,24.0,0.0,23.0,20.0,2.0,ESTJ
56.0,20.0,1.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
