num_of_cycles,E,I,N,S,F,T,J,P,MBTI
1.0,1.0,20.0,9.0,18.0,18.0,5.0,8.0,14.0,ISFP
2.0,1.0,20.0,9.0,18.0,18.0,5.0,8.0,14.0,ISFP
3.0,2.0,19.0,10.0,17.0,19.0,4.0,9.0,13.0,ISFP
4.0,1.0,20.0,8.0,19.0,17.0,6.0,10.0,12.0,ISFP
5.0,2.0,19.0,12.0,15.0,19.0,4.0,10.0,12.0,ISFP
6.0,2.0,19.0,9.0,18.0,17.0,6.0,8.0,14.0,ISFP
7.0,1.0,20.0,9.0,18.0,18.0,5.0,8.0,14.0,ISFP
8.0,1.0,20.0,9.0,18.0,18.0,5.0,8.0,14.0,ISFP
9.0,1.0,20.0,9.0,18.0,17.0,6.0,9.0,13.0,ISFP
10.0,1.0,20.0,8.0,19.0,19.0,4.0,9.0,13.0,ISFP
11.0,1.0,20.0,9.0,18.0,19.0,4.0,7.0,15.0,ISFP
12.0,2.0,19.0,8.0,19.0,18.0,5.0,7.0,15.0,ISFP
13.0,1.0,20.0,11.0,16.0,17.0,6.0,6.0,16.0,ISFP
14.0,2.0,19.0,9.0,18.0,19.0,4.0,10.0,12.0,ISFP
15.0,1.0,20.0,11.0,16.0,17.0,6.0,8.0,14.0,ISFP
16.0,1.0,20.0,10.0,17.0,18.0,5.0,8.0,14.0,ISFP
17.0,1.0,20.0,11.0,16.0,20.0,3.0,8.0,14.0,ISFP
18.0,1.0,20.0,10.0,17.0,18.0,5.0,9.0,13.0,ISFP
19.0,1.0,20.0,9.0,18.0,18.0,5.0,9.0,13.0,ISFP
20.0,2.0,19.0,9.0,18.0,18.0,5.0,9.0,13.0,ISFP
21.0,2.0,19.0,11.0,16.0,18.0,5.0,8.0,14.0,ISFP
22.0,1.0,20.0,10.0,17.0,18.0,5.0,8.0,14.0,ISFP
23.0,2.0,19.0,9.0,18.0,18.0,5.0,7.0,15.0,ISFP
24.0,2.0,19.0,12.0,15.0,19.0,4.0,8.0,14.0,ISFP
25.0,2.0,19.0,10.0,17.0,18.0,5.0,10.0,12.0,ISFP
26.0,2.0,19.0,10.0,17.0,19.0,4.0,9.0,13.0,ISFP
27.0,1.0,20.0,11.0,16.0,19.0,4.0,8.0,14.0,ISFP
28.0,2.0,19.0,11.0,16.0,19.0,4.0,9.0,13.0,ISFP
29.0,1.0,20.0,11.0,16.0,18.0,5.0,8.0,14.0,ISFP
30.0,1.0,20.0,11.0,16.0,18.0,5.0,8.0,14.0,ISFP
31.0,2.0,19.0,8.0,19.0,19.0,4.0,8.0,14.0,ISFP
32.0,1.0,20.0,10.0,17.0,20.0,3.0,8.0,14.0,ISFP
33.0,1.0,20.0,8.0,19.0,18.0,5.0,7.0,15.0,ISFP
34.0,1.0,20.0,11.0,16.0,19.0,4.0,9.0,13.0,ISFP
35.0,1.0,20.0,10.0,17.0,20.0,3.0,8.0,14.0,ISFP
36.0,1.0,20.0,8.0,19.0,18.0,5.0,10.0,12.0,ISFP
37.0,1.0,20.0,9.0,18.0,17.0,6.0,7.0,15.0,ISFP
38.0,1.0,20.0,6.0,21.0,20.0,3.0,8.0,14.0,ISFP
39.0,1.0,20.0,8.0,19.0,18.0,5.0,8.0,14.0,ISFP
40.0,1.0,20.0,9.0,18.0,19.0,4.0,9.0,13.0,ISFP
41.0,2.0,19.0,10.0,17.0,17.0,6.0,9.0,13.0,ISFP
42.0,1.0,20.0,9.0,18.0,19.0,4.0,8.0,14.0,ISFP
43.0,1.0,20.0,11.0,16.0,19.0,4.0,9.0,13.0,ISFP
44.0,2.0,19.0,8.0,19.0,18.0,5.0,8.0,14.0,ISFP
45.0,2.0,19.0,11.0,16.0,16.0,7.0,9.0,13.0,ISFP
46.0,1.0,20.0,6.0,21.0,19.0,4.0,9.0,13.0,ISFP
47.0,1.0,20.0,9.0,18.0,18.0,5.0,9.0,13.0,ISFP
48.0,2.0,19.0,10.0,17.0,19.0,4.0,9.0,13.0,ISFP
49.0,2.0,19.0,7.0,20.0,17.0,6.0,8.0,14.0,ISFP
50.0,1.0,20.0,11.0,16.0,19.0,4.0,8.0,14.0,ISFP
51.0,1.0,20.0,8.0,19.0,19.0,4.0,9.0,13.0,ISFP
52.0,1.0,20.0,8.0,19.0,18.0,5.0,7.0,15.0,ISFP
53.0,1.0,20.0,10.0,17.0,17.0,6.0,8.0,14.0,ISFP
54.0,1.0,20.0,10.0,17.0,18.0,5.0,9.0,13.0,ISFP
55.0,2.0,19.0,9.0,18.0,19.0,4.0,7.0,15.0,ISFP
56.0,1.0,20.0,6.0,21.0,19.0,4.0,8.0,14.0,ISFP
57.0,1.0,20.0,11.0,16.0,19.0,4.0,9.0,13.0,ISFP
58.0,1.0,20.0,10.0,17.0,18.0,5.0,9.0,13.0,ISFP
59.0,2.0,19.0,9.0,18.0,18.0,5.0,7.0,15.0,ISFP
60.0,1.0,20.0,11.0,16.0,19.0,4.0,9.0,13.0,ISFP
61.0,2.0,19.0,10.0,17.0,20.0,3.0,7.0,15.0,ISFP
62.0,2.0,19.0,7.0,20.0,18.0,5.0,8.0,14.0,ISFP
63.0,1.0,20.0,11.0,16.0,19.0,4.0,6.0,16.0,ISFP
64.0,1.0,20.0,12.0,15.0,18.0,5.0,7.0,15.0,ISFP
65.0,2.0,19.0,9.0,18.0,19.0,4.0,9.0,13.0,ISFP
66.0,1.0,20.0,9.0,18.0,17.0,6.0,8.0,14.0,ISFP
67.0,1.0,20.0,12.0,15.0,18.0,5.0,8.0,14.0,ISFP
68.0,1.0,20.0,11.0,16.0,18.0,5.0,9.0,13.0,ISFP
69.0,2.0,19.0,9.0,18.0,18.0,5.0,7.0,15.0,ISFP
70.0,2.0,19.0,10.0,17.0,18.0,5.0,9.0,13.0,ISFP
71.0,1.0,20.0,8.0,19.0,19.0,4.0,9.0,13.0,ISFP
72.0,1.0,20.0,9.0,18.0,18.0,5.0,10.0,12.0,ISFP
73.0,1.0,20.0,12.0,15.0,17.0,6.0,10.0,12.0,ISFP
74.0,1.0,20.0,11.0,16.0,19.0,4.0,8.0,14.0,ISFP
75.0,1.0,20.0,10.0,17.0,19.0,4.0,7.0,15.0,ISFP
76.0,1.0,20.0,10.0,17.0,19.0,4.0,8.0,14.0,ISFP
77.0,1.0,20.0,9.0,18.0,19.0,4.0,8.0,14.0,ISFP
78.0,1.0,20.0,10.0,17.0,18.0,5.0,9.0,13.0,ISFP
79.0,1.0,20.0,9.0,18.0,19.0,4.0,9.0,13.0,ISFP
80.0,2.0,19.0,7.0,20.0,18.0,5.0,9.0,13.0,ISFP
81.0,2.0,19.0,10.0,17.0,17.0,6.0,9.0,13.0,ISFP
82.0,1.0,20.0,7.0,20.0,17.0,6.0,8.0,14.0,ISFP
83.0,1.0,20.0,8.0,19.0,19.0,4.0,10.0,12.0,ISFP
84.0,2.0,19.0,8.0,19.0,18.0,5.0,9.0,13.0,ISFP
85.0,1.0,20.0,8.0,19.0,19.0,4.0,10.0,12.0,ISFP
86.0,1.0,20.0,12.0,15.0,20.0,3.0,9.0,13.0,ISFP
87.0,1.0,20.0,12.0,15.0,19.0,4.0,7.0,15.0,ISFP
88.0,1.0,20.0,8.0,19.0,17.0,6.0,9.0,13.0,ISFP
89.0,1.0,20.0,7.0,20.0,18.0,5.0,8.0,14.0,ISFP
90.0,3.0,18.0,9.0,18.0,17.0,6.0,8.0,14.0,ISFP
91.0,1.0,20.0,9.0,18.0,19.0,4.0,8.0,14.0,ISFP
92.0,2.0,19.0,12.0,15.0,20.0,3.0,8.0,14.0,ISFP
93.0,1.0,20.0,5.0,22.0,17.0,6.0,8.0,14.0,ISFP
