num_of_cycles,E,I,N,S,F,T,J,P,MBTI
1.0,21.0,0.0,18.0,9.0,14.0,9.0,11.0,11.0,ENFP
2.0,20.0,1.0,20.0,7.0,11.0,12.0,10.0,12.0,ENTP
3.0,21.0,0.0,19.0,8.0,12.0,11.0,13.0,9.0,ENFJ
4.0,21.0,0.0,18.0,9.0,11.0,12.0,12.0,10.0,ENTJ
5.0,20.0,1.0,19.0,8.0,11.0,12.0,12.0,10.0,ENTJ
6.0,21.0,0.0,18.0,9.0,11.0,12.0,13.0,9.0,ENTJ
7.0,21.0,0.0,21.0,6.0,12.0,11.0,15.0,7.0,ENFJ
8.0,20.0,1.0,20.0,7.0,13.0,10.0,11.0,11.0,ENFP
9.0,21.0,0.0,18.0,9.0,12.0,11.0,13.0,9.0,ENFJ
10.0,20.0,1.0,17.0,10.0,10.0,13.0,12.0,10.0,ENTJ
11.0,21.0,0.0,19.0,8.0,11.0,12.0,12.0,10.0,ENTJ
12.0,20.0,1.0,19.0,8.0,13.0,10.0,14.0,8.0,ENFJ
13.0,21.0,0.0,18.0,9.0,8.0,15.0,12.0,10.0,ENTJ
14.0,21.0,0.0,19.0,8.0,12.0,11.0,12.0,10.0,ENFJ
15.0,21.0,0.0,17.0,10.0,12.0,11.0,13.0,9.0,ENFJ
16.0,20.0,1.0,17.0,10.0,10.0,13.0,13.0,9.0,ENTJ
17.0,20.0,1.0,20.0,7.0,11.0,12.0,13.0,9.0,ENTJ
18.0,21.0,0.0,19.0,8.0,12.0,11.0,12.0,10.0,ENFJ
19.0,21.0,0.0,18.0,9.0,12.0,11.0,11.0,11.0,ENFP
20.0,21.0,0.0,19.0,8.0,14.0,9.0,9.0,13.0,ENFP
21.0,21.0,0.0,20.0,7.0,12.0,11.0,12.0,10.0,ENFJ
22.0,20.0,1.0,20.0,7.0,13.0,10.0,11.0,11.0,ENFP
23.0,21.0,0.0,19.0,8.0,11.0,12.0,11.0,11.0,ENTP
24.0,21.0,0.0,20.0,7.0,12.0,11.0,13.0,9.0,ENFJ
25.0,21.0,0.0,19.0,8.0,13.0,10.0,13.0,9.0,ENFJ
26.0,21.0,0.0,19.0,8.0,11.0,12.0,11.0,11.0,ENTP
27.0,20.0,1.0,18.0,9.0,10.0,13.0,13.0,9.0,ENTJ
28.0,20.0,1.0,17.0,10.0,14.0,9.0,12.0,10.0,ENFJ
29.0,21.0,0.0,18.0,9.0,14.0,9.0,14.0,8.0,ENFJ
30.0,20.0,1.0,19.0,8.0,15.0,8.0,9.0,13.0,ENFP
31.0,21.0,0.0,17.0,10.0,12.0,11.0,14.0,8.0,ENFJ
32.0,21.0,0.0,19.0,8.0,10.0,13.0,13.0,9.0,ENTJ
33.0,21.0,0.0,18.0,9.0,12.0,11.0,10.0,12.0,ENFP
34.0,20.0,1.0,20.0,7.0,12.0,11.0,12.0,10.0,ENFJ
35.0,20.0,1.0,18.0,9.0,12.0,11.0,13.0,9.0,ENFJ
36.0,21.0,0.0,19.0,8.0,11.0,12.0,12.0,10.0,ENTJ
37.0,21.0,0.0,20.0,7.0,13.0,10.0,10.0,12.0,ENFP
38.0,21.0,0.0,18.0,9.0,12.0,11.0,14.0,8.0,ENFJ
39.0,20.0,1.0,19.0,8.0,11.0,12.0,11.0,11.0,ENTP
40.0,20.0,1.0,21.0,6.0,13.0,10.0,13.0,9.0,ENFJ
41.0,21.0,0.0,19.0,8.0,11.0,12.0,12.0,10.0,ENTJ
42.0,21.0,0.0,19.0,8.0,11.0,12.0,12.0,10.0,ENTJ
43.0,21.0,0.0,20.0,7.0,9.0,14.0,11.0,11.0,ENTP
44.0,21.0,0.0,19.0,8.0,12.0,11.0,12.0,10.0,ENFJ
45.0,21.0,0.0,20.0,7.0,14.0,9.0,12.0,10.0,ENFJ
46.0,20.0,1.0,22.0,5.0,11.0,12.0,12.0,10.0,ENTJ
47.0,21.0,0.0,19.0,8.0,13.0,10.0,10.0,12.0,ENFP
48.0,20.0,1.0,20.0,7.0,11.0,12.0,10.0,12.0,ENTP
49.0,20.0,1.0,18.0,9.0,13.0,10.0,10.0,12.0,ENFP
50.0,20.0,1.0,18.0,9.0,13.0,10.0,14.0,8.0,ENFJ
51.0,21.0,0.0,20.0,7.0,13.0,10.0,10.0,12.0,ENFP
52.0,20.0,1.0,19.0,8.0,12.0,11.0,10.0,12.0,ENFP
53.0,21.0,0.0,18.0,9.0,12.0,11.0,11.0,11.0,ENFP
54.0,20.0,1.0,20.0,7.0,13.0,10.0,11.0,11.0,ENFP
55.0,21.0,0.0,18.0,9.0,13.0,10.0,11.0,11.0,ENFP
56.0,21.0,0.0,19.0,8.0,15.0,8.0,9.0,13.0,ENFP
57.0,21.0,0.0,20.0,7.0,11.0,12.0,10.0,12.0,ENTP
58.0,21.0,0.0,20.0,7.0,11.0,12.0,11.0,11.0,ENTP
59.0,21.0,0.0,19.0,8.0,11.0,12.0,12.0,10.0,ENTJ
60.0,21.0,0.0,20.0,7.0,10.0,13.0,12.0,10.0,ENTJ
61.0,21.0,0.0,20.0,7.0,11.0,12.0,13.0,9.0,ENTJ
