num_of_cycles,E,I,N,S,F,T,J,P,MBTI
1.0,20.0,1.0,26.0,0.0,19.0,5.0,4.0,18.0,ENFP
2.0,20.0,1.0,26.0,0.0,20.0,4.0,4.0,18.0,ENFP
3.0,20.0,1.0,27.0,0.0,19.0,4.0,4.0,18.0,ENFP
4.0,20.0,1.0,26.0,1.0,19.0,4.0,5.0,17.0,ENFP
5.0,21.0,0.0,26.0,1.0,18.0,5.0,4.0,18.0,ENFP
6.0,20.0,1.0,26.0,1.0,19.0,4.0,4.0,18.0,ENFP
7.0,20.0,1.0,25.0,1.0,18.0,6.0,3.0,19.0,ENFP
8.0,21.0,0.0,25.0,1.0,20.0,4.0,4.0,18.0,ENFP
9.0,21.0,0.0,26.0,1.0,18.0,5.0,2.0,20.0,ENFP
10.0,20.0,1.0,25.0,1.0,19.0,5.0,6.0,16.0,ENFP
11.0,21.0,0.0,24.0,2.0,19.0,5.0,4.0,18.0,ENFP
12.0,20.0,1.0,25.0,1.0,19.0,5.0,3.0,19.0,ENFP
13.0,20.0,1.0,26.0,0.0,18.0,6.0,4.0,18.0,ENFP
14.0,20.0,1.0,25.0,1.0,20.0,4.0,3.0,19.0,ENFP
15.0,20.0,1.0,27.0,0.0,17.0,6.0,3.0,19.0,ENFP
16.0,21.0,0.0,27.0,0.0,19.0,4.0,5.0,17.0,ENFP
17.0,21.0,0.0,26.0,0.0,18.0,6.0,4.0,18.0,ENFP
18.0,21.0,0.0,25.0,2.0,19.0,4.0,5.0,17.0,ENFP
19.0,21.0,0.0,26.0,1.0,18.0,5.0,4.0,18.0,ENFP
20.0,21.0,0.0,26.0,1.0,18.0,5.0,6.0,16.0,ENFP
21.0,21.0,0.0,25.0,1.0,19.0,5.0,5.0,17.0,ENFP
22.0,21.0,0.0,27.0,0.0,19.0,4.0,3.0,19.0,ENFP
23.0,21.0,0.0,25.0,2.0,19.0,4.0,3.0,19.0,ENFP
24.0,21.0,0.0,26.0,1.0,18.0,5.0,4.0,18.0,ENFP
25.0,21.0,0.0,24.0,3.0,19.0,4.0,2.0,20.0,ENFP
26.0,20.0,1.0,26.0,0.0,20.0,4.0,4.0,18.0,ENFP
27.0,21.0,0.0,25.0,2.0,19.0,4.0,4.0,18.0,ENFP
28.0,20.0,1.0,26.0,1.0,18.0,5.0,4.0,18.0,ENFP
29.0,21.0,0.0,26.0,0.0,18.0,6.0,3.0,19.0,ENFP
30.0,21.0,0.0,25.0,2.0,19.0,4.0,5.0,17.0,ENFP
31.0,21.0,0.0,26.0,1.0,20.0,3.0,4.0,18.0,ENFP
32.0,21.0,0.0,26.0,0.0,19.0,5.0,4.0,18.0,ENFP
33.0,20.0,1.0,25.0,1.0,18.0,6.0,5.0,17.0,ENFP
34.0,20.0,1.0,24.0,2.0,19.0,5.0,4.0,18.0,ENFP
35.0,21.0,0.0,25.0,1.0,19.0,5.0,5.0,17.0,ENFP
36.0,20.0,1.0,24.0,2.0,19.0,5.0,3.0,19.0,ENFP
37.0,20.0,1.0,26.0,1.0,18.0,5.0,3.0,19.0,ENFP
38.0,20.0,1.0,26.0,1.0,20.0,3.0,4.0,18.0,ENFP
39.0,20.0,1.0,26.0,1.0,18.0,5.0,4.0,18.0,ENFP
40.0,21.0,0.0,24.0,2.0,18.0,6.0,4.0,18.0,ENFP
41.0,21.0,0.0,24.0,2.0,19.0,5.0,3.0,19.0,ENFP
42.0,20.0,1.0,26.0,1.0,19.0,4.0,3.0,19.0,ENFP
43.0,20.0,1.0,25.0,1.0,18.0,6.0,4.0,18.0,ENFP
44.0,21.0,0.0,26.0,1.0,19.0,4.0,4.0,18.0,ENFP
45.0,21.0,0.0,26.0,1.0,19.0,4.0,4.0,18.0,ENFP
46.0,20.0,1.0,25.0,2.0,18.0,5.0,3.0,19.0,ENFP
47.0,20.0,1.0,26.0,0.0,19.0,5.0,3.0,19.0,ENFP
48.0,21.0,0.0,26.0,0.0,20.0,4.0,4.0,18.0,ENFP
49.0,21.0,0.0,25.0,1.0,19.0,5.0,4.0,18.0,ENFP
50.0,20.0,1.0,26.0,0.0,18.0,6.0,3.0,19.0,ENFP
51.0,21.0,0.0,25.0,2.0,19.0,4.0,4.0,18.0,ENFP
52.0,21.0,0.0,26.0,1.0,19.0,4.0,5.0,17.0,ENFP
53.0,21.0,0.0,26.0,1.0,18.0,5.0,3.0,19.0,ENFP
54.0,20.0,1.0,25.0,2.0,19.0,4.0,3.0,19.0,ENFP
55.0,21.0,0.0,26.0,1.0,19.0,4.0,4.0,18.0,ENFP
56.0,21.0,0.0,27.0,0.0,19.0,4.0,5.0,17.0,ENFP
57.0,21.0,0.0,26.0,0.0,19.0,5.0,3.0,19.0,ENFP
58.0,21.0,0.0,25.0,2.0,18.0,5.0,4.0,18.0,ENFP
59.0,20.0,1.0,27.0,0.0,20.0,3.0,3.0,19.0,ENFP
60.0,21.0,0.0,24.0,2.0,18.0,6.0,3.0,19.0,ENFP
61.0,20.0,1.0,25.0,1.0,18.0,6.0,4.0,18.0,ENFP
62.0,20.0,1.0,25.0,2.0,19.0,4.0,3.0,19.0,ENFP
63.0,21.0,0.0,26.0,1.0,18.0,5.0,5.0,17.0,ENFP
64.0,21.0,0.0,24.0,2.0,18.0,6.0,3.0,19.0,ENFP
65.0,20.0,1.0,26.0,0.0,19.0,5.0,4.0,18.0,ENFP
66.0,21.0,0.0,25.0,2.0,18.0,5.0,3.0,19.0,ENFP
67.0,20.0,1.0,27.0,0.0,18.0,5.0,4.0,18.0,ENFP
68.0,21.0,0.0,26.0,1.0,19.0,4.0,3.0,19.0,ENFP
69.0,21.0,0.0,25.0,1.0,19.0,5.0,3.0,19.0,ENFP
70.0,20.0,1.0,27.0,0.0,18.0,5.0,3.0,19.0,ENFP
71.0,21.0,0.0,25.0,2.0,19.0,4.0,4.0,18.0,ENFP
72.0,20.0,1.0,25.0,1.0,19.0,5.0,5.0,17.0,ENFP
73.0,20.0,1.0,26.0,1.0,20.0,3.0,3.0,19.0,ENFP
74.0,20.0,1.0,26.0,1.0,19.0,4.0,3.0,19.0,ENFP
75.0,21.0,0.0,26.0,0.0,20.0,4.0,4.0,18.0,ENFP
76.0,21.0,0.0,26.0,0.0,20.0,4.0,4.0,18.0,ENFP
77.0,20.0,1.0,26.0,0.0,19.0,5.0,4.0,18.0,ENFP
78.0,20.0,1.0,25.0,1.0,19.0,5.0,4.0,18.0,ENFP
79.0,21.0,0.0,26.0,1.0,19.0,4.0,3.0,19.0,ENFP
80.0,21.0,0.0,25.0,2.0,19.0,4.0,3.0,19.0,ENFP
81.0,20.0,1.0,26.0,0.0,19.0,5.0,4.0,18.0,ENFP
82.0,21.0,0.0,25.0,2.0,19.0,4.0,4.0,18.0,ENFP
83.0,20.0,1.0,26.0,1.0,19.0,4.0,4.0,18.0,ENFP
84.0,21.0,0.0,24.0,2.0,18.0,6.0,3.0,19.0,ENFP
85.0,21.0,0.0,26.0,1.0,20.0,3.0,5.0,17.0,ENFP
86.0,21.0,0.0,26.0,0.0,18.0,6.0,3.0,19.0,ENFP
87.0,21.0,0.0,26.0,0.0,20.0,4.0,4.0,18.0,ENFP
88.0,20.0,1.0,26.0,0.0,20.0,4.0,2.0,20.0,ENFP
89.0,21.0,0.0,25.0,1.0,19.0,5.0,4.0,18.0,ENFP
90.0,21.0,0.0,24.0,3.0,19.0,4.0,4.0,18.0,ENFP
91.0,20.0,1.0,26.0,1.0,19.0,4.0,3.0,19.0,ENFP
92.0,20.0,1.0,27.0,0.0,18.0,5.0,3.0,19.0,ENFP
93.0,21.0,0.0,26.0,0.0,19.0,5.0,4.0,18.0,ENFP
94.0,21.0,0.0,25.0,1.0,19.0,5.0,6.0,16.0,ENFP
95.0,21.0,0.0,27.0,0.0,19.0,4.0,4.0,18.0,ENFP
96.0,20.0,1.0,23.0,3.0,18.0,6.0,2.0,20.0,ENFP
97.0,21.0,0.0,26.0,1.0,18.0,5.0,3.0,19.0,ENFP
98.0,20.0,1.0,24.0,3.0,18.0,5.0,3.0,19.0,ENFP
99.0,20.0,1.0,26.0,0.0,19.0,5.0,2.0,20.0,ENFP
100.0,20.0,1.0,25.0,2.0,19.0,4.0,4.0,18.0,ENFP
,2055.0,45.0,2555.0,99.0,1880.0,466.0,373.0,1827.0,
