num_of_cycles,E,I,N,S,F,T,J,P,MBTI
1.0,1.0,20.0,25.0,2.0,4.0,19.0,7.0,15.0,INTP
2.0,1.0,20.0,23.0,4.0,2.0,21.0,8.0,14.0,INTP
3.0,2.0,19.0,25.0,2.0,2.0,21.0,7.0,15.0,INTP
4.0,0.0,21.0,23.0,4.0,2.0,21.0,7.0,15.0,INTP
5.0,1.0,20.0,24.0,3.0,4.0,19.0,8.0,14.0,INTP
6.0,0.0,21.0,24.0,3.0,4.0,19.0,8.0,14.0,INTP
7.0,2.0,19.0,26.0,1.0,2.0,21.0,7.0,15.0,INTP
8.0,3.0,18.0,24.0,3.0,3.0,20.0,8.0,14.0,INTP
9.0,0.0,21.0,25.0,2.0,2.0,21.0,7.0,15.0,INTP
10.0,0.0,21.0,25.0,2.0,3.0,20.0,7.0,15.0,INTP
11.0,0.0,21.0,22.0,5.0,2.0,21.0,8.0,14.0,INTP
12.0,1.0,20.0,24.0,3.0,3.0,20.0,8.0,14.0,INTP
13.0,2.0,19.0,25.0,2.0,3.0,20.0,7.0,15.0,INTP
14.0,0.0,21.0,25.0,2.0,3.0,20.0,6.0,16.0,INTP
15.0,1.0,20.0,24.0,3.0,4.0,19.0,8.0,14.0,INTP
16.0,2.0,19.0,24.0,3.0,3.0,20.0,7.0,15.0,INTP
17.0,0.0,21.0,24.0,3.0,1.0,22.0,8.0,14.0,INTP
18.0,1.0,20.0,25.0,2.0,3.0,20.0,9.0,13.0,INTP
19.0,1.0,20.0,25.0,2.0,2.0,21.0,9.0,13.0,INTP
20.0,1.0,20.0,25.0,2.0,3.0,20.0,8.0,14.0,INTP
21.0,1.0,20.0,24.0,3.0,3.0,20.0,7.0,15.0,INTP
22.0,1.0,20.0,24.0,3.0,3.0,20.0,8.0,14.0,INTP
23.0,0.0,21.0,24.0,3.0,4.0,19.0,9.0,13.0,INTP
24.0,3.0,18.0,25.0,2.0,5.0,18.0,8.0,14.0,INTP
25.0,3.0,18.0,25.0,2.0,3.0,20.0,7.0,15.0,INTP
26.0,0.0,21.0,25.0,2.0,3.0,20.0,8.0,14.0,INTP
27.0,0.0,21.0,25.0,2.0,3.0,20.0,8.0,14.0,INTP
28.0,0.0,21.0,25.0,2.0,4.0,19.0,8.0,14.0,INTP
29.0,3.0,18.0,25.0,2.0,3.0,20.0,8.0,14.0,INTP
30.0,1.0,20.0,25.0,2.0,3.0,20.0,7.0,15.0,INTP
31.0,0.0,21.0,23.0,4.0,3.0,20.0,7.0,15.0,INTP
32.0,0.0,21.0,26.0,1.0,3.0,20.0,8.0,14.0,INTP
33.0,2.0,19.0,25.0,2.0,4.0,19.0,8.0,14.0,INTP
34.0,0.0,21.0,25.0,2.0,4.0,19.0,8.0,14.0,INTP
35.0,0.0,21.0,25.0,2.0,5.0,18.0,8.0,14.0,INTP
36.0,2.0,19.0,23.0,4.0,3.0,20.0,6.0,16.0,INTP
37.0,3.0,18.0,25.0,2.0,1.0,22.0,8.0,14.0,INTP
38.0,0.0,21.0,25.0,2.0,6.0,17.0,7.0,15.0,INTP
39.0,3.0,18.0,25.0,2.0,4.0,19.0,8.0,14.0,INTP
40.0,1.0,20.0,26.0,1.0,2.0,21.0,9.0,13.0,INTP
41.0,1.0,20.0,25.0,2.0,3.0,20.0,8.0,14.0,INTP
42.0,1.0,20.0,24.0,3.0,4.0,19.0,7.0,15.0,INTP
43.0,1.0,20.0,26.0,1.0,2.0,21.0,7.0,15.0,INTP
44.0,1.0,20.0,24.0,3.0,1.0,22.0,7.0,15.0,INTP
45.0,0.0,21.0,26.0,1.0,3.0,20.0,7.0,15.0,INTP
46.0,2.0,19.0,25.0,2.0,3.0,20.0,7.0,15.0,INTP
47.0,2.0,19.0,24.0,3.0,4.0,19.0,8.0,14.0,INTP
48.0,1.0,20.0,25.0,2.0,3.0,20.0,7.0,15.0,INTP
49.0,3.0,18.0,26.0,1.0,3.0,20.0,8.0,14.0,INTP
50.0,1.0,20.0,24.0,3.0,3.0,20.0,7.0,15.0,INTP
51.0,3.0,18.0,25.0,2.0,4.0,19.0,7.0,15.0,INTP
52.0,1.0,20.0,25.0,2.0,1.0,22.0,6.0,16.0,INTP
53.0,1.0,20.0,25.0,2.0,3.0,20.0,8.0,14.0,INTP
54.0,1.0,20.0,23.0,4.0,3.0,20.0,7.0,15.0,INTP
55.0,2.0,19.0,25.0,2.0,4.0,19.0,8.0,14.0,INTP
56.0,2.0,19.0,26.0,1.0,3.0,20.0,8.0,14.0,INTP
57.0,1.0,20.0,25.0,2.0,2.0,21.0,8.0,14.0,INTP
