num_of_cycles,E,I,N,S,F,T,J,P,MBTI
1.0,1.0,20.0,15.0,12.0,9.0,14.0,15.0,7.0,INTJ
2.0,1.0,20.0,16.0,11.0,13.0,10.0,14.0,8.0,INFJ
3.0,1.0,20.0,13.0,14.0,12.0,11.0,15.0,7.0,ISFJ
4.0,1.0,20.0,17.0,10.0,11.0,12.0,15.0,7.0,INTJ
5.0,1.0,20.0,16.0,11.0,14.0,9.0,13.0,9.0,INFJ
6.0,1.0,20.0,15.0,12.0,12.0,11.0,14.0,8.0,INFJ
7.0,1.0,20.0,16.0,11.0,10.0,13.0,15.0,7.0,INTJ
8.0,1.0,20.0,14.0,13.0,10.0,13.0,16.0,6.0,INTJ
9.0,1.0,20.0,17.0,10.0,11.0,12.0,15.0,7.0,INTJ
10.0,1.0,20.0,14.0,13.0,10.0,13.0,15.0,7.0,INTJ
11.0,1.0,20.0,14.0,13.0,12.0,11.0,14.0,8.0,INFJ
12.0,1.0,20.0,15.0,12.0,9.0,14.0,14.0,8.0,INTJ
13.0,1.0,20.0,15.0,12.0,10.0,13.0,15.0,7.0,INTJ
14.0,1.0,20.0,15.0,12.0,11.0,12.0,14.0,8.0,INTJ
15.0,1.0,20.0,14.0,13.0,12.0,11.0,15.0,7.0,INFJ
16.0,1.0,20.0,14.0,13.0,10.0,13.0,14.0,8.0,INTJ
17.0,1.0,20.0,16.0,11.0,10.0,13.0,14.0,8.0,INTJ
18.0,1.0,20.0,10.0,17.0,12.0,11.0,14.0,8.0,ISFJ
19.0,1.0,20.0,16.0,11.0,12.0,11.0,14.0,8.0,INFJ
20.0,1.0,20.0,14.0,13.0,12.0,11.0,14.0,8.0,INFJ
21.0,1.0,20.0,14.0,13.0,13.0,10.0,15.0,7.0,INFJ
22.0,1.0,20.0,14.0,13.0,12.0,11.0,15.0,7.0,INFJ
23.0,1.0,20.0,15.0,12.0,11.0,12.0,13.0,9.0,INTJ
24.0,1.0,20.0,16.0,11.0,8.0,15.0,14.0,8.0,INTJ
25.0,1.0,20.0,14.0,13.0,10.0,13.0,15.0,7.0,INTJ
26.0,1.0,20.0,15.0,12.0,9.0,14.0,14.0,8.0,INTJ
27.0,1.0,20.0,13.0,14.0,9.0,14.0,16.0,6.0,ISTJ
