num_of_cycles,E,I,N,S,F,T,J,P,MBTI
1.0,21.0,0.0,7.0,20.0,19.0,4.0,6.0,16.0,ESFP
2.0,21.0,0.0,11.0,16.0,19.0,4.0,5.0,17.0,ESFP
3.0,21.0,0.0,7.0,19.0,19.0,5.0,5.0,17.0,ESFP
4.0,21.0,0.0,9.0,18.0,18.0,5.0,4.0,18.0,ESFP
5.0,21.0,0.0,6.0,21.0,18.0,5.0,5.0,17.0,ESFP
6.0,21.0,0.0,6.0,20.0,19.0,5.0,8.0,14.0,ESFP
7.0,21.0,0.0,10.0,17.0,19.0,4.0,6.0,16.0,ESFP
8.0,21.0,0.0,7.0,19.0,18.0,6.0,5.0,17.0,ESFP
9.0,21.0,0.0,7.0,19.0,18.0,6.0,7.0,15.0,ESFP
10.0,21.0,0.0,9.0,18.0,18.0,5.0,5.0,17.0,ESFP
11.0,21.0,0.0,7.0,19.0,19.0,5.0,6.0,16.0,ESFP
12.0,21.0,0.0,7.0,20.0,18.0,5.0,4.0,18.0,ESFP
13.0,21.0,0.0,5.0,22.0,18.0,5.0,6.0,16.0,ESFP
14.0,21.0,0.0,7.0,20.0,19.0,4.0,4.0,18.0,ESFP
15.0,21.0,0.0,9.0,18.0,18.0,5.0,8.0,14.0,ESFP
16.0,21.0,0.0,6.0,20.0,18.0,6.0,4.0,18.0,ESFP
17.0,21.0,0.0,6.0,21.0,18.0,5.0,4.0,18.0,ESFP
18.0,21.0,0.0,5.0,21.0,19.0,5.0,6.0,16.0,ESFP
19.0,21.0,0.0,9.0,18.0,19.0,4.0,5.0,17.0,ESFP
20.0,21.0,0.0,9.0,18.0,18.0,5.0,7.0,15.0,ESFP
21.0,21.0,0.0,8.0,19.0,18.0,5.0,8.0,14.0,ESFP
22.0,21.0,0.0,7.0,20.0,18.0,5.0,6.0,16.0,ESFP
23.0,21.0,0.0,9.0,18.0,19.0,4.0,7.0,15.0,ESFP
24.0,21.0,0.0,7.0,20.0,18.0,5.0,5.0,17.0,ESFP
25.0,21.0,0.0,6.0,21.0,18.0,5.0,5.0,17.0,ESFP
26.0,21.0,0.0,7.0,19.0,19.0,5.0,4.0,18.0,ESFP
27.0,21.0,0.0,7.0,20.0,18.0,5.0,5.0,17.0,ESFP
28.0,21.0,0.0,8.0,19.0,18.0,5.0,6.0,16.0,ESFP
29.0,21.0,0.0,7.0,20.0,18.0,5.0,4.0,18.0,ESFP
30.0,21.0,0.0,8.0,19.0,19.0,4.0,3.0,19.0,ESFP
31.0,21.0,0.0,8.0,19.0,19.0,4.0,5.0,17.0,ESFP
32.0,21.0,0.0,8.0,19.0,18.0,5.0,7.0,15.0,ESFP
33.0,21.0,0.0,9.0,18.0,19.0,4.0,6.0,16.0,ESFP
34.0,21.0,0.0,12.0,15.0,19.0,4.0,5.0,17.0,ESFP
35.0,21.0,0.0,6.0,21.0,18.0,5.0,5.0,17.0,ESFP
36.0,21.0,0.0,6.0,21.0,18.0,5.0,4.0,18.0,ESFP
37.0,21.0,0.0,9.0,18.0,18.0,5.0,6.0,16.0,ESFP
38.0,21.0,0.0,7.0,20.0,19.0,4.0,6.0,16.0,ESFP
39.0,21.0,0.0,9.0,18.0,19.0,4.0,6.0,16.0,ESFP
40.0,21.0,0.0,10.0,17.0,18.0,5.0,7.0,15.0,ESFP
41.0,21.0,0.0,8.0,19.0,19.0,4.0,6.0,16.0,ESFP
42.0,21.0,0.0,7.0,20.0,18.0,5.0,5.0,17.0,ESFP
43.0,21.0,0.0,8.0,19.0,19.0,4.0,7.0,15.0,ESFP
44.0,21.0,0.0,9.0,18.0,18.0,5.0,7.0,15.0,ESFP
45.0,21.0,0.0,7.0,20.0,19.0,4.0,5.0,17.0,ESFP
46.0,21.0,0.0,6.0,21.0,18.0,5.0,4.0,18.0,ESFP
47.0,21.0,0.0,8.0,19.0,18.0,5.0,6.0,16.0,ESFP
48.0,21.0,0.0,9.0,18.0,19.0,4.0,4.0,18.0,ESFP
49.0,21.0,0.0,8.0,19.0,19.0,4.0,6.0,16.0,ESFP
50.0,21.0,0.0,9.0,18.0,18.0,5.0,6.0,16.0,ESFP
51.0,21.0,0.0,9.0,18.0,18.0,5.0,5.0,17.0,ESFP
52.0,21.0,0.0,9.0,17.0,18.0,6.0,6.0,16.0,ESFP
53.0,21.0,0.0,8.0,19.0,19.0,4.0,3.0,19.0,ESFP
54.0,21.0,0.0,10.0,17.0,19.0,4.0,6.0,16.0,ESFP
55.0,21.0,0.0,8.0,18.0,19.0,5.0,5.0,17.0,ESFP
56.0,21.0,0.0,9.0,18.0,19.0,4.0,5.0,17.0,ESFP
57.0,21.0,0.0,7.0,20.0,19.0,4.0,4.0,18.0,ESFP
