num_of_cycles,E,I,N,S,F,T,J,P,MBTI
1.0,14.0,7.0,15.0,11.0,20.0,4.0,10.0,12.0,ENFP
2.0,13.0,8.0,14.0,12.0,21.0,3.0,11.0,11.0,ENFP
3.0,13.0,8.0,16.0,10.0,19.0,5.0,13.0,9.0,ENFJ
4.0,13.0,8.0,18.0,9.0,20.0,3.0,11.0,11.0,ENFP
5.0,15.0,6.0,13.0,14.0,21.0,2.0,12.0,10.0,ESFJ
6.0,14.0,7.0,14.0,12.0,21.0,3.0,14.0,8.0,ENFJ
7.0,14.0,7.0,15.0,12.0,19.0,4.0,13.0,9.0,ENFJ
8.0,14.0,7.0,18.0,9.0,22.0,1.0,12.0,10.0,ENFJ
9.0,14.0,7.0,15.0,12.0,20.0,3.0,11.0,11.0,ENFP
10.0,14.0,7.0,18.0,9.0,19.0,4.0,12.0,10.0,ENFJ
11.0,13.0,8.0,16.0,10.0,21.0,3.0,11.0,11.0,ENFP
12.0,14.0,7.0,18.0,9.0,21.0,2.0,15.0,7.0,ENFJ
13.0,13.0,8.0,13.0,13.0,21.0,3.0,10.0,12.0,ESFP
14.0,13.0,8.0,16.0,11.0,22.0,1.0,12.0,10.0,ENFJ
15.0,15.0,6.0,21.0,6.0,22.0,1.0,11.0,11.0,ENFP
16.0,13.0,8.0,19.0,8.0,20.0,3.0,13.0,9.0,ENFJ
17.0,12.0,9.0,18.0,9.0,21.0,2.0,9.0,13.0,ENFP
18.0,13.0,8.0,19.0,7.0,21.0,3.0,11.0,11.0,ENFP
19.0,15.0,6.0,16.0,11.0,21.0,2.0,11.0,11.0,ENFP
20.0,13.0,8.0,17.0,10.0,21.0,2.0,13.0,9.0,ENFJ
21.0,13.0,8.0,17.0,10.0,20.0,3.0,8.0,14.0,ENFP
22.0,15.0,6.0,14.0,13.0,21.0,2.0,10.0,12.0,ENFP
23.0,14.0,7.0,16.0,11.0,22.0,1.0,12.0,10.0,ENFJ
24.0,14.0,7.0,15.0,12.0,21.0,2.0,12.0,10.0,ENFJ
25.0,13.0,8.0,18.0,9.0,21.0,2.0,11.0,11.0,ENFP
26.0,13.0,8.0,16.0,11.0,22.0,1.0,13.0,9.0,ENFJ
27.0,12.0,9.0,14.0,12.0,19.0,5.0,12.0,10.0,ENFJ
28.0,14.0,7.0,15.0,12.0,19.0,4.0,11.0,11.0,ENFP
29.0,14.0,7.0,18.0,9.0,20.0,3.0,10.0,12.0,ENFP
30.0,14.0,7.0,17.0,10.0,21.0,2.0,9.0,13.0,ENFP
31.0,15.0,6.0,17.0,10.0,22.0,1.0,9.0,13.0,ENFP
32.0,12.0,9.0,13.0,14.0,20.0,3.0,13.0,9.0,ESFJ
33.0,12.0,9.0,16.0,11.0,22.0,1.0,11.0,11.0,ENFP
34.0,12.0,9.0,13.0,14.0,21.0,2.0,13.0,9.0,ESFJ
35.0,12.0,9.0,16.0,11.0,21.0,2.0,12.0,10.0,ENFJ
36.0,14.0,7.0,14.0,13.0,22.0,1.0,12.0,10.0,ENFJ
37.0,15.0,6.0,15.0,12.0,19.0,4.0,12.0,10.0,ENFJ
38.0,12.0,9.0,15.0,12.0,22.0,1.0,10.0,12.0,ENFP
39.0,12.0,9.0,16.0,10.0,20.0,4.0,11.0,11.0,ENFP
40.0,15.0,6.0,13.0,13.0,21.0,3.0,10.0,12.0,ESFP
