num_of_cycles,E,I,N,S,F,T,J,P,MBTI
1.0,1.0,20.0,7.0,20.0,1.0,22.0,10.0,12.0,ISTP
2.0,0.0,21.0,5.0,22.0,1.0,22.0,10.0,12.0,ISTP
3.0,1.0,20.0,6.0,21.0,2.0,21.0,11.0,11.0,ISTP
4.0,1.0,20.0,8.0,19.0,1.0,22.0,8.0,14.0,ISTP
5.0,1.0,20.0,7.0,20.0,2.0,21.0,10.0,12.0,ISTP
6.0,1.0,20.0,4.0,23.0,3.0,20.0,9.0,13.0,ISTP
7.0,1.0,20.0,7.0,20.0,2.0,21.0,9.0,13.0,ISTP
8.0,1.0,20.0,6.0,21.0,1.0,22.0,9.0,13.0,ISTP
9.0,1.0,20.0,7.0,20.0,2.0,21.0,10.0,12.0,ISTP
10.0,0.0,21.0,7.0,20.0,4.0,19.0,10.0,12.0,ISTP
11.0,1.0,20.0,7.0,20.0,1.0,22.0,9.0,13.0,ISTP
12.0,1.0,20.0,7.0,20.0,0.0,23.0,11.0,11.0,ISTP
13.0,1.0,20.0,7.0,20.0,2.0,21.0,9.0,13.0,ISTP
14.0,1.0,20.0,6.0,21.0,2.0,21.0,9.0,13.0,ISTP
15.0,1.0,20.0,6.0,21.0,3.0,20.0,9.0,13.0,ISTP
16.0,1.0,20.0,10.0,17.0,2.0,21.0,10.0,12.0,ISTP
17.0,1.0,20.0,7.0,20.0,1.0,22.0,10.0,12.0,ISTP
18.0,0.0,21.0,6.0,21.0,1.0,22.0,9.0,13.0,ISTP
19.0,1.0,20.0,9.0,18.0,2.0,21.0,9.0,13.0,ISTP
20.0,1.0,20.0,7.0,20.0,2.0,21.0,9.0,13.0,ISTP
21.0,1.0,20.0,8.0,19.0,1.0,22.0,10.0,12.0,ISTP
22.0,1.0,20.0,7.0,20.0,2.0,21.0,8.0,14.0,ISTP
23.0,1.0,20.0,8.0,19.0,2.0,21.0,8.0,14.0,ISTP
24.0,0.0,21.0,7.0,20.0,1.0,22.0,10.0,12.0,ISTP
25.0,1.0,20.0,5.0,22.0,2.0,21.0,9.0,13.0,ISTP
26.0,1.0,20.0,6.0,21.0,2.0,21.0,9.0,13.0,ISTP
27.0,0.0,21.0,7.0,20.0,2.0,21.0,10.0,12.0,ISTP
28.0,1.0,20.0,9.0,18.0,3.0,20.0,9.0,13.0,ISTP
29.0,1.0,20.0,6.0,21.0,1.0,22.0,9.0,13.0,ISTP
30.0,1.0,20.0,7.0,20.0,1.0,22.0,8.0,14.0,ISTP
31.0,1.0,20.0,7.0,20.0,0.0,23.0,10.0,12.0,ISTP
32.0,1.0,20.0,8.0,19.0,2.0,21.0,10.0,12.0,ISTP
33.0,1.0,20.0,8.0,19.0,2.0,21.0,11.0,11.0,ISTP
34.0,1.0,20.0,8.0,19.0,1.0,22.0,10.0,12.0,ISTP
35.0,1.0,20.0,7.0,20.0,2.0,21.0,10.0,12.0,ISTP
36.0,1.0,20.0,7.0,20.0,1.0,22.0,9.0,13.0,ISTP
37.0,1.0,20.0,4.0,23.0,1.0,22.0,10.0,12.0,ISTP
38.0,1.0,20.0,8.0,19.0,1.0,22.0,10.0,12.0,ISTP
39.0,0.0,21.0,6.0,21.0,2.0,21.0,9.0,13.0,ISTP
40.0,1.0,20.0,8.0,19.0,1.0,22.0,10.0,12.0,ISTP
41.0,0.0,21.0,8.0,19.0,1.0,22.0,9.0,13.0,ISTP
42.0,1.0,20.0,8.0,19.0,0.0,23.0,10.0,12.0,ISTP
43.0,1.0,20.0,8.0,19.0,0.0,23.0,9.0,13.0,ISTP
44.0,1.0,20.0,5.0,22.0,1.0,22.0,9.0,13.0,ISTP
45.0,1.0,20.0,7.0,20.0,2.0,21.0,9.0,13.0,ISTP
46.0,1.0,20.0,8.0,19.0,2.0,21.0,9.0,13.0,ISTP
47.0,1.0,20.0,7.0,20.0,2.0,21.0,11.0,11.0,ISTP
48.0,1.0,20.0,7.0,20.0,3.0,20.0,9.0,13.0,ISTP
49.0,1.0,20.0,9.0,18.0,4.0,19.0,9.0,13.0,ISTP
50.0,1.0,20.0,6.0,21.0,1.0,22.0,8.0,14.0,ISTP
51.0,1.0,20.0,6.0,21.0,1.0,22.0,10.0,12.0,ISTP
52.0,1.0,20.0,8.0,19.0,1.0,22.0,9.0,13.0,ISTP
53.0,1.0,20.0,7.0,20.0,2.0,21.0,10.0,12.0,ISTP
54.0,1.0,20.0,7.0,20.0,2.0,21.0,10.0,12.0,ISTP
55.0,1.0,20.0,8.0,19.0,1.0,22.0,10.0,12.0,ISTP
56.0,1.0,20.0,8.0,19.0,2.0,21.0,10.0,12.0,ISTP
57.0,1.0,20.0,7.0,20.0,3.0,20.0,9.0,13.0,ISTP
58.0,1.0,20.0,7.0,20.0,3.0,20.0,11.0,11.0,ISTP
59.0,1.0,20.0,7.0,20.0,2.0,21.0,9.0,13.0,ISTP
60.0,0.0,21.0,7.0,20.0,4.0,19.0,9.0,13.0,ISTP
61.0,1.0,20.0,6.0,21.0,2.0,21.0,9.0,13.0,ISTP
62.0,1.0,20.0,6.0,21.0,2.0,21.0,9.0,13.0,ISTP
63.0,0.0,21.0,8.0,19.0,1.0,22.0,9.0,13.0,ISTP
64.0,1.0,20.0,8.0,19.0,3.0,20.0,10.0,12.0,ISTP
65.0,1.0,20.0,6.0,21.0,5.0,18.0,8.0,14.0,ISTP
66.0,1.0,20.0,7.0,20.0,5.0,18.0,10.0,12.0,ISTP
67.0,1.0,20.0,5.0,22.0,1.0,22.0,10.0,12.0,ISTP
68.0,1.0,20.0,6.0,21.0,3.0,20.0,8.0,14.0,ISTP
69.0,1.0,20.0,10.0,17.0,1.0,22.0,10.0,12.0,ISTP
70.0,0.0,21.0,8.0,19.0,0.0,23.0,11.0,11.0,ISTP
71.0,1.0,20.0,6.0,21.0,0.0,23.0,8.0,14.0,ISTP
72.0,1.0,20.0,7.0,20.0,2.0,21.0,9.0,13.0,ISTP
73.0,1.0,20.0,6.0,21.0,2.0,21.0,10.0,12.0,ISTP
74.0,1.0,20.0,7.0,20.0,2.0,21.0,10.0,12.0,ISTP
75.0,1.0,20.0,8.0,19.0,4.0,19.0,9.0,13.0,ISTP
76.0,0.0,21.0,7.0,20.0,2.0,21.0,10.0,12.0,ISTP
77.0,1.0,20.0,7.0,20.0,2.0,21.0,10.0,12.0,ISTP
78.0,0.0,21.0,7.0,20.0,1.0,22.0,9.0,13.0,ISTP
79.0,1.0,20.0,7.0,20.0,1.0,22.0,10.0,12.0,ISTP
80.0,1.0,20.0,6.0,21.0,1.0,22.0,10.0,12.0,ISTP
81.0,1.0,20.0,7.0,20.0,3.0,20.0,10.0,12.0,ISTP
82.0,0.0,21.0,8.0,19.0,2.0,21.0,9.0,13.0,ISTP
83.0,1.0,20.0,8.0,19.0,2.0,21.0,10.0,12.0,ISTP
84.0,0.0,21.0,7.0,20.0,3.0,20.0,10.0,12.0,ISTP
85.0,1.0,20.0,7.0,20.0,2.0,21.0,9.0,13.0,ISTP
86.0,1.0,20.0,8.0,19.0,1.0,22.0,10.0,12.0,ISTP
87.0,1.0,20.0,8.0,19.0,1.0,22.0,9.0,13.0,ISTP
88.0,1.0,20.0,6.0,21.0,1.0,22.0,9.0,13.0,ISTP
89.0,1.0,20.0,8.0,19.0,4.0,19.0,9.0,13.0,ISTP
90.0,1.0,20.0,8.0,19.0,2.0,21.0,9.0,13.0,ISTP
91.0,1.0,20.0,7.0,20.0,2.0,21.0,10.0,12.0,ISTP
92.0,1.0,20.0,7.0,20.0,2.0,21.0,9.0,13.0,ISTP
93.0,1.0,20.0,10.0,17.0,4.0,19.0,9.0,13.0,ISTP
94.0,1.0,20.0,8.0,19.0,2.0,21.0,10.0,12.0,ISTP
95.0,1.0,20.0,6.0,21.0,1.0,22.0,9.0,13.0,ISTP
96.0,0.0,21.0,5.0,22.0,2.0,21.0,9.0,13.0,ISTP
97.0,1.0,20.0,8.0,19.0,0.0,23.0,10.0,12.0,ISTP
98.0,1.0,20.0,4.0,23.0,1.0,22.0,9.0,13.0,ISTP
99.0,1.0,20.0,8.0,19.0,3.0,20.0,11.0,11.0,ISTP
100.0,1.0,20.0,6.0,21.0,2.0,21.0,9.0,13.0,ISTP
,85.0,2015.0,704.0,1996.0,182.0,2118.0,946.0,1254.0,
