Cycle,Code,Role,Values
1,ESTJ-A,Executive,"[58, 10, 69, 67, 71]"
2,ESTJ-A,Executive,"[53, 10, 69, 68, 61]"
3,ESTJ-A,Executive,"[51, 9, 71, 67, 67]"
4,ESTJ-A,Executive,"[60, 4, 63, 72, 68]"
5,ESTJ-A,Executive,"[60, 9, 76, 72, 65]"
6,ESTJ-A,Executive,"[58, 3, 78, 68, 65]"
7,ESTJ-A,Executive,"[57, 10, 74, 69, 65]"
8,ESTJ-A,Executive,"[51, 0, 68, 69, 64]"
9,ESTJ-A,Executive,"[57, 0, 72, 74, 74]"
10,ISTJ-A,Logistician,"[49, 9, 72, 75, 61]"
11,ESTJ-A,Executive,"[56, 10, 71, 63, 63]"
12,ESTJ-A,Executive,"[57, 6, 68, 69, 64]"
13,ESTJ-A,Executive,"[61, 4, 67, 75, 67]"
14,ESTJ-A,Executive,"[63, 10, 68, 67, 65]"
15,ESTJ-A,Executive,"[54, 9, 68, 68, 67]"
16,ESTJ-A,Executive,"[58, 4, 65, 67, 68]"
17,ESTJ-A,Executive,"[57, 4, 69, 68, 64]"
18,ESTJ-A,Executive,"[51, 6, 72, 71, 68]"
19,ESTJ-A,Executive,"[53, 2, 74, 67, 65]"
20,ESTJ-A,Executive,"[54, 6, 76, 67, 64]"
21,ESTJ-A,Executive,"[56, 4, 71, 74, 63]"
22,ESTJ-A,Executive,"[53, 0, 71, 68, 58]"
23,ESTJ-A,Executive,"[56, 3, 72, 78, 61]"
24,ESTJ-A,Executive,"[56, 0, 68, 63, 63]"
25,ESTJ-A,Executive,"[58, 7, 74, 71, 72]"
26,ESTJ-A,Executive,"[56, 9, 67, 69, 65]"
27,ESTJ-A,Executive,"[53, 2, 68, 64, 71]"
28,ISTJ-A,Logistician,"[49, 0, 74, 74, 67]"
29,ISTJ-A,Logistician,"[47, 9, 72, 65, 72]"
30,ESTJ-A,Executive,"[57, 7, 65, 67, 64]"
31,ESTJ-A,Executive,"[60, 7, 75, 71, 67]"
32,ESTJ-A,Executive,"[53, 3, 74, 75, 69]"
33,ISTJ-A,Logistician,"[49, 2, 74, 69, 64]"
34,ESTJ-A,Executive,"[51, 2, 67, 64, 63]"
35,ESTJ-A,Executive,"[51, 0, 72, 74, 68]"
36,ESTJ-A,Executive,"[56, 11, 65, 67, 65]"
37,ESTJ-A,Executive,"[56, 13, 72, 69, 71]"
38,ESTJ-A,Executive,"[56, 4, 75, 65, 69]"
39,ESTJ-A,Executive,"[57, 2, 67, 76, 65]"
40,ISTJ-A,Logistician,"[49, 9, 64, 75, 64]"
41,ESTJ-A,Executive,"[53, 9, 71, 72, 61]"
42,ESTJ-A,Executive,"[54, 7, 67, 76, 63]"
43,ESTJ-A,Executive,"[57, 10, 69, 74, 69]"
44,ESTJ-A,Executive,"[60, 3, 71, 68, 61]"
45,ESTJ-A,Executive,"[54, 7, 71, 68, 60]"
46,ESTJ-A,Executive,"[53, 4, 81, 71, 67]"
47,ESTJ-A,Executive,"[57, 17, 75, 72, 65]"
48,ESTJ-A,Executive,"[56, 9, 69, 68, 60]"
49,ESTJ-A,Executive,"[54, 3, 68, 67, 63]"
50,ISTJ-A,Logistician,"[49, 7, 65, 74, 67]"
51,ESTJ-A,Executive,"[53, 2, 65, 64, 65]"
52,ESTJ-A,Executive,"[56, 6, 78, 72, 63]"
53,ESTJ-A,Executive,"[51, 0, 71, 68, 69]"
54,ISTJ-A,Logistician,"[49, 3, 68, 75, 65]"
55,ESTJ-A,Executive,"[61, 6, 68, 72, 54]"
56,ESTJ-A,Executive,"[51, 10, 71, 68, 64]"
57,ESTJ-A,Executive,"[53, 4, 67, 65, 67]"
58,ESTJ-A,Executive,"[54, 0, 65, 71, 64]"
59,ESTJ-A,Executive,"[54, 3, 76, 71, 68]"
60,ESTJ-A,Executive,"[65, 0, 71, 68, 68]"
61,ESTJ-A,Executive,"[58, 2, 74, 68, 64]"
62,ESTJ-A,Executive,"[53, 7, 71, 68, 68]"
63,ESTJ-A,Executive,"[51, 11, 71, 72, 61]"
64,ESTJ-A,Executive,"[61, 3, 68, 75, 69]"
65,ESTJ-A,Executive,"[53, 16, 76, 71, 64]"
66,ISTJ-A,Logistician,"[49, 9, 68, 75, 65]"
67,ESTJ-A,Executive,"[56, 2, 65, 71, 67]"
68,ESTJ-A,Executive,"[56, 0, 68, 78, 65]"
69,ESTJ-A,Executive,"[63, 9, 74, 82, 71]"
70,ESTJ-A,Executive,"[60, 3, 69, 72, 64]"
71,ESTJ-A,Executive,"[53, 4, 74, 74, 64]"
72,ESTJ-A,Executive,"[58, 6, 75, 75, 64]"
73,ESTJ-A,Executive,"[57, 11, 71, 71, 68]"
74,ESTJ-A,Executive,"[58, 4, 79, 81, 63]"
75,ESTJ-A,Executive,"[53, 13, 65, 74, 58]"
76,ISTJ-A,Logistician,"[47, 9, 69, 71, 75]"
77,ESTJ-A,Executive,"[57, 11, 72, 64, 58]"
78,ESTJ-A,Executive,"[56, 13, 72, 74, 67]"
79,ESTJ-A,Executive,"[56, 6, 72, 65, 65]"
80,ESTJ-A,Executive,"[54, 6, 67, 68, 67]"
81,ESTJ-A,Executive,"[57, 7, 64, 64, 68]"
82,ESTJ-A,Executive,"[56, 3, 72, 71, 64]"
83,ESTJ-A,Executive,"[51, 4, 71, 65, 67]"
84,ESTJ-A,Executive,"[61, 10, 67, 67, 65]"
85,ISTJ-A,Logistician,"[49, 3, 71, 64, 61]"
86,ESTJ-A,Executive,"[51, 4, 72, 67, 65]"
87,ESTJ-A,Executive,"[57, 6, 69, 71, 67]"
88,ESTJ-A,Executive,"[58, 6, 71, 71, 63]"
89,ESTJ-A,Executive,"[57, 4, 69, 68, 58]"
90,ESTJ-A,Executive,"[53, 10, 65, 72, 67]"
91,ESTJ-A,Executive,"[54, 0, 68, 76, 58]"
92,ESTJ-A,Executive,"[54, 9, 71, 65, 57]"
93,ESTJ-A,Executive,"[57, 3, 69, 71, 63]"
94,ESTJ-A,Executive,"[58, 6, 74, 67, 63]"
95,ESTJ-A,Executive,"[58, 4, 79, 68, 63]"
96,ESTJ-A,Executive,"[58, 6, 82, 60, 69]"
97,ISTJ-A,Logistician,"[46, 13, 74, 75, 67]"
98,ESTJ-A,Executive,"[56, 10, 72, 76, 57]"
99,ESTJ-A,Executive,"[51, 9, 72, 76, 58]"
100,ESTJ-A,Executive,"[57, 7, 75, 74, 60]"
