Cycle,Code,Role,Values
1,ESFJ-A,Consul,"[58, 18, 28, 61, 64]"
2,ESFJ-A,Consul,"[61, 16, 28, 63, 57]"
3,ESFJ-A,Consul,"[57, 17, 25, 67, 64]"
4,ESFJ-A,Consul,"[58, 17, 22, 67, 57]"
5,ESFJ-A,Consul,"[64, 16, 26, 65, 60]"
6,ESFJ-T,Consul,"[54, 10, 29, 75, 49]"
7,ESFJ-A,Consul,"[56, 18, 31, 67, 61]"
8,ESFJ-A,Consul,"[57, 21, 22, 69, 56]"
9,ESFJ-A,Consul,"[63, 7, 28, 71, 56]"
10,ESFJ-A,Consul,"[60, 14, 25, 71, 54]"
11,ESFJ-A,Consul,"[60, 16, 22, 71, 60]"
12,ESFJ-A,Consul,"[61, 21, 29, 67, 64]"
13,ESFJ-A,Consul,"[61, 11, 29, 74, 57]"
14,ESFJ-A,Consul,"[54, 16, 25, 63, 57]"
15,ESFJ-A,Consul,"[51, 14, 24, 67, 57]"
16,ESFJ-A,Consul,"[58, 14, 19, 78, 60]"
17,ESFJ-A,Consul,"[54, 18, 31, 68, 58]"
18,ESFJ-A,Consul,"[57, 17, 25, 67, 61]"
19,ESFJ-A,Consul,"[65, 11, 26, 71, 54]"
20,ESFJ-A,Consul,"[61, 7, 28, 68, 54]"
21,ESFJ-A,Consul,"[58, 13, 31, 74, 53]"
22,ESFJ-T,Consul,"[53, 17, 26, 68, 49]"
23,ESFJ-T,Consul,"[61, 18, 28, 72, 49]"
24,ESFJ-A,Consul,"[65, 16, 32, 68, 53]"
25,ESFJ-A,Consul,"[56, 17, 22, 67, 54]"
26,ESFJ-A,Consul,"[51, 13, 26, 65, 54]"
27,ESFJ-A,Consul,"[58, 6, 33, 63, 68]"
28,ESFJ-A,Consul,"[56, 20, 29, 65, 65]"
29,ESFJ-A,Consul,"[53, 14, 28, 67, 63]"
30,ESFJ-A,Consul,"[61, 14, 31, 61, 57]"
31,ESFJ-A,Consul,"[56, 17, 26, 64, 57]"
32,ESFJ-A,Consul,"[58, 13, 26, 71, 58]"
33,ESFJ-A,Consul,"[54, 16, 26, 69, 58]"
34,ESFJ-A,Consul,"[57, 11, 22, 69, 53]"
35,ESFJ-A,Consul,"[63, 3, 24, 69, 56]"
36,ESFJ-A,Consul,"[51, 17, 19, 69, 64]"
37,ESFJ-A,Consul,"[68, 22, 25, 72, 57]"
38,ESFJ-A,Consul,"[61, 14, 26, 79, 64]"
39,ESFJ-A,Consul,"[56, 9, 25, 71, 53]"
40,ESFJ-A,Consul,"[60, 14, 26, 74, 60]"
41,ESFJ-A,Consul,"[60, 18, 31, 67, 61]"
42,ESFJ-A,Consul,"[58, 16, 28, 68, 54]"
43,ESFJ-A,Consul,"[61, 16, 29, 71, 58]"
44,ESFJ-A,Consul,"[56, 14, 26, 81, 58]"
45,ESFJ-A,Consul,"[61, 14, 24, 75, 54]"
46,ESFJ-A,Consul,"[61, 20, 24, 74, 51]"
47,ESFJ-A,Consul,"[64, 24, 24, 68, 57]"
48,ESFJ-A,Consul,"[61, 25, 25, 69, 58]"
49,ESFJ-A,Consul,"[58, 18, 28, 65, 65]"
50,ESFJ-A,Consul,"[58, 22, 24, 74, 58]"
51,ESFJ-A,Consul,"[68, 14, 24, 69, 63]"
52,ESFJ-A,Consul,"[57, 14, 25, 65, 60]"
53,ESFJ-A,Consul,"[64, 13, 18, 74, 56]"
54,ESFJ-A,Consul,"[58, 16, 21, 75, 57]"
55,ESFJ-A,Consul,"[57, 10, 26, 76, 51]"
56,ESFJ-A,Consul,"[64, 16, 25, 67, 63]"
57,ESFJ-A,Consul,"[56, 27, 24, 74, 57]"
58,ESFJ-A,Consul,"[56, 14, 29, 68, 64]"
59,ISFJ-T,Defender,"[49, 21, 29, 63, 49]"
60,ESFJ-A,Consul,"[65, 20, 31, 72, 61]"
61,ESFJ-A,Consul,"[63, 21, 22, 64, 53]"
62,ESFJ-A,Consul,"[56, 20, 26, 61, 57]"
63,ESFJ-A,Consul,"[60, 20, 24, 63, 63]"
64,ESFJ-A,Consul,"[57, 14, 25, 69, 53]"
65,ESFJ-A,Consul,"[60, 14, 28, 69, 58]"
66,ESFJ-A,Consul,"[56, 16, 24, 65, 56]"
67,ESFJ-A,Consul,"[57, 22, 28, 69, 54]"
68,ESFJ-A,Consul,"[56, 16, 25, 72, 51]"
69,ESFJ-A,Consul,"[60, 22, 28, 63, 57]"
70,ESFJ-T,Consul,"[53, 20, 22, 76, 49]"
71,ESFJ-A,Consul,"[58, 21, 29, 67, 60]"
72,ESFJ-A,Consul,"[60, 13, 26, 71, 54]"
73,ESFJ-A,Consul,"[56, 13, 31, 75, 57]"
74,ESFJ-A,Consul,"[68, 16, 29, 68, 60]"
75,ESFJ-T,Consul,"[54, 22, 31, 71, 49]"
76,ESFJ-A,Consul,"[58, 20, 28, 69, 54]"
77,ESFJ-A,Consul,"[60, 14, 28, 67, 57]"
