Cycle,Code,Role,Values
1,ENFJ-A,Protagonist,"[58, 53, 22, 58, 63]"
2,ESFJ-A,Consul,"[56, 43, 31, 65, 54]"
3,ESFJ-A,Consul,"[60, 39, 29, 61, 65]"
4,ESFJ-A,Consul,"[63, 41, 25, 58, 61]"
5,ESFJ-A,Consul,"[63, 39, 21, 61, 57]"
6,ESFJ-A,Consul,"[61, 42, 31, 56, 57]"
7,ESFJ-A,Consul,"[61, 47, 24, 54, 56]"
8,ESFJ-A,Consul,"[58, 47, 32, 63, 56]"
9,ESFJ-A,Consul,"[61, 46, 24, 63, 60]"
10,ESFJ-A,Consul,"[58, 46, 29, 58, 56]"
11,ESFJ-A,Consul,"[57, 42, 26, 64, 51]"
12,ESFJ-A,Consul,"[57, 47, 31, 65, 51]"
13,ESFJ-T,Consul,"[61, 41, 28, 56, 49]"
14,ESFJ-A,Consul,"[51, 45, 26, 65, 61]"
15,ESFJ-A,Consul,"[64, 47, 31, 69, 57]"
16,ENFJ-A,Protagonist,"[60, 51, 28, 64, 61]"
17,ENFJ-A,Protagonist,"[58, 51, 28, 60, 69]"
18,ESFJ-A,Consul,"[61, 36, 32, 53, 53]"
19,ESFJ-A,Consul,"[60, 43, 29, 64, 64]"
20,ESFJ-A,Consul,"[58, 38, 31, 54, 56]"
21,ESFJ-A,Consul,"[57, 46, 35, 63, 58]"
22,ESFJ-A,Consul,"[61, 45, 35, 61, 58]"
23,ESFJ-A,Consul,"[61, 46, 24, 56, 60]"
24,ESFJ-A,Consul,"[67, 41, 25, 64, 61]"
25,ESFJ-A,Consul,"[56, 34, 29, 63, 58]"
26,ESFJ-A,Consul,"[63, 35, 31, 56, 57]"
27,ESFJ-A,Consul,"[58, 39, 25, 64, 56]"
28,ESFJ-A,Consul,"[61, 43, 33, 64, 54]"
29,ESFJ-A,Consul,"[63, 47, 29, 64, 56]"
30,ENFJ-A,Protagonist,"[57, 53, 25, 53, 56]"
31,ESFP-A,Entertainer,"[54, 45, 29, 49, 54]"
32,ESFJ-A,Consul,"[58, 41, 33, 57, 53]"
33,ESFJ-A,Consul,"[54, 46, 33, 53, 61]"
34,ESFJ-A,Consul,"[58, 46, 22, 68, 57]"
35,ESFJ-A,Consul,"[58, 39, 28, 53, 65]"
36,ESFJ-A,Consul,"[58, 46, 29, 67, 60]"
37,ESFJ-A,Consul,"[57, 29, 31, 63, 58]"
38,ESFJ-A,Consul,"[63, 41, 18, 56, 64]"
39,ENFJ-A,Protagonist,"[64, 52, 37, 57, 54]"
40,ESFJ-A,Consul,"[58, 43, 32, 63, 57]"
41,ESFJ-A,Consul,"[51, 46, 36, 57, 60]"
42,ESFJ-A,Consul,"[56, 29, 29, 63, 54]"
43,ESFJ-A,Consul,"[57, 32, 32, 65, 53]"
44,ESFJ-A,Consul,"[68, 47, 25, 65, 51]"
45,ESFJ-A,Consul,"[60, 43, 26, 64, 53]"
46,ESFJ-A,Consul,"[58, 35, 26, 51, 64]"
47,ESFJ-A,Consul,"[60, 48, 31, 65, 57]"
48,ESFJ-A,Consul,"[60, 42, 26, 60, 57]"
49,ENFJ-A,Protagonist,"[64, 52, 22, 61, 56]"
50,ESFJ-A,Consul,"[54, 39, 25, 69, 69]"
51,ESFJ-T,Consul,"[57, 48, 29, 63, 49]"
52,ESFJ-A,Consul,"[67, 45, 31, 64, 56]"
53,ESFJ-T,Consul,"[60, 36, 28, 68, 49]"
54,ESFJ-A,Consul,"[61, 38, 28, 68, 53]"
55,ESFP-A,Entertainer,"[57, 43, 31, 49, 54]"
56,ESFJ-A,Consul,"[58, 46, 28, 71, 57]"
57,ESFJ-A,Consul,"[60, 42, 28, 54, 65]"
58,ESFJ-A,Consul,"[56, 43, 35, 63, 54]"
59,ESFP-A,Entertainer,"[61, 35, 29, 47, 61]"
60,ESFJ-A,Consul,"[61, 47, 29, 61, 53]"
61,ESFJ-A,Consul,"[57, 38, 26, 61, 64]"
62,ESFJ-A,Consul,"[54, 41, 28, 61, 54]"
63,ENFJ-A,Protagonist,"[54, 51, 25, 67, 60]"
64,ESFJ-A,Consul,"[58, 43, 29, 60, 56]"
65,ESFJ-A,Consul,"[60, 45, 26, 65, 53]"
66,ESFJ-A,Consul,"[56, 46, 26, 60, 57]"
67,ESFJ-A,Consul,"[58, 41, 25, 57, 54]"
68,ESFJ-A,Consul,"[67, 45, 24, 63, 63]"
69,ESFJ-A,Consul,"[57, 42, 25, 57, 58]"
70,ESFJ-A,Consul,"[58, 45, 37, 61, 63]"
71,ESFJ-A,Consul,"[56, 43, 28, 56, 58]"
72,ESFJ-A,Consul,"[56, 43, 29, 63, 67]"
73,ESFJ-A,Consul,"[56, 47, 24, 51, 60]"
74,ESFJ-A,Consul,"[61, 43, 22, 68, 57]"
75,ESFJ-A,Consul,"[64, 38, 25, 53, 58]"
76,ESFJ-A,Consul,"[68, 43, 32, 56, 57]"
77,ESFJ-A,Consul,"[56, 43, 24, 64, 61]"
78,ESFJ-A,Consul,"[63, 42, 36, 60, 60]"
79,ESFJ-A,Consul,"[58, 42, 22, 65, 60]"
80,ESFJ-A,Consul,"[63, 42, 35, 64, 56]"
81,ESFJ-A,Consul,"[60, 35, 28, 60, 64]"
82,ESFJ-A,Consul,"[61, 46, 25, 63, 58]"
83,ESFJ-A,Consul,"[58, 42, 31, 65, 58]"
84,ESFJ-A,Consul,"[64, 45, 35, 61, 57]"
85,ESFJ-A,Consul,"[58, 42, 29, 60, 58]"
86,ESFJ-A,Consul,"[63, 48, 29, 65, 56]"
87,ESFJ-A,Consul,"[58, 45, 29, 60, 67]"
88,ESFJ-A,Consul,"[57, 46, 35, 61, 68]"
89,ESFJ-A,Consul,"[69, 41, 31, 58, 53]"
90,ESFJ-A,Consul,"[65, 39, 24, 60, 56]"
91,ESFJ-A,Consul,"[60, 46, 25, 63, 54]"
92,ENFJ-A,Protagonist,"[57, 53, 26, 57, 61]"
93,ESFJ-A,Consul,"[57, 46, 31, 63, 57]"
94,ESFJ-T,Consul,"[57, 34, 32, 64, 49]"
95,ESFJ-A,Consul,"[60, 47, 33, 64, 60]"
96,ENFJ-A,Protagonist,"[57, 51, 26, 64, 58]"
97,ESFJ-A,Consul,"[61, 47, 31, 51, 60]"
98,ESFJ-A,Consul,"[57, 45, 21, 54, 56]"
99,ESFJ-A,Consul,"[54, 43, 32, 58, 60]"
100,ESFJ-A,Consul,"[63, 41, 25, 67, 63]"
