Cycle,Code,Role,Values
1,ESTP-A,Entrepreneur,"[51, 20, 74, 42, 67]"
2,ESTP-A,Entrepreneur,"[57, 14, 82, 46, 67]"
3,ESTP-A,Entrepreneur,"[56, 18, 71, 40, 61]"
4,ESTP-A,Entrepreneur,"[54, 20, 72, 39, 69]"
5,ESTP-A,Entrepreneur,"[58, 14, 81, 47, 65]"
6,ESTP-A,Entrepreneur,"[53, 13, 76, 46, 61]"
7,ESTP-A,Entrepreneur,"[51, 13, 75, 43, 60]"
8,ESTP-A,Entrepreneur,"[57, 9, 72, 40, 75]"
9,ESTP-A,Entrepreneur,"[56, 17, 78, 44, 71]"
10,ESTP-A,Entrepreneur,"[56, 21, 74, 43, 67]"
11,ESTJ-A,Executive,"[57, 14, 78, 51, 58]"
12,ESTP-A,Entrepreneur,"[60, 7, 76, 49, 67]"
13,ESTP-A,Entrepreneur,"[61, 18, 72, 39, 67]"
14,ESTP-A,Entrepreneur,"[56, 14, 75, 44, 75]"
15,ESTP-A,Entrepreneur,"[64, 17, 72, 37, 68]"
16,ESTP-A,Entrepreneur,"[60, 7, 78, 36, 58]"
17,ESTP-A,Entrepreneur,"[57, 14, 88, 42, 63]"
18,ESTP-A,Entrepreneur,"[60, 10, 72, 47, 58]"
19,ESTP-A,Entrepreneur,"[61, 14, 72, 46, 74]"
20,ESTP-A,Entrepreneur,"[54, 18, 69, 40, 72]"
21,ESTP-A,Entrepreneur,"[65, 17, 74, 43, 71]"
22,ESTP-A,Entrepreneur,"[57, 14, 74, 39, 68]"
23,ESTP-A,Entrepreneur,"[67, 13, 79, 42, 68]"
24,ESTP-A,Entrepreneur,"[54, 18, 75, 40, 67]"
25,ISTP-A,Virtuoso,"[47, 13, 74, 32, 67]"
26,ESTP-A,Entrepreneur,"[56, 11, 68, 46, 64]"
27,ESTP-A,Entrepreneur,"[68, 18, 75, 39, 64]"
28,ESTP-A,Entrepreneur,"[61, 14, 74, 44, 65]"
29,ESTP-A,Entrepreneur,"[54, 20, 75, 43, 60]"
30,ISTP-A,Virtuoso,"[49, 24, 76, 37, 64]"
31,ESTP-A,Entrepreneur,"[58, 11, 81, 46, 71]"
32,ESTP-A,Entrepreneur,"[53, 13, 75, 32, 76]"
33,ESTP-A,Entrepreneur,"[63, 11, 74, 39, 64]"
34,ESTJ-A,Executive,"[60, 9, 72, 51, 85]"
35,ESTP-A,Entrepreneur,"[56, 13, 79, 49, 68]"
36,ESTP-A,Entrepreneur,"[56, 14, 75, 36, 68]"
37,ESTP-A,Entrepreneur,"[57, 17, 75, 46, 64]"
38,ESTP-A,Entrepreneur,"[58, 9, 75, 46, 68]"
39,ESTP-A,Entrepreneur,"[58, 10, 76, 49, 69]"
40,ESTP-A,Entrepreneur,"[63, 14, 72, 46, 65]"
41,ESTP-A,Entrepreneur,"[57, 20, 72, 49, 69]"
42,ESTP-A,Entrepreneur,"[64, 24, 75, 44, 81]"
43,ESTP-A,Entrepreneur,"[57, 16, 78, 35, 72]"
44,ESTP-A,Entrepreneur,"[61, 16, 83, 42, 68]"
45,ESTP-A,Entrepreneur,"[53, 13, 82, 43, 69]"
46,ESTJ-A,Executive,"[61, 18, 74, 53, 69]"
47,ESTP-A,Entrepreneur,"[56, 11, 75, 43, 72]"
48,ESTP-A,Entrepreneur,"[60, 17, 71, 44, 72]"
49,ESTP-A,Entrepreneur,"[61, 16, 76, 37, 68]"
50,ISTP-A,Virtuoso,"[46, 14, 74, 49, 65]"
51,ESTP-A,Entrepreneur,"[65, 11, 74, 40, 65]"
52,ESTP-A,Entrepreneur,"[51, 11, 72, 40, 74]"
53,ESTP-A,Entrepreneur,"[63, 20, 74, 44, 72]"
54,ESTJ-A,Executive,"[57, 18, 76, 51, 78]"
55,ESTP-A,Entrepreneur,"[56, 17, 72, 43, 68]"
56,ESTP-A,Entrepreneur,"[61, 13, 78, 49, 60]"
57,ESTP-A,Entrepreneur,"[63, 16, 72, 43, 71]"
58,ESTP-A,Entrepreneur,"[51, 18, 83, 42, 75]"
59,ESTP-A,Entrepreneur,"[61, 9, 83, 44, 72]"
60,ESTP-A,Entrepreneur,"[61, 14, 72, 43, 65]"
61,ESTP-A,Entrepreneur,"[60, 20, 76, 43, 71]"
62,ESTP-A,Entrepreneur,"[61, 6, 75, 44, 71]"
63,ESTP-A,Entrepreneur,"[56, 20, 74, 40, 64]"
64,ESTP-A,Entrepreneur,"[51, 7, 71, 43, 68]"
65,ESTP-A,Entrepreneur,"[58, 22, 72, 37, 60]"
66,ESTP-A,Entrepreneur,"[63, 7, 71, 36, 69]"
