Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[6, 38, 53, 47, 53]"
2,ISFJ-A,Defender,"[0, 34, 46, 53, 65]"
3,ISFP-A,Adventurer,"[3, 36, 46, 49, 54]"
4,ISFJ-A,Defender,"[1, 39, 39, 58, 63]"
5,ISFP-A,Adventurer,"[0, 32, 39, 49, 54]"
6,ISFJ-T,Defender,"[3, 31, 43, 61, 49]"
7,ISFP-A,Adventurer,"[0, 43, 43, 49, 54]"
8,ISFP-A,Adventurer,"[0, 41, 43, 47, 54]"
9,ISFP-T,Adventurer,"[3, 42, 33, 44, 46]"
10,ISFJ-A,Defender,"[7, 42, 29, 57, 60]"
11,ISTP-A,Virtuoso,"[0, 43, 51, 44, 56]"
12,ISFP-A,Adventurer,"[0, 42, 47, 49, 54]"
13,ISFP-A,Adventurer,"[0, 35, 49, 44, 60]"
14,INFP-A,Mediator,"[0, 52, 33, 46, 53]"
15,ISFP-T,Adventurer,"[3, 43, 43, 46, 49]"
16,ISFJ-A,Defender,"[0, 48, 40, 51, 53]"
17,ISFJ-T,Defender,"[6, 42, 43, 60, 49]"
18,ISFJ-T,Defender,"[6, 42, 36, 54, 49]"
19,ISFP-A,Adventurer,"[6, 35, 46, 43, 60]"
20,ISFJ-T,Defender,"[6, 46, 47, 53, 47]"
21,ISFJ-A,Defender,"[7, 38, 47, 53, 51]"
22,ISFP-A,Adventurer,"[0, 38, 44, 49, 61]"
23,ISFP-A,Adventurer,"[8, 36, 46, 46, 56]"
24,ISFP-A,Adventurer,"[6, 41, 46, 49, 58]"
25,ISFJ-T,Defender,"[1, 41, 31, 57, 49]"
26,ISFJ-T,Defender,"[1, 36, 43, 57, 46]"
27,ISFJ-T,Defender,"[6, 46, 40, 54, 47]"
28,INFP-T,Mediator,"[6, 52, 49, 49, 49]"
29,ISFP-A,Adventurer,"[11, 45, 47, 44, 56]"
30,ISFP-A,Adventurer,"[7, 41, 47, 49, 57]"
31,ISFJ-A,Defender,"[0, 45, 44, 64, 51]"
32,ISFJ-A,Defender,"[0, 34, 49, 57, 54]"
33,ISFP-A,Adventurer,"[10, 36, 39, 49, 58]"
34,ISFP-T,Adventurer,"[1, 39, 42, 44, 49]"
35,ISFJ-A,Defender,"[1, 46, 36, 58, 53]"
36,ISFJ-T,Defender,"[8, 39, 46, 57, 44]"
37,ISFJ-A,Defender,"[1, 38, 49, 54, 53]"
38,ISFP-T,Adventurer,"[10, 42, 40, 49, 43]"
39,ISTJ-A,Logistician,"[0, 39, 51, 57, 53]"
40,ISFP-T,Adventurer,"[1, 45, 47, 49, 47]"
41,ISFJ-A,Defender,"[7, 48, 42, 57, 56]"
42,ISFP-A,Adventurer,"[4, 46, 36, 44, 60]"
43,ISFJ-T,Defender,"[0, 41, 36, 54, 49]"
44,ISFJ-A,Defender,"[4, 43, 47, 53, 58]"
45,ISFJ-A,Defender,"[0, 36, 46, 51, 51]"
46,ISFJ-A,Defender,"[4, 41, 37, 51, 53]"
47,ISFJ-A,Defender,"[4, 41, 49, 56, 57]"
48,ISFP-A,Adventurer,"[8, 34, 36, 47, 51]"
49,ISFJ-A,Defender,"[7, 38, 32, 61, 54]"
50,ISFP-A,Adventurer,"[6, 36, 44, 49, 58]"
51,ISFJ-T,Defender,"[1, 42, 49, 61, 44]"
52,ISFJ-T,Defender,"[0, 43, 42, 58, 49]"
53,ISFP-T,Adventurer,"[0, 46, 43, 44, 49]"
54,ISFJ-T,Defender,"[3, 41, 39, 57, 49]"
55,ISFJ-A,Defender,"[7, 43, 44, 53, 57]"
56,ISTJ-A,Logistician,"[4, 42, 53, 60, 57]"
57,ISFJ-T,Defender,"[7, 42, 39, 53, 44]"
58,ISFJ-A,Defender,"[0, 39, 40, 56, 51]"
59,ISFP-A,Adventurer,"[0, 42, 37, 49, 51]"
60,ISFJ-A,Defender,"[7, 41, 43, 53, 51]"
61,ISFP-T,Adventurer,"[3, 47, 44, 49, 43]"
62,ISTJ-T,Logistician,"[10, 46, 51, 56, 49]"
63,ISFP-T,Adventurer,"[1, 35, 42, 43, 49]"
64,ISFJ-A,Defender,"[0, 43, 47, 54, 54]"
65,ISFP-A,Adventurer,"[0, 41, 37, 49, 61]"
66,ISFJ-A,Defender,"[0, 45, 39, 54, 64]"
67,ISFP-T,Adventurer,"[8, 42, 43, 49, 49]"
68,ISFJ-A,Defender,"[12, 43, 44, 57, 51]"
69,ISFP-A,Adventurer,"[14, 36, 29, 49, 60]"
70,ISFP-T,Adventurer,"[3, 38, 32, 49, 46]"
71,ISFJ-A,Defender,"[3, 39, 40, 54, 51]"
72,ISFJ-A,Defender,"[12, 39, 40, 53, 53]"
73,ISFP-A,Adventurer,"[0, 39, 49, 46, 57]"
74,ISFJ-A,Defender,"[6, 35, 39, 54, 51]"
75,ISFJ-A,Defender,"[3, 48, 49, 51, 54]"
76,ISFJ-A,Defender,"[14, 46, 43, 53, 51]"
77,ISFJ-A,Defender,"[4, 38, 47, 51, 53]"
78,ISFP-T,Adventurer,"[4, 36, 37, 40, 49]"
79,ISFJ-A,Defender,"[6, 41, 44, 51, 54]"
80,ISFP-A,Adventurer,"[0, 46, 43, 49, 56]"
81,ISFJ-A,Defender,"[1, 39, 43, 58, 57]"
82,ISFP-A,Adventurer,"[1, 36, 36, 47, 56]"
83,ISFP-T,Adventurer,"[4, 41, 36, 49, 44]"
84,ISTJ-T,Logistician,"[3, 42, 56, 60, 49]"
85,ISFP-A,Adventurer,"[10, 35, 40, 44, 56]"
86,ISFJ-A,Defender,"[3, 36, 42, 54, 53]"
87,ISFP-A,Adventurer,"[0, 36, 49, 46, 61]"
88,ISFP-A,Adventurer,"[6, 38, 44, 49, 54]"
89,ISFP-A,Adventurer,"[0, 39, 40, 47, 51]"
90,ISFJ-A,Defender,"[0, 39, 44, 51, 56]"
91,ISFJ-A,Defender,"[4, 42, 42, 51, 51]"
92,ISFJ-T,Defender,"[7, 36, 42, 57, 43]"
93,ISFP-A,Adventurer,"[0, 43, 43, 47, 53]"
94,ISFJ-A,Defender,"[3, 36, 42, 60, 56]"
95,ISFJ-A,Defender,"[6, 42, 43, 51, 60]"
96,ISFP-A,Adventurer,"[1, 38, 39, 49, 58]"
97,ISFJ-A,Defender,"[3, 34, 42, 53, 57]"
98,ISFP-T,Adventurer,"[4, 35, 47, 47, 46]"
99,ISFJ-T,Defender,"[0, 41, 36, 53, 46]"
100,ISFP-A,Adventurer,"[3, 36, 44, 47, 53]"
