Cycle,Code,Role,Values
1,ISFJ-A,Defender,"[4, 20, 29, 72, 56]"
2,ISFJ-A,Defender,"[0, 25, 26, 72, 56]"
3,ISFJ-A,Defender,"[1, 11, 22, 76, 64]"
4,ISFJ-T,Defender,"[0, 16, 22, 75, 47]"
5,ISFJ-A,Defender,"[1, 17, 24, 71, 63]"
6,ISFJ-A,Defender,"[0, 22, 28, 71, 53]"
7,ISFJ-A,Defender,"[4, 17, 31, 71, 60]"
8,ISFJ-A,Defender,"[0, 14, 24, 69, 69]"
9,ISFJ-A,Defender,"[0, 16, 26, 74, 58]"
10,ISFJ-A,Defender,"[3, 17, 26, 72, 63]"
11,ISFJ-A,Defender,"[1, 20, 24, 71, 60]"
12,ISFJ-A,Defender,"[0, 17, 21, 71, 67]"
13,ISFJ-A,Defender,"[4, 13, 25, 72, 56]"
14,ISFJ-A,Defender,"[0, 17, 26, 71, 57]"
15,ISFJ-A,Defender,"[0, 13, 24, 76, 67]"
16,ISFJ-A,Defender,"[0, 10, 25, 72, 63]"
17,ISFJ-A,Defender,"[0, 11, 28, 75, 63]"
18,ISFJ-A,Defender,"[0, 13, 21, 71, 61]"
19,ISFJ-T,Defender,"[6, 17, 21, 71, 49]"
20,ISFJ-A,Defender,"[0, 13, 25, 67, 58]"
21,ISFJ-A,Defender,"[0, 24, 26, 72, 61]"
22,ISFJ-T,Defender,"[0, 14, 28, 76, 49]"
23,ISFJ-A,Defender,"[0, 14, 24, 71, 54]"
24,ISFJ-A,Defender,"[0, 20, 21, 71, 57]"
25,ISFJ-A,Defender,"[1, 13, 25, 67, 53]"
26,ISFJ-A,Defender,"[0, 16, 25, 71, 54]"
27,ISFJ-A,Defender,"[0, 16, 24, 65, 60]"
28,ISFJ-A,Defender,"[1, 14, 26, 75, 53]"
29,ISFJ-A,Defender,"[0, 17, 22, 75, 61]"
30,ISFJ-A,Defender,"[3, 10, 33, 71, 51]"
31,ISFJ-A,Defender,"[1, 17, 31, 74, 56]"
32,ISFJ-A,Defender,"[8, 9, 25, 71, 51]"
33,ISFJ-A,Defender,"[0, 4, 21, 63, 63]"
34,ISFJ-A,Defender,"[1, 21, 24, 68, 58]"
35,ISFJ-A,Defender,"[3, 16, 31, 76, 54]"
36,ISFJ-A,Defender,"[3, 18, 26, 75, 61]"
37,ISFJ-A,Defender,"[0, 9, 17, 68, 56]"
38,ISFJ-A,Defender,"[0, 11, 22, 63, 56]"
39,ISFJ-A,Defender,"[3, 14, 24, 72, 54]"
40,ISFJ-A,Defender,"[0, 6, 25, 69, 54]"
41,ISFJ-A,Defender,"[0, 11, 28, 72, 67]"
42,ISFJ-A,Defender,"[1, 22, 24, 69, 57]"
43,ISFJ-A,Defender,"[0, 13, 22, 68, 58]"
44,ISFJ-T,Defender,"[0, 10, 22, 69, 43]"
45,ISFJ-T,Defender,"[0, 16, 26, 75, 49]"
46,ISFJ-A,Defender,"[0, 10, 28, 65, 63]"
47,ISFJ-A,Defender,"[0, 14, 31, 64, 54]"
