Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ISTJ-A,Logistician,"[32, 29, 82, 51, 69]"
2,ISTJ-A,Logistician,"[31, 27, 81, 53, 74]"
3,ISTP-A,Virtuoso,"[32, 22, 82, 49, 58]"
4,ISTP-A,Virtuoso,"[24, 21, 79, 46, 58]"
5,ISTP-A,Virtuoso,"[21, 21, 78, 47, 67]"
6,ISTJ-A,Logistician,"[28, 24, 78, 60, 65]"
7,ISTP-A,Virtuoso,"[22, 21, 82, 49, 69]"
8,ISTJ-A,Logistician,"[21, 29, 86, 51, 74]"
9,ISTJ-A,Logistician,"[29, 25, 76, 56, 71]"
10,ISTP-A,Virtuoso,"[24, 24, 82, 49, 67]"
11,ISTJ-A,Logistician,"[22, 24, 74, 57, 76]"
12,ISTP-A,Virtuoso,"[29, 18, 74, 47, 68]"
13,ISTP-A,Virtuoso,"[22, 31, 90, 42, 63]"
14,ISTP-A,Virtuoso,"[21, 25, 86, 47, 65]"
15,ISTP-A,Virtuoso,"[28, 29, 71, 42, 65]"
16,ISTP-A,Virtuoso,"[24, 22, 85, 44, 54]"
17,ISTJ-A,Logistician,"[25, 36, 81, 57, 63]"
18,ISTP-A,Virtuoso,"[19, 27, 82, 49, 65]"
19,ISTJ-A,Logistician,"[32, 25, 88, 58, 68]"
20,ISTP-A,Virtuoso,"[17, 18, 82, 40, 68]"
21,ISTP-A,Virtuoso,"[26, 22, 81, 49, 67]"
22,ISTP-A,Virtuoso,"[25, 21, 85, 46, 67]"
23,ISTJ-A,Logistician,"[29, 21, 82, 53, 60]"
24,ISTJ-A,Logistician,"[24, 32, 82, 53, 67]"
25,ISTJ-A,Logistician,"[28, 27, 72, 53, 64]"
26,ISTP-A,Virtuoso,"[26, 27, 78, 47, 58]"
27,ISTP-A,Virtuoso,"[26, 22, 75, 44, 63]"
28,ISTP-A,Virtuoso,"[28, 29, 79, 42, 65]"
29,ISTP-A,Virtuoso,"[28, 27, 83, 47, 74]"
30,ISTP-A,Virtuoso,"[26, 24, 76, 39, 67]"
31,ISTJ-A,Logistician,"[26, 21, 82, 51, 65]"
32,ISTP-A,Virtuoso,"[25, 25, 82, 43, 72]"
33,ISTP-A,Virtuoso,"[26, 25, 76, 46, 65]"
34,ISTP-A,Virtuoso,"[29, 24, 85, 49, 61]"
35,ISTJ-A,Logistician,"[31, 21, 72, 53, 75]"
36,ISTP-A,Virtuoso,"[31, 28, 86, 49, 67]"
37,ISTJ-A,Logistician,"[31, 14, 83, 56, 68]"
38,ISTP-A,Virtuoso,"[25, 21, 75, 49, 69]"
39,ISTP-A,Virtuoso,"[31, 34, 78, 49, 63]"
40,ISTJ-A,Logistician,"[17, 18, 72, 51, 65]"
41,ISTJ-A,Logistician,"[24, 29, 86, 53, 65]"
42,ISTP-A,Virtuoso,"[31, 28, 75, 47, 65]"
43,ISTP-A,Virtuoso,"[25, 25, 79, 49, 69]"
44,ISTP-A,Virtuoso,"[26, 27, 74, 46, 68]"
45,ISTP-A,Virtuoso,"[29, 27, 79, 47, 71]"
46,ISTP-A,Virtuoso,"[33, 31, 79, 49, 58]"
47,ISTP-A,Virtuoso,"[26, 21, 76, 49, 63]"
48,ISTJ-A,Logistician,"[32, 32, 81, 51, 67]"
49,ISTP-A,Virtuoso,"[26, 28, 78, 46, 67]"
50,ISTJ-A,Logistician,"[26, 39, 82, 54, 63]"
51,ISTP-A,Virtuoso,"[25, 21, 75, 49, 64]"
52,ISTP-A,Virtuoso,"[32, 22, 82, 46, 64]"
53,ISTP-A,Virtuoso,"[29, 14, 69, 47, 71]"
54,ISTP-A,Virtuoso,"[33, 27, 76, 46, 65]"
55,ISTP-A,Virtuoso,"[24, 24, 81, 46, 63]"
56,ISTJ-A,Logistician,"[26, 22, 83, 51, 61]"
57,ISTP-A,Virtuoso,"[29, 27, 82, 39, 72]"
58,ISTP-A,Virtuoso,"[25, 28, 72, 44, 65]"
59,ISTP-A,Virtuoso,"[25, 27, 75, 49, 65]"
60,ISTP-A,Virtuoso,"[22, 34, 78, 43, 65]"
61,ISTP-A,Virtuoso,"[21, 29, 81, 47, 72]"
62,ISTJ-A,Logistician,"[31, 29, 82, 57, 61]"
63,ISTP-A,Virtuoso,"[31, 31, 79, 49, 72]"
64,ISTP-A,Virtuoso,"[31, 25, 75, 43, 64]"
65,ISTJ-A,Logistician,"[28, 13, 78, 56, 65]"
66,ISTJ-A,Logistician,"[32, 25, 79, 63, 58]"
67,ISTP-A,Virtuoso,"[24, 34, 79, 49, 67]"
68,ISTJ-A,Logistician,"[28, 28, 82, 51, 67]"
69,ISTP-A,Virtuoso,"[18, 31, 79, 47, 69]"
70,ISTP-A,Virtuoso,"[25, 31, 85, 49, 61]"
71,ISTJ-A,Logistician,"[29, 31, 86, 58, 64]"
72,ISTP-A,Virtuoso,"[21, 22, 83, 47, 68]"
73,ISTP-A,Virtuoso,"[25, 16, 79, 43, 63]"
74,ISTP-A,Virtuoso,"[31, 22, 78, 40, 57]"
75,ISTP-A,Virtuoso,"[29, 24, 78, 42, 57]"
76,ISTP-A,Virtuoso,"[28, 22, 82, 47, 69]"
77,ISTP-A,Virtuoso,"[24, 25, 75, 44, 54]"
78,ISTP-A,Virtuoso,"[29, 14, 79, 47, 67]"
79,ISTJ-A,Logistician,"[22, 27, 81, 53, 72]"
80,ISTJ-A,Logistician,"[24, 24, 82, 56, 68]"
81,ISTP-A,Virtuoso,"[21, 25, 79, 44, 56]"
82,ISTJ-A,Logistician,"[28, 21, 81, 56, 68]"
83,ISTP-A,Virtuoso,"[21, 24, 83, 49, 65]"
84,ISTP-A,Virtuoso,"[26, 25, 78, 49, 61]"
85,ISTP-A,Virtuoso,"[35, 31, 85, 49, 60]"
86,ISTP-A,Virtuoso,"[33, 36, 82, 49, 64]"
87,ISTJ-A,Logistician,"[25, 20, 90, 51, 71]"
88,ISTP-A,Virtuoso,"[26, 24, 86, 44, 67]"
89,ISTP-A,Virtuoso,"[25, 27, 81, 47, 64]"
90,ISTP-A,Virtuoso,"[28, 25, 79, 49, 60]"
91,ISTJ-A,Logistician,"[29, 29, 81, 56, 63]"
92,ISTP-A,Virtuoso,"[28, 24, 82, 44, 74]"
93,ISTP-A,Virtuoso,"[24, 18, 76, 44, 60]"
94,ISTP-A,Virtuoso,"[32, 22, 86, 49, 61]"
95,ISTJ-A,Logistician,"[35, 16, 79, 51, 64]"
96,ISTP-A,Virtuoso,"[18, 22, 79, 46, 64]"
97,ISTP-A,Virtuoso,"[25, 21, 83, 44, 61]"
98,ISTP-A,Virtuoso,"[19, 22, 92, 44, 67]"
99,ISTJ-A,Logistician,"[25, 29, 74, 53, 69]"
100,ISTP-A,Virtuoso,"[26, 14, 90, 47, 71]"
