num_of_cycles,E,I,N,S,F,T,J,P,MBTI
1,12,9,16,11,9,14,15,7,ENTJ
2,10,11,15,12,10,13,15,7,INTJ
3,11,10,17,10,11,12,15,7,ENTJ
4,10,11,15,12,9,14,15,7,INTJ
5,10,11,14,13,10,13,18,4,INTJ
6,10,11,16,11,11,12,16,6,INTJ
7,12,9,17,10,9,14,17,5,ENTJ
8,10,11,15,12,10,13,17,5,INTJ
9,10,11,16,11,11,12,16,6,INTJ
10,10,11,15,12,10,13,17,5,INTJ
11,12,9,16,11,9,14,16,6,ENTJ
12,10,11,15,12,10,13,16,6,INTJ
13,9,12,15,12,11,12,16,6,INTJ
14,9,12,14,13,9,14,16,6,INTJ
15,11,10,14,13,9,14,16,6,ENTJ
16,12,9,14,13,11,12,16,6,ENTJ
17,11,10,13,14,12,11,16,6,ESFJ
18,9,12,14,13,9,14,16,6,INTJ
19,9,12,15,12,8,15,15,7,INTJ
20,12,9,16,11,10,13,16,6,ENTJ
21,13,8,17,10,11,12,14,8,ENTJ
22,10,11,15,12,11,12,18,4,INTJ
23,11,10,14,13,9,14,16,6,ENTJ
24,11,10,15,12,9,14,16,6,ENTJ
25,11,10,15,12,11,12,17,5,ENTJ
26,10,11,14,13,9,14,16,6,INTJ
27,10,11,15,12,10,13,17,5,INTJ
28,10,11,14,13,9,14,17,5,INTJ
29,10,11,15,12,10,13,14,8,INTJ
30,10,11,15,12,8,15,16,6,INTJ
31,9,12,15,12,9,14,15,7,INTJ
32,12,9,15,12,9,14,16,6,ENTJ
33,13,8,16,11,10,13,17,5,ENTJ
34,12,9,16,11,9,14,14,8,ENTJ
35,10,11,15,12,10,13,17,5,INTJ
36,9,12,16,11,9,14,17,5,INTJ
37,10,11,13,14,9,14,17,5,ISTJ
38,10,11,16,11,10,13,16,6,INTJ
39,10,11,16,11,10,13,16,6,INTJ
40,10,11,16,11,11,12,15,7,INTJ
41,11,10,17,10,10,13,15,7,ENTJ
42,11,10,16,11,11,12,16,6,ENTJ
43,10,11,16,11,10,13,17,5,INTJ
44,10,11,14,13,9,14,17,5,INTJ
45,11,10,13,14,10,13,17,5,ESTJ
46,13,8,14,13,9,14,16,6,ENTJ
47,9,12,14,13,10,13,17,5,INTJ
48,12,9,15,12,9,14,16,6,ENTJ
49,11,10,15,12,12,11,16,6,ENFJ
50,13,8,16,11,10,13,15,7,ENTJ
51,10,11,15,12,9,14,17,5,INTJ
52,11,10,15,12,9,14,17,5,ENTJ
53,14,7,15,12,13,10,16,6,ENFJ
54,10,11,15,12,10,13,14,8,INTJ
55,9,12,15,12,9,14,17,5,INTJ
56,11,10,13,14,10,13,16,6,ESTJ
57,10,11,15,12,9,14,16,6,INTJ
58,9,12,15,12,9,14,15,7,INTJ
59,12,9,17,10,12,11,16,6,ENFJ
60,11,10,17,10,9,14,17,5,ENTJ
61,10,11,16,11,9,14,16,6,INTJ
62,11,10,14,13,10,13,15,7,ENTJ
63,10,11,15,12,10,13,16,6,INTJ
64,11,10,16,11,11,12,15,7,ENTJ
65,13,8,15,12,9,14,15,7,ENTJ
66,11,10,15,12,8,15,15,7,ENTJ
67,8,13,15,12,10,13,17,5,INTJ
68,11,10,15,12,9,14,17,5,ENTJ
69,11,10,16,11,9,14,14,8,ENTJ
70,9,12,15,12,8,15,16,6,INTJ
71,12,9,15,12,8,15,13,9,ENTJ
72,11,10,13,14,10,13,15,7,ESTJ
73,13,8,16,11,8,15,15,7,ENTJ
74,10,11,17,10,11,12,16,6,INTJ
75,13,8,16,11,9,14,16,6,ENTJ
76,12,9,15,12,9,14,16,6,ENTJ
77,12,9,15,12,9,14,16,6,ENTJ
78,11,10,15,12,10,13,17,5,ENTJ
79,10,11,15,12,10,13,15,7,INTJ
80,11,10,17,10,9,14,16,6,ENTJ
81,13,8,14,13,10,13,16,6,ENTJ
82,10,11,16,11,9,14,17,5,INTJ
83,11,10,14,13,10,13,16,6,ENTJ
84,13,8,16,11,10,13,16,6,ENTJ
85,14,7,14,13,8,15,17,5,ENTJ
86,11,10,15,12,9,14,16,6,ENTJ
87,10,11,13,14,9,14,16,6,ISTJ
88,11,10,16,11,10,13,16,6,ENTJ
89,14,7,17,10,10,13,17,5,ENTJ
90,10,11,17,10,9,14,16,6,INTJ
91,12,9,18,9,8,15,15,7,ENTJ
92,12,9,14,13,11,12,18,4,ENTJ
93,9,12,15,12,8,15,16,6,INTJ
94,11,10,15,12,9,14,17,5,ENTJ
95,10,11,17,10,9,14,16,6,INTJ
96,13,8,16,11,10,13,16,6,ENTJ
97,10,11,15,12,10,13,18,4,INTJ
98,11,10,16,11,10,13,16,6,ENTJ
99,10,11,18,9,10,13,15,7,INTJ
100,9,12,16,11,11,12,13,9,INTJ
,1082,1018,1525,1175,966,1334,1598,602,
