num_of_cycles,E,I,N,S,F,T,J,P,MBTI
1,14,7,17,10,8,15,17,5,ENTJ
2,13,8,17,10,10,13,17,5,ENTJ
3,11,10,18,9,8,15,17,5,ENTJ
4,13,8,20,7,10,13,17,5,ENTJ
5,12,9,17,10,8,15,17,5,ENTJ
6,12,9,19,8,8,15,17,5,ENTJ
7,12,9,18,9,10,13,17,5,ENTJ
8,12,9,19,8,8,15,17,5,ENTJ
9,11,10,18,9,9,14,17,5,ENTJ
10,12,9,19,8,10,13,16,6,ENTJ
11,12,9,17,10,8,15,16,6,ENTJ
12,11,10,19,8,10,13,17,5,ENTJ
13,14,7,17,10,10,13,17,5,ENTJ
14,10,11,16,11,10,13,17,5,INTJ
15,13,8,19,8,9,14,17,5,ENTJ
16,13,8,18,9,9,14,17,5,ENTJ
17,12,9,20,7,9,14,17,5,ENTJ
18,12,9,17,10,10,13,17,5,ENTJ
19,11,10,17,10,10,13,17,5,ENTJ
20,11,10,18,9,9,14,16,6,ENTJ
21,12,9,16,11,9,14,17,5,ENTJ
22,12,9,18,9,9,14,16,6,ENTJ
23,12,9,17,10,9,14,17,5,ENTJ
24,12,9,19,8,9,14,17,5,ENTJ
25,12,9,18,9,8,15,18,4,ENTJ
26,11,10,19,8,9,14,17,5,ENTJ
27,12,9,19,8,9,14,17,5,ENTJ
28,13,8,17,10,8,15,17,5,ENTJ
29,13,8,17,10,9,14,17,5,ENTJ
30,11,10,18,9,8,15,17,5,ENTJ
31,12,9,18,9,8,15,17,5,ENTJ
32,11,10,17,10,10,13,17,5,ENTJ
33,12,9,17,10,9,14,16,6,ENTJ
34,13,8,18,9,9,14,17,5,ENTJ
35,11,10,19,8,10,13,17,5,ENTJ
36,12,9,16,11,9,14,17,5,ENTJ
37,13,8,17,10,9,14,18,4,ENTJ
38,11,10,17,10,9,14,17,5,ENTJ
39,13,8,19,8,9,14,17,5,ENTJ
40,11,10,18,9,8,15,18,4,ENTJ
41,12,9,17,10,10,13,17,5,ENTJ
42,13,8,18,9,9,14,17,5,ENTJ
43,12,9,16,11,10,13,17,5,ENTJ
44,12,9,17,10,8,15,16,6,ENTJ
45,13,8,19,8,9,14,17,5,ENTJ
46,13,8,16,11,9,14,17,5,ENTJ
47,12,9,19,8,9,14,17,5,ENTJ
48,11,10,18,9,10,13,17,5,ENTJ
49,12,9,19,8,10,13,17,5,ENTJ
50,13,8,18,9,9,14,17,5,ENTJ
51,12,9,18,9,10,13,17,5,ENTJ
52,13,8,18,9,10,13,17,5,ENTJ
53,13,8,18,9,9,14,18,4,ENTJ
54,12,9,18,9,9,14,17,5,ENTJ
55,11,10,17,10,9,14,17,5,ENTJ
56,13,8,16,11,8,15,17,5,ENTJ
57,11,10,18,9,9,14,17,5,ENTJ
58,13,8,16,11,10,13,17,5,ENTJ
59,12,9,18,9,9,14,17,5,ENTJ
60,12,9,16,11,10,13,16,6,ENTJ
61,11,10,17,10,10,13,18,4,ENTJ
62,11,10,19,8,10,13,17,5,ENTJ
63,12,9,18,9,9,14,16,6,ENTJ
64,11,10,19,8,9,14,17,5,ENTJ
65,14,7,20,7,8,15,16,6,ENTJ
66,11,10,17,10,9,14,17,5,ENTJ
67,13,8,18,9,9,14,16,6,ENTJ
68,12,9,17,10,9,14,17,5,ENTJ
69,12,9,19,8,8,15,17,5,ENTJ
70,12,9,17,10,9,14,18,4,ENTJ
71,11,10,18,9,8,15,17,5,ENTJ
72,12,9,17,10,10,13,17,5,ENTJ
73,12,9,18,9,9,14,17,5,ENTJ
74,14,7,18,9,9,14,17,5,ENTJ
75,11,10,20,7,10,13,17,5,ENTJ
76,12,9,18,9,8,15,17,5,ENTJ
77,12,9,17,10,8,15,17,5,ENTJ
78,12,9,17,10,9,14,16,6,ENTJ
79,11,10,19,8,8,15,17,5,ENTJ
80,11,10,17,10,10,13,17,5,ENTJ
81,11,10,17,10,8,15,17,5,ENTJ
82,11,10,18,9,9,14,17,5,ENTJ
83,12,9,18,9,10,13,17,5,ENTJ
84,11,10,15,12,9,14,17,5,ENTJ
85,11,10,17,10,9,14,18,4,ENTJ
86,11,10,17,10,10,13,17,5,ENTJ
87,12,9,18,9,8,15,16,6,ENTJ
88,11,10,18,9,10,13,17,5,ENTJ
89,12,9,18,9,9,14,17,5,ENTJ
90,12,9,16,11,9,14,17,5,ENTJ
91,13,8,16,11,9,14,17,5,ENTJ
92,13,8,16,11,10,13,16,6,ENTJ
93,11,10,19,8,9,14,17,5,ENTJ
94,12,9,19,8,7,16,18,4,ENTJ
95,12,9,18,9,10,13,17,5,ENTJ
96,12,9,16,11,9,14,16,6,ENTJ
97,11,10,19,8,9,14,16,6,ENTJ
98,11,10,16,11,10,13,17,5,ENTJ
99,13,8,18,9,8,15,17,5,ENTJ
100,13,8,15,12,9,14,17,5,ENTJ
