num_of_cycles,E,I,N,S,F,T,J,P,MBTI
1,19,2,2,25,20,3,22,0,ESFJ
2,18,3,2,25,19,4,22,0,ESFJ
3,19,2,2,25,20,3,22,0,ESFJ
4,18,3,2,25,18,5,22,0,ESFJ
5,18,3,2,25,19,4,22,0,ESFJ
6,19,2,2,25,19,4,22,0,ESFJ
7,19,2,2,25,19,4,22,0,ESFJ
8,19,2,2,25,19,4,22,0,ESFJ
9,18,3,2,25,19,4,22,0,ESFJ
10,18,3,2,25,18,5,22,0,ESFJ
11,18,3,2,25,18,5,22,0,ESFJ
12,18,3,2,25,17,6,22,0,ESFJ
13,18,3,2,25,17,6,22,0,ESFJ
14,18,3,2,25,19,4,22,0,ESFJ
15,18,3,2,25,18,5,22,0,ESFJ
16,19,2,2,25,20,3,22,0,ESFJ
17,18,3,2,25,19,4,22,0,ESFJ
18,18,3,2,25,19,4,22,0,ESFJ
19,19,2,2,25,19,4,22,0,ESFJ
20,18,3,2,25,19,4,22,0,ESFJ
21,18,3,2,25,18,5,22,0,ESFJ
22,19,2,2,25,18,5,22,0,ESFJ
23,19,2,2,25,18,5,22,0,ESFJ
24,19,2,2,25,20,3,22,0,ESFJ
25,18,3,2,25,19,4,22,0,ESFJ
26,18,3,2,25,19,4,22,0,ESFJ
27,18,3,2,25,19,4,22,0,ESFJ
28,18,3,2,25,20,3,22,0,ESFJ
29,18,3,2,25,19,4,22,0,ESFJ
30,18,3,2,25,19,4,22,0,ESFJ
31,18,3,2,25,20,3,22,0,ESFJ
32,19,2,2,25,19,4,22,0,ESFJ
33,18,3,2,25,19,4,22,0,ESFJ
34,19,2,2,25,19,4,22,0,ESFJ
35,18,3,2,25,20,3,22,0,ESFJ
36,18,3,2,25,18,5,22,0,ESFJ
37,18,3,2,25,19,4,22,0,ESFJ
38,18,3,2,25,19,4,22,0,ESFJ
39,18,3,2,25,20,3,22,0,ESFJ
40,19,2,2,25,19,4,22,0,ESFJ
41,20,1,2,25,19,4,22,0,ESFJ
42,19,2,2,25,20,3,22,0,ESFJ
43,18,3,2,25,20,3,22,0,ESFJ
44,18,3,2,25,20,3,22,0,ESFJ
45,18,3,2,25,19,4,22,0,ESFJ
46,18,3,2,25,20,3,22,0,ESFJ
47,18,3,2,25,18,5,22,0,ESFJ
48,18,3,2,25,18,5,22,0,ESFJ
49,18,3,2,25,20,3,22,0,ESFJ
50,18,3,2,25,19,4,22,0,ESFJ
51,18,3,2,25,20,3,22,0,ESFJ
52,19,2,2,25,18,5,22,0,ESFJ
53,18,3,2,25,20,3,22,0,ESFJ
54,19,2,2,25,19,4,22,0,ESFJ
55,19,2,2,25,18,5,22,0,ESFJ
56,18,3,2,25,20,3,22,0,ESFJ
57,19,2,2,25,19,4,22,0,ESFJ
58,18,3,2,25,20,3,22,0,ESFJ
59,18,3,2,25,19,4,22,0,ESFJ
60,18,3,2,25,19,4,22,0,ESFJ
61,18,3,2,25,19,4,22,0,ESFJ
62,18,3,2,25,18,5,22,0,ESFJ
63,18,3,2,25,19,4,22,0,ESFJ
64,18,3,2,25,19,4,22,0,ESFJ
65,18,3,2,25,18,5,22,0,ESFJ
66,19,2,2,25,19,4,22,0,ESFJ
67,18,3,2,25,20,3,22,0,ESFJ
68,18,3,2,25,19,4,22,0,ESFJ
69,19,2,2,25,21,2,22,0,ESFJ
70,18,3,2,25,20,3,22,0,ESFJ
71,19,2,2,25,19,4,22,0,ESFJ
72,18,3,2,25,18,5,22,0,ESFJ
73,19,2,2,25,19,4,22,0,ESFJ
74,18,3,2,25,19,4,22,0,ESFJ
75,18,3,2,25,19,4,22,0,ESFJ
76,20,1,2,25,20,3,22,0,ESFJ
77,18,3,2,25,21,2,22,0,ESFJ
78,20,1,2,25,19,4,22,0,ESFJ
79,18,3,2,25,19,4,22,0,ESFJ
80,18,3,2,25,19,4,22,0,ESFJ
81,19,2,2,25,20,3,22,0,ESFJ
82,18,3,2,25,20,3,22,0,ESFJ
83,18,3,2,25,20,3,22,0,ESFJ
84,18,3,2,25,20,3,22,0,ESFJ
85,18,3,2,25,20,3,22,0,ESFJ
86,18,3,2,25,19,4,22,0,ESFJ
87,19,2,2,25,19,4,22,0,ESFJ
88,18,3,2,25,19,4,22,0,ESFJ
89,19,2,2,25,18,5,22,0,ESFJ
90,18,3,2,25,18,5,22,0,ESFJ
91,19,2,2,25,19,4,22,0,ESFJ
92,20,1,2,25,21,2,22,0,ESFJ
93,18,3,2,25,20,3,22,0,ESFJ
94,19,2,2,25,20,3,22,0,ESFJ
95,18,3,2,25,20,3,22,0,ESFJ
96,18,3,2,25,20,3,22,0,ESFJ
97,18,3,2,25,19,4,22,0,ESFJ
98,19,2,2,25,20,3,22,0,ESFJ
99,18,3,2,25,21,2,22,0,ESFJ
100,18,3,2,25,20,3,22,0,ESFJ
,1836,264,200,2500,1918,382,2200,0,
