num_of_cycles,E,I,N,S,F,T,J,P,MBTI
1,18,3,3,24,1,22,22,0,ESTJ
2,17,4,3,24,2,21,22,0,ESTJ
3,18,3,3,24,1,22,22,0,ESTJ
4,17,4,3,24,1,22,22,0,ESTJ
5,17,4,3,24,2,21,22,0,ESTJ
6,17,4,3,24,1,22,22,0,ESTJ
7,17,4,3,24,1,22,22,0,ESTJ
8,18,3,3,24,1,22,22,0,ESTJ
9,18,3,3,24,1,22,22,0,ESTJ
10,18,3,3,24,1,22,22,0,ESTJ
11,17,4,3,24,1,22,22,0,ESTJ
12,18,3,3,24,1,22,22,0,ESTJ
13,17,4,3,24,1,22,22,0,ESTJ
14,18,3,3,24,1,22,22,0,ESTJ
15,17,4,3,24,1,22,22,0,ESTJ
16,18,3,3,24,1,22,22,0,ESTJ
17,17,4,3,24,1,22,22,0,ESTJ
18,17,4,3,24,1,22,22,0,ESTJ
19,17,4,3,24,1,22,22,0,ESTJ
20,18,3,3,24,1,22,22,0,ESTJ
21,18,3,3,24,1,22,22,0,ESTJ
22,19,2,3,24,2,21,22,0,ESTJ
23,18,3,3,24,1,22,22,0,ESTJ
24,17,4,3,24,1,22,22,0,ESTJ
25,18,3,3,24,1,22,22,0,ESTJ
26,18,3,3,24,1,22,22,0,ESTJ
27,17,4,3,24,1,22,22,0,ESTJ
28,17,4,3,24,1,22,22,0,ESTJ
29,18,3,3,24,1,22,22,0,ESTJ
30,18,3,3,24,1,22,22,0,ESTJ
31,18,3,3,24,1,22,22,0,ESTJ
32,18,3,3,24,1,22,22,0,ESTJ
33,18,3,3,24,1,22,22,0,ESTJ
34,17,4,3,24,2,21,22,0,ESTJ
35,17,4,3,24,1,22,22,0,ESTJ
36,19,2,3,24,2,21,22,0,ESTJ
37,17,4,3,24,1,22,22,0,ESTJ
38,18,3,3,24,1,22,22,0,ESTJ
39,18,3,3,24,1,22,22,0,ESTJ
40,18,3,3,24,1,22,22,0,ESTJ
41,18,3,3,24,1,22,22,0,ESTJ
42,18,3,3,24,2,21,22,0,ESTJ
43,17,4,3,24,1,22,22,0,ESTJ
44,17,4,3,24,1,22,22,0,ESTJ
45,18,3,3,24,2,21,22,0,ESTJ
46,18,3,3,24,1,22,22,0,ESTJ
47,19,2,3,24,1,22,22,0,ESTJ
48,17,4,3,24,1,22,22,0,ESTJ
49,17,4,3,24,1,22,22,0,ESTJ
50,19,2,3,24,1,22,22,0,ESTJ
51,17,4,3,24,1,22,22,0,ESTJ
52,17,4,3,24,1,22,22,0,ESTJ
53,18,3,3,24,1,22,22,0,ESTJ
54,18,3,3,24,1,22,22,0,ESTJ
55,17,4,3,24,2,21,22,0,ESTJ
56,19,2,3,24,1,22,22,0,ESTJ
57,19,2,3,24,1,22,22,0,ESTJ
58,17,4,3,24,1,22,22,0,ESTJ
59,18,3,3,24,1,22,22,0,ESTJ
60,18,3,3,24,1,22,22,0,ESTJ
61,18,3,3,24,1,22,22,0,ESTJ
62,17,4,3,24,1,22,22,0,ESTJ
63,17,4,3,24,1,22,22,0,ESTJ
64,19,2,3,24,1,22,22,0,ESTJ
65,17,4,3,24,1,22,22,0,ESTJ
66,17,4,3,24,1,22,22,0,ESTJ
67,18,3,3,24,1,22,22,0,ESTJ
68,18,3,3,24,1,22,22,0,ESTJ
69,18,3,3,24,1,22,22,0,ESTJ
70,17,4,3,24,1,22,22,0,ESTJ
71,18,3,3,24,1,22,22,0,ESTJ
72,19,2,3,24,1,22,22,0,ESTJ
73,18,3,3,24,1,22,22,0,ESTJ
74,17,4,3,24,1,22,22,0,ESTJ
75,18,3,3,24,1,22,22,0,ESTJ
76,18,3,3,24,1,22,22,0,ESTJ
77,17,4,3,24,1,22,22,0,ESTJ
78,17,4,3,24,1,22,22,0,ESTJ
79,18,3,3,24,1,22,22,0,ESTJ
80,18,3,3,24,1,22,22,0,ESTJ
81,18,3,3,24,1,22,22,0,ESTJ
82,19,2,3,24,1,22,22,0,ESTJ
83,18,3,3,24,1,22,22,0,ESTJ
84,18,3,3,24,1,22,22,0,ESTJ
85,17,4,3,24,2,21,22,0,ESTJ
86,17,4,3,24,1,22,22,0,ESTJ
87,17,4,3,24,1,22,22,0,ESTJ
88,18,3,3,24,2,21,22,0,ESTJ
89,17,4,3,24,1,22,22,0,ESTJ
90,18,3,3,24,1,22,22,0,ESTJ
91,18,3,3,24,1,22,22,0,ESTJ
92,17,4,3,24,1,22,22,0,ESTJ
93,18,3,3,24,2,21,22,0,ESTJ
94,17,4,3,24,1,22,22,0,ESTJ
95,18,3,3,24,1,22,22,0,ESTJ
96,17,4,3,24,1,22,22,0,ESTJ
97,17,4,3,24,2,21,22,0,ESTJ
98,17,4,3,24,1,22,22,0,ESTJ
99,18,3,3,24,1,22,22,0,ESTJ
100,19,2,3,24,1,22,22,0,ESTJ
,1768,332,300,2400,112,2188,2200,0,
