num_of_cycles,E,I,N,S,F,T,J,P,MBTI
1,1,20,6,21,0,23,10,12,ISTP
2,0,21,7,20,0,23,9,13,ISTP
3,1,20,6,21,0,23,9,13,ISTP
4,0,21,7,20,0,23,11,11,ISTP
5,0,21,7,20,0,23,10,12,ISTP
6,1,20,6,21,0,23,10,12,ISTP
7,0,21,7,20,0,23,11,11,ISTP
8,1,20,6,21,0,23,10,12,ISTP
9,0,21,7,20,0,23,10,12,ISTP
10,0,21,6,21,1,22,8,14,ISTP
11,1,20,7,20,0,23,9,13,ISTP
12,0,21,7,20,0,23,10,12,ISTP
13,0,21,7,20,0,23,10,12,ISTP
14,0,21,7,20,1,22,10,12,ISTP
15,0,21,6,21,0,23,9,13,ISTP
16,0,21,7,20,0,23,10,12,ISTP
17,0,21,6,21,0,23,10,12,ISTP
18,0,21,6,21,0,23,10,12,ISTP
19,1,20,7,20,1,22,10,12,ISTP
20,1,20,6,21,1,22,9,13,ISTP
21,1,20,6,21,1,22,10,12,ISTP
22,0,21,6,21,0,23,9,13,ISTP
23,1,20,7,20,1,22,10,12,ISTP
24,0,21,8,19,0,23,10,12,ISTP
25,0,21,6,21,0,23,10,12,ISTP
26,1,20,6,21,1,22,9,13,ISTP
27,0,21,8,19,0,23,11,11,ISTP
28,1,20,6,21,1,22,11,11,ISTP
29,1,20,7,20,0,23,9,13,ISTP
30,1,20,7,20,0,23,10,12,ISTP
31,0,21,6,21,1,22,9,13,ISTP
32,1,20,7,20,0,23,10,12,ISTP
33,0,21,7,20,0,23,9,13,ISTP
34,0,21,6,21,0,23,9,13,ISTP
35,0,21,6,21,0,23,9,13,ISTP
36,1,20,7,20,1,22,9,13,ISTP
37,0,21,7,20,0,23,10,12,ISTP
38,1,20,7,20,2,21,8,14,ISTP
39,0,21,7,20,1,22,10,12,ISTP
40,1,20,8,19,1,22,9,13,ISTP
41,0,21,7,20,1,22,9,13,ISTP
42,1,20,8,19,1,22,8,14,ISTP
43,1,20,7,20,1,22,9,13,ISTP
44,1,20,8,19,1,22,8,14,ISTP
45,1,20,7,20,0,23,11,11,ISTP
46,0,21,6,21,0,23,9,13,ISTP
47,1,20,6,21,1,22,9,13,ISTP
48,0,21,6,21,0,23,10,12,ISTP
49,0,21,6,21,1,22,9,13,ISTP
50,0,21,6,21,0,23,9,13,ISTP
51,0,21,6,21,1,22,10,12,ISTP
52,1,20,6,21,1,22,10,12,ISTP
53,1,20,6,21,0,23,9,13,ISTP
54,1,20,6,21,0,23,11,11,ISTP
55,1,20,7,20,1,22,10,12,ISTP
56,1,20,6,21,1,22,9,13,ISTP
57,1,20,6,21,0,23,9,13,ISTP
58,1,20,6,21,0,23,10,12,ISTP
59,0,21,6,21,0,23,10,12,ISTP
60,1,20,6,21,0,23,10,12,ISTP
61,0,21,6,21,0,23,8,14,ISTP
62,1,20,7,20,1,22,8,14,ISTP
63,1,20,7,20,0,23,10,12,ISTP
64,1,20,6,21,2,21,10,12,ISTP
65,1,20,6,21,0,23,9,13,ISTP
66,1,20,6,21,0,23,9,13,ISTP
67,0,21,7,20,0,23,10,12,ISTP
68,1,20,6,21,0,23,9,13,ISTP
69,0,21,6,21,1,22,10,12,ISTP
70,0,21,7,20,0,23,9,13,ISTP
71,0,21,6,21,1,22,10,12,ISTP
72,0,21,6,21,0,23,9,13,ISTP
73,0,21,7,20,0,23,9,13,ISTP
74,1,20,7,20,1,22,11,11,ISTP
75,0,21,6,21,0,23,9,13,ISTP
76,1,20,6,21,0,23,8,14,ISTP
77,0,21,7,20,1,22,9,13,ISTP
78,0,21,6,21,0,23,9,13,ISTP
79,1,20,7,20,0,23,11,11,ISTP
80,1,20,7,20,0,23,10,12,ISTP
81,1,20,8,19,0,23,10,12,ISTP
82,0,21,6,21,0,23,9,13,ISTP
83,0,21,7,20,2,21,11,11,ISTP
84,1,20,7,20,1,22,9,13,ISTP
85,1,20,6,21,0,23,10,12,ISTP
86,0,21,6,21,1,22,9,13,ISTP
87,0,21,7,20,1,22,9,13,ISTP
88,0,21,6,21,0,23,8,14,ISTP
89,1,20,7,20,0,23,9,13,ISTP
90,1,20,6,21,0,23,9,13,ISTP
91,1,20,7,20,0,23,8,14,ISTP
92,0,21,8,19,0,23,9,13,ISTP
93,0,21,6,21,1,22,10,12,ISTP
94,1,20,6,21,1,22,9,13,ISTP
95,0,21,6,21,1,22,10,12,ISTP
96,1,20,7,20,0,23,8,14,ISTP
97,1,20,7,20,1,22,10,12,ISTP
98,1,20,6,21,1,22,10,12,ISTP
99,1,20,6,21,0,23,9,13,ISTP
100,1,20,6,21,0,23,9,13,ISTP
,52,2048,654,2046,41,2259,947,1253,
