num_of_cycles,E,I,N,S,F,T,J,P,MBTI
1,19,2,4,23,1,22,6,16,ESTP
2,18,3,5,22,1,22,6,16,ESTP
3,19,2,5,22,1,22,5,17,ESTP
4,19,2,5,22,1,22,6,16,ESTP
5,20,1,5,22,0,23,5,17,ESTP
6,19,2,4,23,0,23,5,17,ESTP
7,19,2,6,21,1,22,5,17,ESTP
8,19,2,4,23,1,22,5,17,ESTP
9,18,3,5,22,1,22,6,16,ESTP
10,20,1,5,22,1,22,5,17,ESTP
11,19,2,5,22,1,22,5,17,ESTP
12,19,2,6,21,1,22,5,17,ESTP
13,19,2,3,24,1,22,5,17,ESTP
14,19,2,6,21,0,23,5,17,ESTP
15,19,2,4,23,1,22,5,17,ESTP
16,19,2,6,21,1,22,5,17,ESTP
17,20,1,6,21,1,22,5,17,ESTP
18,19,2,4,23,1,22,5,17,ESTP
19,18,3,4,23,0,23,5,17,ESTP
20,20,1,4,23,0,23,5,17,ESTP
21,19,2,5,22,1,22,5,17,ESTP
22,19,2,4,23,1,22,5,17,ESTP
23,19,2,6,21,0,23,5,17,ESTP
24,19,2,4,23,1,22,5,17,ESTP
25,19,2,5,22,1,22,5,17,ESTP
26,19,2,6,21,0,23,5,17,ESTP
27,19,2,5,22,1,22,5,17,ESTP
28,20,1,4,23,1,22,5,17,ESTP
29,19,2,4,23,1,22,5,17,ESTP
30,20,1,5,22,1,22,5,17,ESTP
31,18,3,3,24,1,22,6,16,ESTP
32,19,2,4,23,0,23,5,17,ESTP
33,19,2,4,23,0,23,5,17,ESTP
34,19,2,5,22,1,22,5,17,ESTP
35,19,2,4,23,0,23,5,17,ESTP
36,18,3,5,22,1,22,5,17,ESTP
37,19,2,4,23,0,23,5,17,ESTP
38,18,3,5,22,1,22,6,16,ESTP
39,19,2,4,23,1,22,5,17,ESTP
40,20,1,3,24,0,23,5,17,ESTP
41,18,3,5,22,1,22,5,17,ESTP
42,20,1,4,23,1,22,5,17,ESTP
43,18,3,4,23,1,22,5,17,ESTP
44,18,3,4,23,0,23,5,17,ESTP
45,19,2,4,23,1,22,5,17,ESTP
46,19,2,4,23,1,22,5,17,ESTP
47,19,2,4,23,1,22,6,16,ESTP
48,19,2,5,22,1,22,5,17,ESTP
49,19,2,5,22,1,22,5,17,ESTP
50,20,1,4,23,1,22,5,17,ESTP
51,19,2,6,21,1,22,5,17,ESTP
52,19,2,3,24,0,23,5,17,ESTP
53,20,1,5,22,1,22,5,17,ESTP
54,18,3,5,22,1,22,5,17,ESTP
55,20,1,4,23,0,23,5,17,ESTP
56,18,3,4,23,1,22,5,17,ESTP
57,19,2,5,22,1,22,5,17,ESTP
58,19,2,4,23,1,22,5,17,ESTP
59,20,1,5,22,1,22,5,17,ESTP
60,20,1,5,22,1,22,5,17,ESTP
61,19,2,6,21,1,22,5,17,ESTP
62,19,2,5,22,1,22,5,17,ESTP
63,19,2,4,23,0,23,5,17,ESTP
64,19,2,5,22,1,22,5,17,ESTP
65,19,2,5,22,1,22,5,17,ESTP
66,18,3,5,22,1,22,5,17,ESTP
67,19,2,4,23,0,23,5,17,ESTP
68,18,3,6,21,1,22,5,17,ESTP
69,19,2,4,23,1,22,5,17,ESTP
70,19,2,5,22,1,22,5,17,ESTP
71,20,1,5,22,1,22,5,17,ESTP
72,18,3,5,22,0,23,5,17,ESTP
73,18,3,4,23,1,22,5,17,ESTP
74,19,2,4,23,0,23,5,17,ESTP
75,19,2,6,21,1,22,5,17,ESTP
76,18,3,5,22,1,22,6,16,ESTP
77,20,1,5,22,1,22,5,17,ESTP
78,20,1,4,23,1,22,5,17,ESTP
79,19,2,5,22,1,22,5,17,ESTP
80,20,1,4,23,1,22,5,17,ESTP
81,19,2,6,21,1,22,5,17,ESTP
82,19,2,5,22,1,22,5,17,ESTP
83,19,2,4,23,1,22,5,17,ESTP
84,18,3,4,23,1,22,5,17,ESTP
85,19,2,6,21,1,22,5,17,ESTP
86,20,1,5,22,0,23,5,17,ESTP
87,18,3,5,22,1,22,5,17,ESTP
88,19,2,4,23,1,22,5,17,ESTP
89,19,2,5,22,1,22,5,17,ESTP
90,19,2,4,23,1,22,5,17,ESTP
91,19,2,5,22,1,22,5,17,ESTP
92,19,2,5,22,0,23,5,17,ESTP
93,19,2,5,22,1,22,5,17,ESTP
94,20,1,6,21,1,22,5,17,ESTP
95,19,2,6,21,1,22,5,17,ESTP
96,18,3,5,22,1,22,5,17,ESTP
97,19,2,6,21,1,22,6,16,ESTP
98,18,3,4,23,1,22,6,16,ESTP
99,18,3,6,21,1,22,5,17,ESTP
100,19,2,5,22,1,22,6,16,ESTP
,1898,202,471,2229,79,2221,511,1689,
