EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,EXT9,AGR9,CSN9,EST9,OPN9,EXT10,AGR10,CSN10,EST10,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score,EXT_position,EST_position,AGR_position,CSN_position,OPN_position,EXT_high_or_low,EST_high_or_low,AGR_high_or_low,CSN_high_or_low,OPN_high_or_low
5,4,2,1,2,2,2,2,2,4,2,2,2,2,5,1,1,2,2,2,2,2,4,1,2,2,1,2,2,2,5,2,2,2,2,5,2,1,2,1.0,5,2,2,2,3,1,2,5,2,5,8.0,-10.0,0.0,10.0,12.0,31.573038023678745,3.351090914283969,93.15569843037956,19.967478906101498,23.34368453554028,low,low,high,low,low
5,4,5,1,2,2,2,2,2,4,5,5,2,1,5,2,1,2,2,2,3,5,5,1,2,2,1,3,2,5,5,4,3,2,2,2,2,2,2,1.0,5,1,2,2,5,1,2,2,2,5,14.0,-9.0,-9.0,10.0,11.0,89.69705744178556,58.10382915690394,43.93844038603779,19.967478906101498,74.38180867314527,high,high,low,low,high
5,4,2,1,2,2,2,2,5,3,5,2,2,2,5,1,1,2,2,5,3,2,5,2,2,2,1,4,2,2,5,2,2,2,2,5,1,2,2,1.0,5,3,2,2,3,2,2,2,1,3,11.0,-7.0,0.0,5.0,8.0,23.179010795387956,80.03094526863389,93.15569843037956,17.22022453540239,99.19879134202203,low,high,high,low,high
5,4,5,1,2,2,2,2,4,5,5,5,2,2,5,5,1,2,5,5,5,2,5,1,3,5,1,4,2,5,5,2,2,2,3,5,1,2,2,1.0,5,1,1,2,3,2,2,2,2,5,6.0,-5.0,-5.0,7.0,7.0,59.521087004267535,82.91913751143704,76.42575253043067,85.8815905198352,15.370796609217988,high,high,high,high,low
5,4,2,1,2,5,2,2,5,3,5,5,2,2,5,1,1,2,5,5,1,5,5,2,2,2,1,4,2,5,5,2,2,2,2,5,1,2,2,,2,1,1,2,3,1,2,2,2,5,4.0,-5.0,-8.0,4.0,,85.44154131469132,82.91913751143704,77.43575803597018,55.48786072856311,,high,high,high,high,low
5,4,2,1,2,2,2,2,2,3,5,5,5,2,5,1,1,2,2,5,1,2,5,2,5,5,1,3,2,2,5,2,2,2,2,2,1,2,2,1.0,5,2,2,2,3,1,2,3,1,5,10.0,-10.0,-4.0,10.0,13.0,27.42970095760932,3.351090914283969,78.47127221298067,19.967478906101498,32.83113751931617,low,low,high,low,low
5,4,2,1,2,2,2,2,5,3,2,1,2,2,5,1,1,1,2,5,1,4,5,2,3,2,1,3,2,5,5,2,2,2,2,5,1,2,2,1.0,5,3,1,2,3,1,2,2,2,5,7.0,-8.0,-1.0,6.0,8.0,80.7216491799307,78.62373330733222,88.30895236181736,96.12317438180868,99.19879134202203,high,high,high,high,high
5,4,2,1,2,2,2,2,5,3,2,5,2,2,5,1,1,2,2,5,5,5,5,1,3,1,1,2,1,5,5,2,2,2,2,5,2,2,2,1.0,5,3,2,2,3,1,2,2,2,5,12.0,-6.0,-5.0,7.0,8.0,31.687186866284332,60.86211430445535,76.42575253043067,85.8815905198352,99.19879134202203,low,high,high,high,high
5,4,2,2,5,2,2,2,5,4,5,2,1,2,5,1,1,2,5,5,1,4,5,2,2,1,1,5,2,5,5,2,5,2,2,5,1,2,2,,2,1,2,1,3,1,2,2,2,5,8.0,-5.0,-4.0,6.0,,31.573038023678745,82.91913751143704,78.47127221298067,96.12317438180868,,low,high,high,high,low
5,4,2,1,2,2,2,2,5,3,5,5,2,2,5,1,1,2,4,2,5,2,5,2,5,2,1,3,1,3,5,2,5,2,2,2,1,2,2,1.0,5,1,1,2,5,1,2,2,2,5,17.0,-5.0,-5.0,8.0,17.0,85.17207519444206,82.91913751143704,76.42575253043067,75.56111690555193,84.2564222266214,high,high,high,high,high
5,4,2,1,2,2,2,2,5,5,2,5,5,2,5,1,1,2,5,5,1,4,5,2,2,2,1,3,2,5,5,2,5,2,2,5,1,2,2,1.0,5,2,2,2,3,1,2,2,2,5,7.0,-5.0,-6.0,12.0,5.0,80.7216491799307,82.91913751143704,71.09503112747343,84.74601143852163,47.45568237665967,high,high,high,high,low
5,4,5,1,2,1,2,2,5,3,5,5,2,2,5,2,1,2,2,5,1,5,5,2,3,2,1,4,2,5,5,2,5,1,5,2,1,2,2,1.0,5,2,2,2,3,1,2,2,2,5,13.0,-7.0,-7.0,11.0,11.0,10.758946994162551,80.03094526863389,6.154878016351157,63.65201444637811,74.38180867314527,low,high,low,high,high
5,4,2,1,5,2,2,2,5,3,5,5,1,2,5,1,1,2,2,5,5,2,5,2,2,5,1,4,2,5,5,4,5,1,3,5,1,2,2,2.0,5,2,2,2,3,2,3,2,1,5,10.0,-6.0,-5.0,7.0,12.0,27.42970095760932,60.86211430445535,76.42575253043067,85.8815905198352,23.34368453554028,low,high,high,high,low
5,4,2,2,2,2,2,2,5,5,5,1,5,1,5,1,1,2,4,5,1,2,5,2,3,5,1,5,2,3,5,2,5,2,2,2,1,2,1,1.0,5,2,1,2,5,1,2,2,1,5,10.0,-4.0,0.0,9.0,10.0,27.42970095760932,21.7977014618734,93.15569843037956,73.79648807641964,76.34765069075316,low,low,high,high,high
5,4,2,1,2,5,2,3,5,3,2,5,2,1,5,2,1,2,2,5,1,2,5,2,2,5,1,3,2,3,5,2,5,2,2,2,2,2,2,1.0,5,1,2,2,3,1,2,2,1,5,3.0,-6.0,-4.0,8.0,9.0,16.75033313930985,60.86211430445535,78.47127221298067,75.56111690555193,23.922307874891292,low,high,high,high,low
5,4,5,1,2,2,2,2,5,3,5,5,2,2,5,2,1,2,5,5,1,5,5,1,2,2,1,5,1,5,5,2,2,2,2,5,1,2,1,1.0,5,2,1,2,3,2,2,2,2,5,8.0,-2.0,-7.0,6.0,7.0,31.573038023678745,71.09296285681363,6.154878016351157,96.12317438180868,15.370796609217988,low,high,low,high,low
5,4,5,2,5,1,2,2,5,5,5,5,2,2,5,2,1,2,2,5,1,4,5,2,3,2,1,4,2,5,5,5,2,2,2,3,2,2,2,1.0,5,2,1,2,3,2,2,3,2,5,11.0,-9.0,-8.0,8.0,9.0,23.179010795387956,58.10382915690394,77.43575803597018,75.56111690555193,23.922307874891292,low,high,high,high,low
5,4,2,2,2,3,2,2,5,4,5,2,2,2,5,2,1,2,2,2,2,5,5,1,2,2,1,3,2,5,5,2,3,2,2,5,1,5,2,1.0,5,2,2,1,3,1,2,2,2,3,9.0,-7.0,-4.0,4.0,7.0,87.37084388397592,80.03094526863389,78.47127221298067,55.48786072856311,15.370796609217988,high,high,high,high,low
