EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,EXT9,AGR9,CSN9,EST9,OPN9,EXT10,AGR10,CSN10,EST10,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score,EXT_position,EST_position,AGR_position,CSN_position,OPN_position,EXT_high_or_low,EST_high_or_low,AGR_high_or_low,CSN_high_or_low,OPN_high_or_low
1,5,1,1,1,1,1,5,5,3,1,2,1,2,1,1,4,5,2,5,1,5,1,2,1,5,5,5,2,2,1,2,1,1,1,2,5,5,1,,1,4,1,1,2,5,5,1,2,1,-9.0,-5.0,10.0,-14.0,,70.36759078969529,82.91913751143704,63.54239610140829,0.8677872754079665,,high,high,high,low,low
1,3,1,1,1,1,1,2,5,5,1,2,1,2,1,1,4,2,4,5,1,2,1,2,1,5,4,4,2,2,1,5,1,1,2,2,4,5,1,1.0,1,2,1,1,2,5,2,1,2,1,-9.0,-3.0,5.0,-7.0,-3.0,70.36759078969529,39.54553199368488,84.55011666031412,5.486925082312248,24.121748259944194,high,low,high,low,low
1,5,1,2,1,1,1,5,5,3,1,2,1,2,1,1,4,2,2,5,1,2,1,4,1,5,5,4,1,2,1,2,1,2,2,2,4,5,1,1.0,1,4,1,1,2,5,2,1,4,1,-9.0,-10.0,9.0,-10.0,-1.0,70.36759078969529,3.351090914283969,64.5474771529959,8.512509590374071,45.80845252974124,high,low,high,low,low
1,5,1,2,1,1,1,4,5,5,1,5,1,2,1,1,3,2,4,2,2,2,1,2,1,5,5,3,1,2,1,2,1,1,1,5,5,5,1,,1,5,1,1,3,5,5,1,4,1,-11.0,-5.0,10.0,-8.0,,96.9716577977251,82.91913751143704,63.54239610140829,22.994146794032744,,high,high,high,low,low
1,5,1,2,1,1,1,4,5,2,1,5,1,2,1,1,5,2,5,5,1,5,1,2,1,5,5,3,1,2,1,2,1,1,2,5,4,5,1,,1,4,1,1,2,5,2,1,5,1,-12.0,-5.0,4.0,-8.0,,13.51772458710916,82.91913751143704,16.684345456354073,22.994146794032744,,low,high,low,low,low
1,4,1,2,1,1,1,4,5,3,1,1,1,2,1,1,4,3,2,2,1,4,1,2,1,5,4,4,1,2,1,5,1,1,2,3,5,5,1,,1,2,2,1,2,5,5,1,2,1,-10.0,-5.0,7.0,-9.0,,10.625592781144464,82.91913751143704,72.65224195615069,77.0661285223388,,low,high,high,high,low
1,5,1,1,1,1,1,2,5,3,1,1,1,2,1,1,3,2,5,5,1,5,1,2,1,5,4,4,2,2,1,5,1,1,1,2,4,5,1,1.0,1,2,1,2,3,5,5,1,2,1,-9.0,-3.0,3.0,-7.0,-1.0,70.36759078969529,39.54553199368488,25.538415172833563,5.486925082312248,45.80845252974124,high,low,low,low,low
1,4,1,1,1,1,1,2,5,5,1,1,1,1,1,1,4,5,2,5,1,2,1,2,1,2,5,4,2,2,1,5,1,1,2,2,5,5,1,,1,5,1,1,2,5,2,1,5,1,-6.0,-7.0,10.0,-10.0,,90.69622914863086,80.03094526863389,63.54239610140829,8.512509590374071,,high,high,high,low,low
1,4,1,1,1,1,1,4,5,5,1,1,1,2,1,1,4,5,5,5,1,2,1,2,1,5,4,4,1,2,1,2,1,1,1,5,5,5,1,1.0,1,2,1,1,2,5,2,1,2,1,-12.0,-1.0,9.0,-12.0,-4.0,13.51772458710916,42.2841193254286,64.5474771529959,21.548031646510875,13.372847151843567,low,low,high,low,low
1,4,1,1,1,1,1,4,4,5,1,1,1,2,1,1,5,3,5,5,1,2,1,2,1,5,5,4,2,2,1,5,1,1,2,5,5,5,1,,1,5,1,1,2,5,2,1,4,1,-12.0,-5.0,11.0,-10.0,,13.51772458710916,82.91913751143704,69.95048953996736,8.512509590374071,,low,high,high,low,low
