EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,EXT9,AGR9,CSN9,EST9,OPN9,EXT10,AGR10,CSN10,EST10,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score,EXT_position,EST_position,AGR_position,CSN_position,OPN_position,EXT_high_or_low,EST_high_or_low,AGR_high_or_low,CSN_high_or_low,OPN_high_or_low
1,4,1,5,1,1,1,4,1,2,1,2,2,4,5,1,1,1,1,2,1,2,1,5,2,5,1,4,5,5,1,2,1,5,2,2,1,5,5,,1,1,2,5,4,5,1,2,5,2,-9.0,-37.0,-4.0,-5.0,,70.36759078969529,84.09943063463407,78.47127221298067,54.576639769299184,,high,high,high,high,low
1,4,5,5,2,1,1,5,1,5,1,2,2,2,5,1,1,2,1,1,1,5,1,5,1,5,1,4,5,2,1,2,1,5,2,3,1,5,5,1.0,1,2,1,5,4,5,1,2,5,5,-10.0,-35.0,-6.0,-4.0,12.0,10.625592781144464,32.33366918109286,71.09503112747343,68.203588745062,23.34368453554028,low,low,high,high,low
1,4,2,5,2,1,1,2,1,5,1,2,1,4,5,1,1,1,1,1,1,4,1,5,1,2,1,4,5,2,1,5,1,5,2,2,1,5,5,1.0,1,2,1,5,5,5,1,4,5,4,-6.0,-37.0,-8.0,-2.0,12.0,90.69622914863086,84.09943063463407,77.43575803597018,88.29861100851832,23.34368453554028,high,high,high,high,low
1,4,1,5,2,1,1,5,2,4,1,1,2,5,5,1,1,2,1,1,1,5,1,4,2,5,1,4,5,1,1,5,1,2,2,2,1,5,5,1.0,1,2,2,5,5,5,1,2,5,4,-9.0,-33.0,-8.0,-7.0,15.0,70.36759078969529,10.931204393400838,77.43575803597018,5.486925082312248,5.180525557423565,high,low,high,low,low
1,4,2,5,1,1,1,4,2,5,1,5,2,4,5,1,1,5,1,1,1,5,1,2,2,2,1,5,4,5,1,2,1,2,1,2,1,5,5,1.0,1,2,2,2,4,5,1,4,5,5,-6.0,-26.0,-9.0,-7.0,8.0,90.69622914863086,41.11702373882272,43.93844038603779,5.486925082312248,99.19879134202203,high,low,low,low,high
1,4,1,5,2,1,1,2,2,5,1,5,2,5,5,1,1,2,1,1,2,4,1,5,1,5,1,4,5,1,1,5,1,5,2,5,1,5,5,1.0,1,2,1,5,4,5,1,5,5,4,-11.0,-37.0,-11.0,-2.0,12.0,96.9716577977251,84.09943063463407,62.725429190784176,88.29861100851832,23.34368453554028,high,high,high,high,low
1,4,1,5,1,1,1,4,1,4,1,2,5,4,5,1,1,2,1,1,1,2,1,4,1,2,1,5,4,5,1,2,1,5,1,5,1,5,5,,1,2,1,5,4,5,1,2,5,4,-9.0,-35.0,-3.0,-5.0,,70.36759078969529,32.33366918109286,6.37559204247637,54.576639769299184,,high,low,low,high,low
1,5,2,5,1,2,1,2,2,4,1,2,5,4,5,1,2,5,1,1,1,5,1,4,1,5,1,4,5,1,1,4,1,5,2,2,1,5,5,1.0,1,2,2,5,4,5,1,2,5,4,-10.0,-35.0,-8.0,-3.0,12.0,10.625592781144464,32.33366918109286,77.43575803597018,29.236778579807176,23.34368453554028,low,low,high,low,low
1,4,5,5,2,1,1,4,1,5,1,5,5,4,5,1,2,2,1,1,1,4,1,4,1,5,1,4,5,2,1,2,1,5,2,3,1,5,5,1.0,1,2,1,2,5,5,1,2,5,4,-10.0,-33.0,-7.0,0.0,12.0,10.625592781144464,10.931204393400838,6.154878016351157,75.94729258446176,23.34368453554028,low,low,low,high,low
1,5,1,5,1,1,1,5,1,4,1,1,1,4,5,1,1,2,1,1,1,5,1,4,1,5,1,4,5,2,1,5,1,2,1,3,2,5,5,1.0,1,2,1,2,5,5,1,2,5,2,-10.0,-30.0,-8.0,-9.0,9.0,10.625592781144464,6.304876883726748,77.43575803597018,77.0661285223388,23.922307874891292,low,low,high,high,low
1,4,2,5,1,1,1,5,2,5,1,5,2,4,5,1,1,2,1,1,1,2,1,5,1,5,1,4,5,5,1,4,1,5,1,3,1,2,5,1.0,1,2,2,5,4,5,1,2,5,5,-10.0,-36.0,-8.0,-3.0,7.0,10.625592781144464,66.42861856263067,77.43575803597018,29.236778579807176,15.370796609217988,low,high,high,low,low
1,4,5,5,1,1,1,2,2,5,1,5,2,4,5,1,1,2,1,2,1,2,1,4,2,2,1,4,5,2,1,5,1,5,2,5,2,5,5,,1,2,1,4,4,5,1,5,5,4,-9.0,-34.0,-8.0,2.0,,70.36759078969529,94.38897867809928,77.43575803597018,16.971441121751216,,high,high,high,low,low
1,5,2,5,1,1,1,2,2,5,1,5,1,4,5,1,1,5,1,1,1,4,1,4,2,5,1,4,5,2,1,4,1,5,1,2,1,5,5,1.0,1,2,2,5,5,5,1,2,5,4,-9.0,-35.0,-11.0,-7.0,11.0,70.36759078969529,32.33366918109286,62.725429190784176,5.486925082312248,74.38180867314527,high,low,high,low,high
1,5,1,5,1,1,1,5,2,5,1,5,5,4,5,1,2,2,1,1,1,5,1,5,2,5,1,4,5,5,1,4,1,5,2,5,2,5,5,1.0,1,2,1,5,5,5,1,2,5,5,-12.0,-36.0,-10.0,-5.0,10.0,13.51772458710916,66.42861856263067,26.17219239644612,54.576639769299184,76.34765069075316,low,high,low,high,high
1,5,2,5,2,1,1,5,1,4,1,2,1,4,5,1,1,2,1,1,1,2,1,5,1,5,1,4,5,5,1,5,1,5,2,5,1,5,5,1.0,1,2,1,5,4,5,1,5,5,4,-12.0,-37.0,-7.0,-5.0,9.0,13.51772458710916,84.09943063463407,6.154878016351157,54.576639769299184,23.922307874891292,low,high,low,high,low
1,4,1,5,1,1,1,4,1,4,1,5,1,4,5,1,1,3,1,2,1,5,1,5,1,2,1,5,5,2,1,5,1,2,1,3,2,5,5,,1,2,1,5,5,5,1,2,5,2,-7.0,-34.0,-11.0,-10.0,,82.11605756095736,94.38897867809928,62.725429190784176,8.512509590374071,,high,high,high,low,low
1,4,1,5,1,1,1,4,2,4,1,5,5,4,5,1,1,2,1,1,1,5,1,4,1,5,1,4,5,2,1,2,1,2,2,5,2,5,5,1.0,1,3,2,4,5,5,1,2,5,4,-12.0,-31.0,-7.0,-3.0,12.0,13.51772458710916,86.45115286391469,6.154878016351157,29.236778579807176,23.34368453554028,low,high,low,low,low
1,5,2,5,1,1,1,5,1,2,1,5,2,4,5,1,2,2,1,1,1,2,1,5,2,5,1,4,5,5,1,2,1,2,2,5,1,5,5,1.0,1,2,1,5,4,5,1,4,5,5,-12.0,-34.0,-6.0,-5.0,12.0,13.51772458710916,94.38897867809928,71.09503112747343,54.576639769299184,23.34368453554028,low,high,high,high,low
1,4,1,5,1,1,1,2,1,5,1,5,2,4,5,1,1,2,1,1,1,4,1,4,1,5,1,4,5,5,1,2,1,2,2,5,1,5,5,,1,1,1,5,4,5,1,2,5,4,-12.0,-33.0,-9.0,-5.0,,13.51772458710916,10.931204393400838,43.93844038603779,54.576639769299184,,low,low,low,high,low
1,4,1,5,2,1,1,4,2,2,1,5,1,5,5,1,2,3,1,1,1,5,1,5,1,5,1,5,5,1,1,2,1,5,2,2,1,5,5,1.0,1,2,1,5,4,5,1,2,5,4,-9.0,-37.0,-8.0,-10.0,15.0,70.36759078969529,84.09943063463407,77.43575803597018,8.512509590374071,5.180525557423565,high,high,high,low,low
1,4,2,5,2,1,1,2,2,5,1,2,1,4,5,1,1,3,1,2,1,5,1,4,1,5,1,4,4,5,1,2,1,5,2,2,2,5,5,,1,2,1,5,5,5,1,5,5,4,-9.0,-34.0,-5.0,-3.0,,70.36759078969529,94.38897867809928,76.42575253043067,29.236778579807176,,high,high,high,low,low
1,4,2,5,1,2,1,2,1,2,1,2,2,5,5,1,1,2,1,1,1,4,1,4,1,2,1,4,5,2,1,2,1,5,2,2,1,2,5,1.0,1,1,1,5,5,5,1,2,5,5,-7.0,-37.0,-6.0,-1.0,15.0,82.11605756095736,84.09943063463407,71.09503112747343,22.402818363485764,5.180525557423565,high,high,high,low,low
1,4,2,5,1,1,1,5,2,4,1,5,1,4,5,1,2,2,1,2,1,5,1,5,2,5,1,4,5,2,1,4,1,2,2,2,1,5,5,,1,1,1,5,4,5,1,2,5,4,-9.0,-33.0,-11.0,-8.0,,70.36759078969529,10.931204393400838,62.725429190784176,22.994146794032744,,high,low,high,low,low
1,4,2,5,2,1,1,4,1,5,1,1,1,4,5,1,1,2,1,1,1,5,1,4,1,5,1,4,5,1,1,5,1,5,2,5,1,5,5,1.0,1,2,1,5,4,5,1,2,5,4,-12.0,-36.0,-8.0,-7.0,12.0,13.51772458710916,66.42861856263067,77.43575803597018,5.486925082312248,23.34368453554028,low,high,high,low,low
1,5,1,5,2,1,1,4,2,5,1,5,1,4,5,1,1,5,1,1,1,2,1,2,1,5,1,4,5,5,1,5,1,5,2,5,1,5,5,,1,2,1,5,4,5,1,5,5,4,-12.0,-33.0,-10.0,-8.0,,13.51772458710916,10.931204393400838,26.17219239644612,22.994146794032744,,low,low,low,low,low
1,5,1,5,1,2,1,2,1,5,1,5,1,2,5,1,1,2,1,1,1,5,1,5,2,5,1,4,5,1,1,5,1,2,2,5,1,5,5,1.0,1,1,1,5,4,5,1,5,5,4,-13.0,-32.0,-14.0,-3.0,12.0,56.8825645768269,46.41711503819899,81.3442971376119,29.236778579807176,23.34368453554028,high,low,high,low,low
1,4,1,5,1,2,1,4,1,5,1,5,1,4,5,1,1,2,1,1,1,5,1,5,1,5,1,4,5,5,1,5,1,2,2,5,1,5,5,,1,2,2,5,4,5,1,2,5,5,-13.0,-34.0,-12.0,-7.0,,56.8825645768269,94.38897867809928,65.8953986887164,5.486925082312248,,high,high,high,low,low
1,4,1,5,2,1,1,4,1,5,1,5,1,4,5,1,1,5,1,1,1,2,1,4,1,5,1,4,5,5,1,4,1,2,2,2,1,5,5,1.0,1,2,2,4,5,5,1,4,5,4,-9.0,-32.0,-8.0,-8.0,9.0,70.36759078969529,46.41711503819899,77.43575803597018,22.994146794032744,23.922307874891292,high,low,high,low,low
1,4,1,5,2,1,1,2,2,4,1,5,1,5,5,1,1,2,1,1,1,2,1,5,1,5,1,4,4,5,1,5,1,5,2,2,2,5,5,,1,1,1,5,5,5,1,2,5,2,-9.0,-36.0,-9.0,-6.0,,70.36759078969529,66.42861856263067,43.93844038603779,54.4445659143086,,high,high,low,high,low
1,5,1,5,1,1,1,5,2,5,1,2,1,4,5,1,1,2,1,1,1,4,1,5,1,5,1,4,5,2,1,2,1,5,2,5,1,5,5,1.0,1,2,1,5,4,5,1,5,5,5,-12.0,-36.0,-6.0,-6.0,11.0,13.51772458710916,66.42861856263067,71.09503112747343,54.4445659143086,74.38180867314527,low,high,high,high,high
1,5,1,5,2,1,1,4,2,5,1,5,1,4,5,1,1,2,1,2,1,4,1,5,1,5,1,4,4,5,1,2,1,2,2,2,1,2,5,1.0,1,2,2,5,5,5,1,5,5,4,-9.0,-32.0,-9.0,-1.0,8.0,70.36759078969529,46.41711503819899,43.93844038603779,22.402818363485764,99.19879134202203,high,low,low,low,high
1,4,1,5,2,1,1,5,2,2,1,5,1,5,5,1,1,5,1,1,1,5,1,5,1,5,1,4,4,5,1,5,1,2,1,5,1,2,5,,1,2,1,4,5,5,1,2,5,5,-12.0,-32.0,-12.0,-9.0,,13.51772458710916,46.41711503819899,65.8953986887164,77.0661285223388,,low,low,high,high,low
1,4,1,5,2,1,1,5,2,5,1,5,1,5,5,1,1,2,1,1,1,4,1,5,1,2,1,4,5,1,1,5,1,5,2,2,1,5,5,1.0,1,1,1,2,4,5,1,2,5,4,-6.0,-34.0,-12.0,-9.0,12.0,90.69622914863086,94.38897867809928,65.8953986887164,77.0661285223388,23.34368453554028,high,high,high,high,low
1,4,1,5,2,1,1,5,2,2,1,5,5,4,5,1,1,2,1,1,1,2,1,2,1,5,1,4,5,2,1,5,1,2,2,5,2,5,5,1.0,1,2,1,4,4,5,1,2,5,2,-12.0,-29.0,-8.0,-5.0,12.0,13.51772458710916,8.820583429606408,77.43575803597018,54.576639769299184,23.34368453554028,low,low,high,high,low
1,5,2,5,2,1,1,5,1,4,1,5,2,4,5,1,1,1,1,1,1,2,1,5,1,5,1,5,5,5,1,2,1,5,1,3,2,5,5,1.0,1,2,1,5,5,5,1,2,5,5,-10.0,-37.0,-6.0,-7.0,10.0,10.625592781144464,84.09943063463407,71.09503112747343,5.486925082312248,76.34765069075316,low,high,high,low,high
1,4,5,5,2,1,1,5,1,2,1,5,2,5,5,1,1,5,1,1,1,2,1,4,1,5,1,4,5,1,1,5,1,5,2,2,2,5,5,1.0,1,2,1,5,5,5,1,4,5,4,-9.0,-37.0,-8.0,-5.0,16.0,70.36759078969529,84.09943063463407,77.43575803597018,54.576639769299184,47.69983680359604,high,high,high,high,low
1,5,2,5,2,1,1,2,2,4,1,5,1,4,5,1,1,2,1,1,1,5,1,5,1,5,1,4,4,1,1,5,1,2,1,5,1,5,5,1.0,1,2,1,4,4,5,1,4,5,5,-12.0,-31.0,-13.0,-3.0,13.0,13.51772458710916,86.45115286391469,62.30497931236895,29.236778579807176,32.83113751931617,low,high,high,low,low
1,4,2,5,1,1,1,4,1,5,1,1,1,4,5,1,1,2,1,1,1,4,1,5,1,5,1,5,5,1,1,2,1,4,2,5,1,5,5,,1,1,1,2,5,5,1,5,5,4,-12.0,-33.0,-5.0,-5.0,,13.51772458710916,10.931204393400838,76.42575253043067,54.576639769299184,,low,low,high,high,low
1,5,5,5,2,1,1,5,2,5,1,5,5,4,5,1,2,1,1,1,1,4,1,5,1,5,1,4,5,5,1,2,1,5,2,2,1,2,5,,1,2,1,4,5,5,1,2,5,4,-9.0,-35.0,-8.0,3.0,,70.36759078969529,32.33366918109286,77.43575803597018,26.729640583803864,,high,low,high,low,low
1,4,1,5,2,1,1,4,2,5,1,2,1,4,5,1,1,2,1,1,1,2,1,4,2,5,1,4,5,5,1,4,1,5,2,5,1,2,5,1.0,1,3,1,2,4,5,1,4,5,4,-12.0,-32.0,-4.0,-3.0,9.0,13.51772458710916,46.41711503819899,78.47127221298067,29.236778579807176,23.922307874891292,low,low,high,low,low
