EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,EXT9,AGR9,CSN9,EST9,OPN9,EXT10,AGR10,CSN10,EST10,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score,EXT_position,EST_position,AGR_position,CSN_position,OPN_position,EXT_high_or_low,EST_high_or_low,AGR_high_or_low,CSN_high_or_low,OPN_high_or_low
5,5,1,1,5,2,2,4,2,5,5,5,1,1,5,1,3,5,5,5,1,5,1,1,2,2,5,4,2,5,5,2,1,2,2,2,5,5,2,1.0,2,2,2,1,3,2,5,1,1,5,9.0,-4.0,5.0,-11.0,8.0,87.37084388397592,21.7977014618734,84.55011666031412,55.62279076684582,99.19879134202203,high,low,high,high,high
5,4,1,1,2,2,4,5,5,5,5,5,5,1,5,1,4,3,5,5,5,5,1,1,2,1,5,5,2,2,5,5,1,2,5,3,5,5,2,1.0,2,5,2,1,2,2,5,1,2,5,13.0,-2.0,9.0,-7.0,10.0,10.758946994162551,71.09296285681363,64.5474771529959,5.486925082312248,76.34765069075316,low,high,high,low,high
5,5,1,1,2,2,2,5,5,4,5,2,2,1,5,1,3,2,2,5,1,5,1,1,5,5,5,4,2,5,5,1,1,2,2,5,5,2,2,1.0,5,5,2,1,5,1,5,1,1,5,7.0,-4.0,12.0,-5.0,11.0,80.7216491799307,21.7977014618734,42.497643648784006,54.576639769299184,74.38180867314527,high,low,low,high,high
5,4,1,1,2,5,5,4,2,4,5,5,5,1,5,1,5,5,2,5,2,5,1,2,2,5,5,4,1,2,5,2,1,2,2,5,2,5,2,1.0,2,5,2,1,3,2,5,1,2,5,1.0,-8.0,11.0,-7.0,9.0,69.54963898828078,78.62373330733222,69.95048953996736,5.486925082312248,23.922307874891292,high,high,high,low,low
5,5,1,2,2,5,5,4,2,4,5,5,2,2,5,1,5,3,2,5,1,5,1,2,2,5,5,4,2,2,5,2,1,2,2,2,4,2,5,1.0,5,5,2,2,2,1,5,1,1,5,7.0,-14.0,12.0,-5.0,8.0,80.7216491799307,27.09730031585448,42.497643648784006,54.576639769299184,99.19879134202203,high,low,low,high,high
5,4,1,1,2,1,2,5,5,4,5,5,2,1,5,1,3,3,5,5,1,2,1,2,2,1,5,3,2,5,5,2,1,2,5,2,5,5,2,1.0,2,5,2,1,2,2,5,1,2,4,11.0,-3.0,12.0,-8.0,7.0,23.179010795387956,39.54553199368488,42.497643648784006,22.994146794032744,15.370796609217988,low,low,low,low,low
5,4,1,1,2,5,5,5,5,3,5,5,1,1,5,1,3,2,2,5,1,4,1,1,3,1,5,5,2,1,5,2,1,2,2,3,5,2,1,1.0,2,5,1,1,3,2,5,1,1,5,6.0,-3.0,13.0,-8.0,12.0,59.521087004267535,39.54553199368488,67.33806671847192,22.994146794032744,23.34368453554028,high,low,high,low,low
5,4,1,1,2,2,2,4,5,2,5,5,2,2,5,1,5,2,5,5,1,5,1,2,2,5,5,4,2,5,5,2,1,2,5,5,4,5,2,1.0,5,5,2,1,3,2,5,1,2,5,6.0,-4.0,10.0,-7.0,11.0,59.521087004267535,21.7977014618734,63.54239610140829,5.486925082312248,74.38180867314527,high,low,high,low,high
5,5,1,2,2,1,5,5,2,5,5,5,2,1,5,1,5,5,2,5,2,4,1,2,3,1,5,3,2,2,5,1,1,2,5,2,5,5,2,1.0,5,5,5,1,5,1,5,1,1,3,16.0,-9.0,15.0,-7.0,12.0,14.795226431317165,58.10382915690394,61.20948528622405,5.486925082312248,23.34368453554028,low,high,high,low,low
5,5,1,1,2,5,2,5,2,4,5,5,1,1,5,1,5,2,5,2,2,5,1,2,5,2,5,4,2,1,5,2,1,2,2,5,5,5,2,2.0,5,5,2,1,2,2,5,1,1,5,7.0,-5.0,10.0,-9.0,16.0,80.7216491799307,82.91913751143704,63.54239610140829,77.0661285223388,47.69983680359604,high,high,high,high,low
