EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,EXT9,AGR9,CSN9,EST9,OPN9,EXT10,AGR10,CSN10,EST10,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score,EXT_position,EST_position,AGR_position,CSN_position,OPN_position,EXT_high_or_low,EST_high_or_low,AGR_high_or_low,CSN_high_or_low,OPN_high_or_low
1,4,5,5,2,2,1,5,2,4,1,5,1,5,5,1,5,5,1,5,1,5,5,2,2,5,5,4,5,5,1,2,2,2,5,5,5,2,4,,1,5,2,5,4,5,2,2,5,4,-13.0,-30.0,7.0,1.0,,56.8825645768269,6.304876883726748,72.65224195615069,62.72533070170514,,high,low,high,high,low
1,4,3,5,2,1,1,2,1,3,1,1,2,5,5,2,5,2,1,5,1,5,5,5,2,5,4,4,5,5,1,5,1,2,5,5,5,4,5,1.0,1,5,1,2,4,5,2,1,5,4,-13.0,-32.0,7.0,1.0,10.0,56.8825645768269,46.41711503819899,72.65224195615069,62.72533070170514,76.34765069075316,high,low,high,high,high
1,4,5,5,1,1,1,2,2,3,1,1,5,5,5,1,5,5,1,5,1,5,5,4,2,5,4,4,5,2,1,1,2,2,2,2,5,5,5,,1,2,1,5,4,5,5,1,5,2,-9.0,-33.0,11.0,3.0,,70.36759078969529,10.931204393400838,69.95048953996736,26.729640583803864,,high,low,high,low,low
1,5,5,5,2,1,1,2,1,4,1,2,2,5,5,1,5,5,1,1,1,2,5,2,2,5,5,4,4,5,1,2,2,2,2,2,4,5,5,1.0,1,5,1,5,4,5,2,1,5,5,-9.0,-31.0,11.0,0.0,11.0,70.36759078969529,86.45115286391469,69.95048953996736,75.94729258446176,74.38180867314527,high,high,high,high,high
1,2,5,5,1,1,1,2,1,3,1,5,2,4,4,1,5,2,1,1,1,2,5,5,2,5,4,4,5,5,1,5,2,5,2,2,5,5,5,1.0,1,5,2,5,4,5,2,2,5,4,-9.0,-37.0,8.0,5.0,9.0,70.36759078969529,84.09943063463407,70.24063836681471,17.22022453540239,23.922307874891292,high,high,high,low,low
1,2,3,5,1,1,1,4,1,3,1,5,2,5,5,1,4,1,1,5,1,5,4,5,2,5,4,4,5,5,1,2,1,5,2,2,4,5,5,1.0,1,2,2,5,4,5,2,2,5,3,-9.0,-38.0,3.0,0.0,5.0,70.36759078969529,64.42653256393665,25.538415172833563,75.94729258446176,47.45568237665967,high,high,low,high,low
1,2,5,5,2,1,1,2,1,3,1,5,2,5,5,1,5,2,1,1,1,2,5,5,2,5,4,4,4,5,1,5,2,5,2,5,5,4,5,1.0,1,5,2,5,5,5,2,5,5,3,-12.0,-37.0,8.0,9.0,11.0,13.51772458710916,84.09943063463407,70.24063836681471,73.79648807641964,74.38180867314527,low,high,high,high,high
1,5,5,5,1,1,1,4,2,4,1,5,5,5,5,1,4,2,1,5,1,2,5,5,2,5,4,4,2,2,1,2,2,2,5,5,5,4,5,1.0,1,5,2,2,5,5,2,1,5,4,-12.0,-28.0,7.0,6.0,12.0,13.51772458710916,71.25704566249172,72.65224195615069,96.12317438180868,23.34368453554028,low,high,high,high,low
1,4,5,5,2,1,1,2,1,4,1,5,5,4,5,1,4,2,1,5,1,2,5,5,5,5,5,4,5,5,1,2,5,2,2,5,4,2,5,1.0,1,5,2,2,5,5,2,1,5,4,-12.0,-31.0,8.0,13.0,10.0,13.51772458710916,86.45115286391469,70.24063836681471,38.44590142622035,76.34765069075316,low,high,high,low,high
1,4,2,5,2,1,1,2,1,5,1,5,5,5,4,1,5,2,1,5,1,5,5,5,1,5,4,4,5,5,1,2,2,2,5,2,4,4,5,1.0,1,2,2,5,5,5,2,1,5,4,-9.0,-35.0,2.0,5.0,7.0,70.36759078969529,32.33366918109286,30.776359863336555,17.22022453540239,15.370796609217988,high,low,low,low,low
1,5,5,5,1,1,1,2,2,3,1,5,2,5,4,1,5,2,1,1,1,2,4,2,2,5,4,4,5,5,1,5,1,2,2,5,4,5,5,1.0,1,2,1,5,4,5,2,1,5,5,-12.0,-31.0,1.0,1.0,10.0,13.51772458710916,86.45115286391469,97.12618716273646,62.72533070170514,76.34765069075316,low,high,high,high,high
1,5,5,5,1,1,1,2,2,3,1,5,5,5,5,1,5,2,1,5,5,2,5,4,2,5,4,5,5,2,1,2,2,2,2,5,5,2,5,,1,5,2,4,5,5,2,2,5,2,-8.0,-32.0,8.0,10.0,,89.78559912384115,46.41711503819899,70.24063836681471,19.967478906101498,,high,low,high,low,low
