Cycle,Code,Role,Values
1,INFP-A,Mediator,"[6, 68, 19, 7, 58]"
2,INFP-A,Mediator,"[10, 57, 26, 12, 64]"
3,INFP-A,Mediator,"[12, 66, 22, 18, 60]"
4,INFP-A,Mediator,"[1, 71, 25, 18, 51]"
5,INFP-A,Mediator,"[8, 67, 25, 19, 65]"
6,INFP-A,Mediator,"[7, 52, 21, 19, 63]"
7,INFP-A,Mediator,"[1, 59, 33, 25, 64]"
8,INFP-A,Mediator,"[6, 66, 31, 15, 54]"
9,INFP-A,Mediator,"[14, 67, 33, 12, 60]"
10,INFP-A,Mediator,"[1, 74, 28, 22, 65]"
11,INFP-A,Mediator,"[12, 59, 29, 8, 61]"
12,INFP-A,Mediator,"[4, 71, 33, 7, 53]"
13,INFP-A,Mediator,"[4, 67, 26, 7, 60]"
14,INFP-A,Mediator,"[8, 66, 25, 17, 63]"
15,INFP-A,Mediator,"[7, 61, 24, 15, 56]"
16,INFP-A,Mediator,"[12, 51, 22, 1, 57]"
17,INFP-A,Mediator,"[3, 54, 26, 18, 51]"
18,INFP-A,Mediator,"[8, 64, 25, 19, 53]"
19,INFP-A,Mediator,"[11, 64, 26, 10, 61]"
20,INFP-A,Mediator,"[4, 61, 29, 12, 60]"
21,INFP-A,Mediator,"[4, 56, 26, 21, 56]"
22,INFP-A,Mediator,"[0, 66, 26, 18, 61]"
23,INFP-A,Mediator,"[3, 56, 31, 17, 54]"
24,INFP-A,Mediator,"[8, 60, 26, 15, 57]"
25,INFP-A,Mediator,"[3, 66, 24, 14, 60]"
26,INFP-A,Mediator,"[14, 54, 25, 17, 61]"
27,INFP-T,Mediator,"[11, 60, 31, 21, 47]"
28,INFP-A,Mediator,"[7, 63, 31, 7, 54]"
29,INFP-A,Mediator,"[6, 68, 28, 19, 61]"
30,INFP-A,Mediator,"[0, 57, 28, 18, 64]"
31,INFP-A,Mediator,"[11, 64, 26, 22, 72]"
32,INFP-A,Mediator,"[4, 59, 24, 18, 60]"
33,INFP-A,Mediator,"[6, 60, 32, 18, 68]"
34,INFP-A,Mediator,"[4, 66, 21, 17, 53]"
35,INFP-A,Mediator,"[11, 66, 25, 19, 63]"
36,INFP-A,Mediator,"[6, 59, 18, 15, 57]"
37,INFP-A,Mediator,"[4, 60, 25, 15, 61]"
38,INFP-A,Mediator,"[7, 54, 26, 25, 61]"
39,INFP-A,Mediator,"[3, 66, 26, 12, 76]"
40,INFP-T,Mediator,"[0, 59, 32, 11, 49]"
41,INFP-A,Mediator,"[10, 66, 24, 21, 68]"
42,INFP-A,Mediator,"[8, 57, 26, 25, 61]"
43,INFP-A,Mediator,"[7, 63, 24, 19, 64]"
44,INFP-A,Mediator,"[7, 70, 28, 12, 65]"
45,INFP-A,Mediator,"[4, 59, 24, 14, 61]"
46,INFP-A,Mediator,"[4, 70, 24, 17, 64]"
47,INFP-A,Mediator,"[14, 64, 29, 12, 61]"
48,INFP-A,Mediator,"[6, 60, 21, 8, 57]"
49,INFP-A,Mediator,"[11, 67, 31, 17, 60]"
50,INFP-A,Mediator,"[7, 60, 25, 10, 78]"
51,INFP-A,Mediator,"[7, 70, 35, 14, 63]"
52,INFP-A,Mediator,"[4, 59, 24, 29, 57]"
53,INFP-T,Mediator,"[8, 60, 24, 21, 49]"
54,INFP-A,Mediator,"[14, 64, 24, 21, 53]"
55,INFP-A,Mediator,"[8, 52, 32, 24, 63]"
56,INFP-A,Mediator,"[4, 64, 28, 12, 51]"
57,INFP-A,Mediator,"[1, 68, 29, 7, 56]"
58,INFP-A,Mediator,"[8, 61, 26, 17, 71]"
59,INFP-A,Mediator,"[1, 59, 25, 12, 64]"
60,INFP-A,Mediator,"[8, 70, 26, 12, 63]"
61,INFP-A,Mediator,"[8, 63, 29, 15, 58]"
62,INFP-A,Mediator,"[7, 57, 24, 8, 65]"
63,INFP-A,Mediator,"[1, 64, 25, 11, 57]"
64,INFP-A,Mediator,"[4, 63, 28, 12, 53]"
65,INFP-A,Mediator,"[7, 64, 22, 17, 61]"
66,INFP-T,Mediator,"[0, 63, 21, 22, 49]"
67,INFP-A,Mediator,"[12, 52, 21, 21, 56]"
68,INFP-A,Mediator,"[4, 60, 19, 14, 51]"
69,INFP-A,Mediator,"[6, 61, 31, 10, 61]"
70,INFP-A,Mediator,"[7, 57, 24, 22, 60]"
71,INFP-A,Mediator,"[7, 57, 26, 22, 60]"
72,INFP-A,Mediator,"[0, 54, 32, 14, 60]"
73,INFP-A,Mediator,"[6, 68, 28, 14, 68]"
74,INFP-A,Mediator,"[6, 61, 26, 12, 58]"
75,INFP-A,Mediator,"[10, 67, 28, 10, 63]"
76,INFP-A,Mediator,"[0, 68, 25, 18, 63]"
77,INFP-A,Mediator,"[8, 59, 28, 22, 60]"
78,INFP-A,Mediator,"[11, 54, 28, 14, 67]"
79,INFP-A,Mediator,"[8, 57, 29, 17, 72]"
80,INFP-A,Mediator,"[7, 61, 25, 18, 58]"
81,INFP-A,Mediator,"[7, 63, 31, 24, 60]"
82,INFP-A,Mediator,"[8, 63, 22, 17, 61]"
83,INFP-A,Mediator,"[6, 60, 33, 12, 54]"
84,INFP-A,Mediator,"[8, 59, 24, 19, 58]"
85,INFP-A,Mediator,"[7, 64, 29, 22, 64]"
86,INFP-A,Mediator,"[7, 61, 36, 12, 65]"
87,INFP-A,Mediator,"[6, 67, 24, 14, 72]"
88,INFP-A,Mediator,"[7, 71, 26, 22, 61]"
89,INFP-A,Mediator,"[0, 68, 24, 14, 56]"
90,INFP-T,Mediator,"[10, 56, 28, 19, 47]"
91,INFP-A,Mediator,"[4, 60, 26, 18, 60]"
92,INFP-A,Mediator,"[6, 59, 22, 12, 57]"
93,INFP-A,Mediator,"[8, 64, 25, 11, 63]"
94,ISFP-A,Adventurer,"[6, 47, 28, 22, 64]"
95,INFP-A,Mediator,"[0, 57, 24, 7, 61]"
96,INFP-A,Mediator,"[3, 66, 25, 15, 53]"
97,INFP-A,Mediator,"[6, 53, 25, 11, 58]"
98,INFP-A,Mediator,"[10, 59, 26, 21, 68]"
