Cycle,Code,Role,Values
1,ISTJ-A,Logistician,"[0, 39, 58, 53, 54]"
2,ISTP-A,Virtuoso,"[0, 34, 54, 49, 51]"
3,ISTP-A,Virtuoso,"[6, 34, 65, 44, 53]"
4,ISTJ-T,Logistician,"[1, 43, 60, 53, 44]"
5,ISTJ-T,Logistician,"[0, 36, 58, 56, 43]"
6,ISTJ-A,Logistician,"[3, 38, 56, 56, 53]"
7,ISTJ-T,Logistician,"[3, 38, 53, 57, 47]"
8,ISTJ-T,Logistician,"[3, 36, 57, 56, 49]"
9,ISTJ-T,Logistician,"[6, 41, 63, 56, 49]"
10,ISTJ-T,Logistician,"[0, 39, 56, 60, 40]"
11,ISTJ-T,Logistician,"[1, 35, 61, 53, 49]"
12,ISTJ-T,Logistician,"[0, 34, 56, 53, 49]"
13,ISTP-A,Virtuoso,"[4, 35, 57, 44, 57]"
14,ISTJ-T,Logistician,"[0, 32, 58, 53, 49]"
15,ISTP-T,Virtuoso,"[4, 34, 57, 49, 49]"
16,ISTJ-T,Logistician,"[4, 35, 63, 53, 47]"
17,ISFJ-T,Defender,"[0, 39, 47, 53, 49]"
18,ISTJ-A,Logistician,"[1, 41, 53, 60, 53]"
19,ISTP-A,Virtuoso,"[6, 31, 57, 47, 56]"
20,ISTP-T,Virtuoso,"[3, 27, 57, 47, 49]"
21,ISTP-T,Virtuoso,"[0, 45, 69, 47, 49]"
22,ISTP-T,Virtuoso,"[1, 36, 56, 43, 49]"
23,ISTP-T,Virtuoso,"[6, 38, 53, 44, 49]"
24,ISTP-A,Virtuoso,"[0, 32, 60, 46, 51]"
25,ISTJ-T,Logistician,"[0, 39, 56, 61, 44]"
26,ISTJ-A,Logistician,"[3, 32, 56, 58, 53]"
27,ISTP-A,Virtuoso,"[6, 39, 51, 42, 58]"
28,ISTP-A,Virtuoso,"[0, 34, 64, 32, 53]"
29,ISTJ-A,Logistician,"[1, 45, 60, 56, 53]"
30,ISFP-T,Adventurer,"[0, 36, 49, 46, 49]"
31,ISTJ-A,Logistician,"[0, 29, 57, 56, 58]"
32,ISTJ-A,Logistician,"[0, 34, 56, 54, 61]"
33,ISFP-A,Adventurer,"[4, 42, 46, 47, 53]"
34,ISTP-T,Virtuoso,"[4, 35, 57, 43, 47]"
35,ISTP-T,Virtuoso,"[3, 41, 51, 40, 49]"
36,ISTP-A,Virtuoso,"[8, 38, 56, 40, 53]"
37,ISTP-A,Virtuoso,"[6, 38, 53, 44, 54]"
38,ISTP-T,Virtuoso,"[0, 36, 54, 37, 47]"
39,ISTJ-A,Logistician,"[3, 38, 58, 58, 61]"
40,ISTJ-T,Logistician,"[3, 41, 51, 51, 49]"
41,ISFP-A,Adventurer,"[0, 41, 46, 44, 53]"
42,ISTJ-A,Logistician,"[0, 42, 54, 53, 51]"
43,ISTP-T,Virtuoso,"[0, 45, 64, 43, 47]"
44,ISTJ-T,Logistician,"[1, 31, 75, 56, 46]"
45,ISTJ-T,Logistician,"[1, 43, 51, 51, 47]"
46,ISFP-T,Adventurer,"[0, 24, 49, 43, 49]"
47,ISTJ-T,Logistician,"[0, 36, 57, 54, 49]"
48,ISTP-T,Virtuoso,"[1, 32, 64, 49, 49]"
49,ISTP-T,Virtuoso,"[0, 39, 51, 43, 40]"
50,ISTJ-A,Logistician,"[0, 38, 51, 57, 53]"
51,ISTJ-A,Logistician,"[0, 42, 61, 51, 58]"
52,ISTP-A,Virtuoso,"[0, 45, 67, 49, 56]"
53,ISTJ-A,Logistician,"[8, 25, 57, 54, 54]"
54,ISFJ-A,Defender,"[0, 34, 49, 53, 53]"
55,ISTJ-A,Logistician,"[0, 38, 57, 56, 56]"
