Cycle,Code,Role,Values
1,ISTJ-A,Logistician,"[14, 22, 60, 85, 83]"
2,ISTJ-A,Logistician,"[14, 16, 68, 75, 89]"
3,ISTJ-A,Logistician,"[7, 18, 64, 72, 90]"
4,ISTJ-A,Logistician,"[10, 17, 76, 79, 76]"
5,ISTJ-A,Logistician,"[12, 17, 69, 79, 82]"
6,ISTJ-A,Logistician,"[11, 22, 69, 79, 83]"
7,ISTJ-A,Logistician,"[17, 17, 69, 86, 83]"
8,ISTJ-A,Logistician,"[4, 17, 68, 71, 81]"
9,ISTJ-A,Logistician,"[3, 9, 75, 81, 83]"
10,ISTJ-A,Logistician,"[11, 14, 58, 81, 86]"
11,ISTJ-A,Logistician,"[14, 11, 75, 76, 83]"
12,ISTJ-A,Logistician,"[12, 7, 69, 85, 79]"
13,ISTJ-A,Logistician,"[6, 14, 72, 76, 92]"
14,ISTJ-A,Logistician,"[14, 18, 58, 83, 78]"
15,ISTJ-A,Logistician,"[10, 21, 72, 85, 85]"
16,ISTJ-A,Logistician,"[17, 14, 67, 82, 83]"
17,ISTJ-A,Logistician,"[8, 11, 68, 76, 88]"
18,ISTJ-A,Logistician,"[1, 7, 65, 78, 89]"
19,ISTJ-A,Logistician,"[12, 20, 76, 71, 86]"
20,ISTJ-A,Logistician,"[14, 17, 64, 78, 86]"
21,ISTJ-A,Logistician,"[10, 21, 58, 82, 76]"
22,ISTJ-A,Logistician,"[15, 14, 64, 86, 69]"
23,ISTJ-A,Logistician,"[6, 17, 75, 81, 90]"
24,ISTJ-A,Logistician,"[8, 16, 71, 82, 82]"
25,ISTJ-A,Logistician,"[12, 18, 65, 81, 83]"
26,ISTJ-A,Logistician,"[10, 18, 69, 79, 78]"
27,ISTJ-A,Logistician,"[19, 10, 68, 76, 83]"
28,ISTJ-A,Logistician,"[14, 14, 74, 82, 86]"
29,ISTJ-A,Logistician,"[4, 22, 69, 78, 83]"
30,ISTJ-A,Logistician,"[14, 22, 83, 78, 83]"
31,ISTJ-A,Logistician,"[10, 18, 65, 82, 85]"
32,ISTJ-A,Logistician,"[10, 14, 67, 79, 88]"
33,ISTJ-A,Logistician,"[6, 13, 71, 82, 85]"
34,ISTJ-A,Logistician,"[12, 17, 65, 76, 82]"
35,ISTJ-A,Logistician,"[7, 10, 71, 83, 90]"
36,ISTJ-A,Logistician,"[7, 18, 72, 82, 86]"
37,ISTJ-A,Logistician,"[11, 25, 68, 85, 79]"
38,ISTJ-A,Logistician,"[10, 17, 65, 69, 76]"
39,ISTJ-A,Logistician,"[14, 20, 68, 75, 79]"
40,ISTJ-A,Logistician,"[4, 21, 67, 74, 76]"
41,ISTJ-A,Logistician,"[18, 29, 68, 68, 82]"
42,ISTJ-A,Logistician,"[7, 14, 68, 71, 88]"
43,ISTJ-A,Logistician,"[8, 14, 68, 82, 78]"
