Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[47, 42, 54, 28, 65]"
2,INFP-A,Mediator,"[39, 52, 49, 12, 69]"
3,ISTP-A,Virtuoso,"[44, 39, 64, 19, 63]"
4,ISTP-A,Virtuoso,"[46, 47, 64, 29, 64]"
5,ISTP-A,Virtuoso,"[46, 46, 54, 26, 71]"
6,ISTP-A,Virtuoso,"[39, 43, 58, 26, 63]"
7,ISTP-A,Virtuoso,"[42, 39, 61, 22, 60]"
8,ISTP-A,Virtuoso,"[33, 36, 60, 17, 69]"
9,ISTP-A,Virtuoso,"[46, 41, 63, 25, 63]"
10,ISTP-A,Virtuoso,"[46, 42, 60, 11, 68]"
11,ISTP-A,Virtuoso,"[39, 36, 64, 19, 65]"
12,ISTP-A,Virtuoso,"[42, 43, 57, 11, 64]"
13,ISTP-A,Virtuoso,"[43, 46, 53, 32, 76]"
14,ISTP-A,Virtuoso,"[35, 42, 65, 25, 71]"
15,ISTP-A,Virtuoso,"[42, 41, 60, 25, 64]"
16,ISTP-A,Virtuoso,"[44, 47, 51, 32, 71]"
17,ISTP-A,Virtuoso,"[42, 47, 57, 26, 63]"
18,ESTP-A,Entrepreneur,"[51, 43, 57, 26, 60]"
19,ISTP-A,Virtuoso,"[44, 47, 54, 15, 53]"
20,ISTP-A,Virtuoso,"[49, 41, 53, 25, 75]"
21,ISTP-A,Virtuoso,"[46, 46, 60, 19, 65]"
22,ISTP-A,Virtuoso,"[46, 39, 51, 21, 68]"
23,ISTP-A,Virtuoso,"[46, 42, 54, 26, 64]"
24,ISTP-A,Virtuoso,"[44, 45, 56, 26, 56]"
25,ISTP-A,Virtuoso,"[40, 38, 51, 28, 65]"
26,ISTP-A,Virtuoso,"[49, 35, 58, 26, 65]"
27,ISTP-A,Virtuoso,"[35, 32, 57, 24, 65]"
28,ISTP-A,Virtuoso,"[44, 34, 57, 24, 57]"
29,ISTP-A,Virtuoso,"[43, 39, 57, 35, 65]"
30,ISTP-A,Virtuoso,"[42, 38, 51, 21, 61]"
31,ISTP-A,Virtuoso,"[40, 35, 56, 26, 64]"
32,ISTP-A,Virtuoso,"[42, 48, 54, 31, 67]"
33,ISTP-A,Virtuoso,"[43, 42, 56, 19, 61]"
34,ISTP-A,Virtuoso,"[39, 42, 57, 17, 72]"
35,ISFP-A,Adventurer,"[43, 43, 47, 18, 61]"
36,ISTP-A,Virtuoso,"[43, 32, 67, 19, 63]"
37,ISTP-A,Virtuoso,"[32, 36, 57, 32, 63]"
38,ISTP-A,Virtuoso,"[37, 32, 65, 39, 67]"
39,ISTP-A,Virtuoso,"[47, 38, 61, 18, 78]"
40,ISTP-A,Virtuoso,"[39, 48, 57, 22, 64]"
41,ISFP-A,Adventurer,"[42, 38, 46, 18, 67]"
42,ISTP-A,Virtuoso,"[44, 39, 61, 26, 61]"
43,ISTP-A,Virtuoso,"[43, 41, 60, 24, 71]"
44,ISTP-A,Virtuoso,"[39, 46, 63, 22, 72]"
45,ISFP-A,Adventurer,"[42, 45, 47, 21, 68]"
46,ISTP-A,Virtuoso,"[32, 38, 61, 17, 76]"
47,ESTP-A,Entrepreneur,"[53, 42, 61, 29, 71]"
48,ISTP-A,Virtuoso,"[47, 39, 67, 21, 76]"
49,ISFP-A,Adventurer,"[44, 36, 46, 15, 76]"
50,ISTP-A,Virtuoso,"[36, 48, 65, 24, 63]"
51,ISTP-A,Virtuoso,"[47, 41, 68, 25, 63]"
52,ISTP-A,Virtuoso,"[39, 31, 53, 24, 60]"
53,ISTP-A,Virtuoso,"[46, 43, 74, 24, 69]"
54,ISTP-A,Virtuoso,"[49, 45, 58, 29, 72]"
55,ISTP-A,Virtuoso,"[43, 42, 61, 33, 61]"
56,ISTP-A,Virtuoso,"[47, 39, 54, 12, 63]"
57,ISTP-A,Virtuoso,"[36, 38, 56, 22, 51]"
58,ISTP-A,Virtuoso,"[43, 41, 53, 21, 76]"
59,ISTP-A,Virtuoso,"[44, 41, 56, 24, 60]"
60,ISTP-A,Virtuoso,"[46, 45, 54, 32, 51]"
61,ESFP-A,Entertainer,"[51, 43, 47, 31, 60]"
62,ISTP-A,Virtuoso,"[46, 39, 60, 22, 65]"
63,ISTP-A,Virtuoso,"[49, 38, 56, 32, 63]"
64,ISTP-A,Virtuoso,"[43, 42, 56, 14, 65]"
65,ISTP-A,Virtuoso,"[42, 43, 56, 21, 68]"
66,ISTP-A,Virtuoso,"[46, 42, 61, 32, 75]"
67,ISTP-A,Virtuoso,"[49, 36, 53, 28, 63]"
68,ISTP-A,Virtuoso,"[49, 46, 56, 32, 67]"
69,ISTP-A,Virtuoso,"[42, 41, 63, 24, 64]"
70,ISTP-A,Virtuoso,"[37, 46, 69, 19, 65]"
71,ISTP-A,Virtuoso,"[40, 45, 56, 39, 64]"
72,ISTP-A,Virtuoso,"[46, 45, 56, 22, 63]"
