Cycle,Code,Role,Values
1,ISFP-A,Adventurer,"[39, 46, 14, 37, 63]"
2,ISFP-A,Adventurer,"[47, 42, 28, 32, 64]"
3,ISFP-A,Adventurer,"[46, 47, 14, 33, 57]"
4,ISFP-A,Adventurer,"[44, 45, 24, 32, 60]"
5,ISFP-A,Adventurer,"[36, 39, 17, 39, 53]"
6,ISFP-A,Adventurer,"[35, 36, 15, 31, 60]"
7,ISFP-A,Adventurer,"[49, 43, 26, 26, 60]"
8,ISFP-A,Adventurer,"[42, 48, 17, 39, 61]"
9,ISFP-A,Adventurer,"[36, 48, 19, 35, 64]"
10,ISFP-A,Adventurer,"[42, 46, 18, 39, 65]"
11,ISFP-A,Adventurer,"[40, 46, 17, 35, 58]"
12,ENFP-A,Campaigner,"[53, 51, 26, 43, 60]"
13,INFP-T,Mediator,"[40, 56, 19, 36, 49]"
14,ISFP-A,Adventurer,"[37, 39, 24, 33, 58]"
15,ISFP-A,Adventurer,"[47, 48, 18, 46, 58]"
16,INFP-A,Mediator,"[42, 53, 22, 35, 56]"
17,INFP-A,Mediator,"[44, 52, 28, 36, 64]"
18,ISFP-A,Adventurer,"[47, 46, 25, 43, 64]"
19,ISFP-A,Adventurer,"[44, 45, 26, 33, 58]"
20,INFP-A,Mediator,"[39, 51, 29, 36, 61]"
21,ENFP-A,Campaigner,"[54, 51, 22, 36, 72]"
22,ISFP-A,Adventurer,"[47, 39, 31, 33, 56]"
23,ESFP-A,Entertainer,"[54, 48, 15, 49, 56]"
24,ISFP-A,Adventurer,"[43, 47, 19, 40, 60]"
25,ISFP-A,Adventurer,"[39, 45, 19, 39, 54]"
26,INFP-A,Mediator,"[44, 53, 17, 33, 63]"
27,ESFP-A,Entertainer,"[51, 47, 26, 43, 60]"
28,ISFP-A,Adventurer,"[44, 48, 21, 44, 68]"
29,ISFP-A,Adventurer,"[44, 45, 22, 35, 63]"
30,ESFP-A,Entertainer,"[54, 43, 19, 37, 58]"
31,ISFP-A,Adventurer,"[49, 46, 26, 32, 53]"
32,ISFP-A,Adventurer,"[49, 32, 26, 43, 53]"
33,ISFP-A,Adventurer,"[43, 45, 19, 28, 64]"
34,ESFP-A,Entertainer,"[51, 34, 22, 43, 56]"
35,ESFP-A,Entertainer,"[51, 46, 11, 44, 54]"
36,ESFP-A,Entertainer,"[51, 45, 21, 26, 63]"
37,ISFP-A,Adventurer,"[49, 41, 18, 40, 65]"
38,ISFP-A,Adventurer,"[40, 43, 22, 44, 61]"
39,INFP-A,Mediator,"[47, 57, 19, 42, 57]"
