Cycle,Code,Role,Values
1,ISTJ-A,Logistician,"[26, 17, 72, 56, 81]"
2,ISTJ-A,Logistician,"[22, 14, 72, 61, 81]"
3,ISTJ-A,Logistician,"[33, 20, 71, 56, 81]"
4,ISTJ-A,Logistician,"[26, 14, 76, 68, 79]"
5,ISTJ-A,Logistician,"[18, 16, 68, 56, 85]"
6,ISTJ-A,Logistician,"[39, 2, 63, 56, 76]"
7,ISTJ-A,Logistician,"[25, 11, 68, 58, 85]"
8,ISTJ-A,Logistician,"[28, 11, 68, 60, 86]"
9,ISTJ-A,Logistician,"[26, 16, 67, 68, 76]"
10,ISTJ-A,Logistician,"[21, 17, 67, 65, 75]"
11,ISTJ-A,Logistician,"[29, 22, 68, 58, 81]"
12,ISTJ-A,Logistician,"[25, 14, 68, 63, 76]"
13,ISTJ-A,Logistician,"[33, 22, 67, 61, 76]"
14,ISTJ-A,Logistician,"[22, 20, 64, 65, 79]"
15,ISTJ-A,Logistician,"[31, 24, 64, 64, 76]"
16,ISTJ-A,Logistician,"[25, 24, 64, 63, 74]"
17,ISTJ-A,Logistician,"[25, 14, 69, 54, 68]"
18,ISTJ-A,Logistician,"[26, 16, 69, 63, 79]"
19,ISTJ-A,Logistician,"[33, 29, 74, 64, 71]"
20,ISTJ-A,Logistician,"[21, 18, 68, 57, 67]"
21,ISTJ-A,Logistician,"[31, 18, 71, 67, 75]"
22,ISTJ-A,Logistician,"[25, 17, 75, 54, 69]"
23,ISTJ-A,Logistician,"[28, 21, 60, 63, 69]"
24,ISTJ-A,Logistician,"[28, 18, 65, 63, 81]"
25,ISTJ-A,Logistician,"[29, 14, 72, 71, 75]"
26,ISTJ-A,Logistician,"[28, 22, 75, 64, 72]"
27,ISTJ-A,Logistician,"[25, 10, 63, 68, 76]"
28,ISTJ-A,Logistician,"[24, 7, 61, 65, 71]"
29,ISTJ-A,Logistician,"[29, 17, 74, 58, 82]"
30,ISTJ-A,Logistician,"[21, 24, 68, 64, 85]"
31,ISTJ-A,Logistician,"[22, 14, 76, 65, 76]"
32,ISTJ-A,Logistician,"[22, 17, 72, 67, 81]"
33,ISTJ-A,Logistician,"[28, 20, 72, 64, 79]"
34,ISTJ-A,Logistician,"[21, 18, 74, 71, 76]"
35,ISTJ-A,Logistician,"[24, 24, 75, 61, 81]"
36,ISTJ-A,Logistician,"[28, 18, 58, 56, 78]"
37,ISTJ-A,Logistician,"[28, 21, 68, 64, 83]"
38,ISTJ-A,Logistician,"[21, 11, 67, 53, 79]"
39,ISTJ-A,Logistician,"[33, 10, 65, 64, 78]"
40,ISTJ-A,Logistician,"[35, 11, 71, 68, 83]"
41,ISTJ-A,Logistician,"[21, 10, 74, 57, 71]"
42,ISTJ-A,Logistician,"[19, 11, 64, 53, 76]"
43,ISTJ-A,Logistician,"[22, 20, 63, 69, 78]"
44,ISTJ-A,Logistician,"[21, 3, 67, 65, 85]"
45,ISTJ-A,Logistician,"[29, 27, 69, 61, 78]"
46,ISTJ-A,Logistician,"[26, 9, 67, 61, 74]"
47,ISTJ-A,Logistician,"[24, 18, 71, 64, 72]"
48,ISTJ-A,Logistician,"[26, 14, 69, 58, 81]"
49,ISTJ-A,Logistician,"[15, 21, 69, 61, 68]"
50,ISTJ-A,Logistician,"[28, 16, 61, 63, 72]"
51,ISTJ-A,Logistician,"[22, 9, 67, 65, 75]"
52,ISTJ-A,Logistician,"[29, 11, 68, 65, 71]"
53,ISTJ-A,Logistician,"[22, 18, 64, 51, 79]"
54,ISTJ-A,Logistician,"[25, 10, 63, 67, 72]"
55,ISTJ-A,Logistician,"[21, 13, 69, 72, 75]"
56,ISTJ-A,Logistician,"[28, 18, 71, 64, 81]"
57,ISTJ-A,Logistician,"[22, 22, 68, 56, 81]"
58,ISTJ-A,Logistician,"[26, 17, 72, 61, 81]"
59,ISTJ-A,Logistician,"[10, 16, 76, 63, 72]"
60,ISTJ-A,Logistician,"[19, 13, 64, 67, 83]"
