Cycle,Code,Role,Values
1,ISTJ-A,Logistician,"[25, 25, 83, 57, 81]"
2,ISTJ-A,Logistician,"[26, 25, 88, 60, 81]"
3,ISTJ-A,Logistician,"[11, 18, 79, 56, 81]"
4,ISTJ-A,Logistician,"[10, 17, 79, 58, 79]"
5,ISTJ-A,Logistician,"[19, 18, 92, 64, 82]"
6,ISTJ-A,Logistician,"[11, 28, 90, 60, 82]"
7,ISTJ-A,Logistician,"[22, 25, 92, 60, 83]"
8,ISTJ-A,Logistician,"[14, 28, 93, 54, 78]"
9,ISTJ-A,Logistician,"[17, 20, 89, 68, 83]"
10,ISTJ-A,Logistician,"[12, 38, 82, 51, 67]"
11,ISTJ-A,Logistician,"[18, 25, 92, 56, 85]"
12,ISTJ-A,Logistician,"[15, 18, 96, 64, 69]"
13,ISTJ-A,Logistician,"[18, 13, 79, 61, 72]"
14,ISTJ-A,Logistician,"[15, 18, 93, 60, 82]"
15,ISTJ-A,Logistician,"[19, 22, 88, 56, 79]"
16,ISTP-A,Virtuoso,"[14, 20, 82, 49, 79]"
17,ISTJ-A,Logistician,"[21, 27, 83, 56, 78]"
18,ISTJ-A,Logistician,"[17, 28, 88, 67, 75]"
19,ISTJ-A,Logistician,"[21, 22, 85, 53, 81]"
20,ISTJ-A,Logistician,"[21, 29, 82, 61, 83]"
21,ISTJ-A,Logistician,"[11, 18, 78, 57, 76]"
22,ISTJ-A,Logistician,"[24, 31, 79, 60, 86]"
23,ISTJ-A,Logistician,"[19, 21, 88, 56, 78]"
24,ISTJ-A,Logistician,"[17, 28, 92, 61, 78]"
25,ISTJ-A,Logistician,"[26, 34, 83, 56, 85]"
26,ISTJ-A,Logistician,"[10, 21, 83, 53, 76]"
27,ISTJ-A,Logistician,"[15, 27, 81, 63, 78]"
28,ISTJ-A,Logistician,"[14, 31, 94, 61, 85]"
29,ISTJ-A,Logistician,"[21, 22, 85, 54, 69]"
30,ISTJ-A,Logistician,"[19, 21, 82, 56, 82]"
31,ISTJ-A,Logistician,"[14, 14, 79, 57, 83]"
32,ISTJ-A,Logistician,"[18, 14, 79, 56, 81]"
33,ISTJ-A,Logistician,"[17, 13, 81, 51, 79]"
34,ISTJ-A,Logistician,"[0, 22, 82, 65, 78]"
35,ISTJ-A,Logistician,"[18, 27, 81, 58, 75]"
36,ISTJ-A,Logistician,"[7, 20, 83, 61, 74]"
37,ISTP-A,Virtuoso,"[19, 27, 86, 49, 88]"
38,ISTJ-A,Logistician,"[18, 20, 89, 54, 82]"
39,ISTJ-A,Logistician,"[21, 18, 82, 67, 81]"
40,ISTJ-A,Logistician,"[26, 25, 79, 57, 76]"
41,ISTP-A,Virtuoso,"[7, 28, 81, 46, 79]"
42,ISTP-A,Virtuoso,"[18, 22, 88, 49, 76]"
43,ISTJ-A,Logistician,"[17, 21, 86, 60, 81]"
44,ISTP-A,Virtuoso,"[18, 24, 75, 49, 76]"
45,ISTJ-A,Logistician,"[24, 25, 83, 57, 82]"
46,ISTJ-A,Logistician,"[14, 20, 74, 54, 83]"
47,ISTJ-A,Logistician,"[8, 18, 81, 61, 85]"
48,ISTJ-A,Logistician,"[4, 25, 82, 63, 78]"
49,ISTJ-A,Logistician,"[11, 25, 82, 60, 78]"
50,ISTP-A,Virtuoso,"[25, 28, 82, 49, 79]"
51,ISTP-A,Virtuoso,"[10, 25, 81, 49, 88]"
52,ISTJ-A,Logistician,"[26, 38, 78, 60, 83]"
53,ISTJ-A,Logistician,"[7, 22, 76, 68, 83]"
54,ISTJ-A,Logistician,"[25, 25, 78, 56, 85]"
55,ISTJ-A,Logistician,"[15, 28, 88, 58, 85]"
56,ISTJ-A,Logistician,"[15, 27, 79, 54, 78]"
57,ISTJ-A,Logistician,"[24, 29, 76, 67, 88]"
58,ISTJ-A,Logistician,"[10, 25, 92, 58, 76]"
59,ISTJ-A,Logistician,"[24, 25, 83, 54, 82]"
60,ISTJ-A,Logistician,"[21, 27, 79, 64, 74]"
61,ISTJ-A,Logistician,"[31, 24, 85, 65, 75]"
62,ISTJ-A,Logistician,"[15, 28, 82, 60, 85]"
63,ISTJ-A,Logistician,"[24, 18, 86, 53, 75]"
64,ISTJ-A,Logistician,"[3, 21, 86, 57, 79]"
65,ISTJ-A,Logistician,"[7, 25, 89, 64, 78]"
66,ISTJ-A,Logistician,"[19, 28, 86, 58, 83]"
67,ISTJ-A,Logistician,"[17, 24, 89, 53, 75]"
68,ISTJ-A,Logistician,"[14, 24, 86, 53, 85]"
69,ISTJ-A,Logistician,"[22, 24, 85, 54, 82]"
70,ISTJ-A,Logistician,"[19, 27, 79, 61, 75]"
71,ISTJ-A,Logistician,"[15, 17, 86, 56, 79]"
72,ISTJ-A,Logistician,"[25, 16, 88, 53, 81]"
73,ISTJ-A,Logistician,"[17, 21, 72, 60, 82]"
74,ISTJ-A,Logistician,"[15, 22, 83, 61, 79]"
75,ISTJ-A,Logistician,"[15, 21, 89, 53, 92]"
76,ISTJ-A,Logistician,"[26, 20, 86, 67, 85]"
77,ISTJ-A,Logistician,"[8, 17, 85, 57, 82]"
78,ISTP-A,Virtuoso,"[18, 22, 86, 49, 85]"
79,ISTJ-A,Logistician,"[14, 24, 86, 64, 82]"
80,ISTJ-A,Logistician,"[8, 21, 79, 51, 82]"
81,ISTJ-A,Logistician,"[17, 22, 89, 56, 79]"
82,ISTJ-A,Logistician,"[21, 21, 74, 54, 72]"
83,ISTJ-A,Logistician,"[19, 25, 89, 57, 76]"
84,ISTJ-A,Logistician,"[19, 28, 81, 61, 78]"
85,ISTJ-A,Logistician,"[10, 16, 75, 65, 81]"
86,ISTJ-A,Logistician,"[22, 27, 79, 68, 85]"
87,ISTJ-A,Logistician,"[17, 35, 85, 51, 81]"
88,ISTJ-A,Logistician,"[17, 24, 81, 65, 88]"
89,ISTJ-A,Logistician,"[15, 16, 75, 56, 81]"
90,ISTJ-A,Logistician,"[15, 20, 81, 57, 82]"
91,ISTJ-A,Logistician,"[22, 27, 88, 63, 83]"
92,ISTJ-A,Logistician,"[22, 20, 76, 56, 81]"
93,ISTJ-A,Logistician,"[12, 20, 86, 56, 78]"
94,ISTJ-A,Logistician,"[11, 29, 85, 67, 78]"
95,ISTJ-A,Logistician,"[8, 31, 92, 63, 75]"
96,ISTJ-A,Logistician,"[0, 29, 86, 67, 76]"
97,ISTP-A,Virtuoso,"[7, 28, 86, 49, 83]"
98,ISTJ-A,Logistician,"[21, 34, 89, 56, 90]"
99,ISTJ-A,Logistician,"[21, 18, 86, 64, 79]"
100,ISTP-A,Virtuoso,"[12, 29, 85, 49, 81]"
