Cycle,Code,Role,Values
1,ESFP-A,Entertainer,"[69, 36, 46, 35, 64]"
2,ESTP-A,Entrepreneur,"[74, 46, 51, 32, 69]"
3,ESTP-A,Entrepreneur,"[78, 36, 53, 42, 64]"
4,ESFP-A,Entertainer,"[72, 46, 47, 40, 71]"
5,ESFP-A,Entertainer,"[72, 46, 47, 31, 68]"
6,ESFP-A,Entertainer,"[79, 39, 25, 49, 64]"
7,ESFP-A,Entertainer,"[78, 38, 39, 39, 58]"
8,ESFP-A,Entertainer,"[72, 39, 47, 39, 76]"
9,ESFP-A,Entertainer,"[74, 41, 46, 44, 72]"
10,ESTP-A,Entrepreneur,"[76, 35, 53, 26, 65]"
11,ESFP-A,Entertainer,"[72, 46, 43, 40, 75]"
12,ESFP-A,Entertainer,"[69, 38, 49, 26, 76]"
13,ESTP-A,Entrepreneur,"[69, 39, 51, 36, 75]"
14,ESFP-A,Entertainer,"[69, 39, 47, 36, 75]"
15,ESTP-A,Entrepreneur,"[75, 34, 57, 44, 74]"
16,ESFP-A,Entertainer,"[79, 42, 37, 26, 75]"
17,ESTP-A,Entrepreneur,"[72, 41, 53, 36, 67]"
18,ESFP-A,Entertainer,"[75, 47, 49, 47, 68]"
19,ESFP-A,Entertainer,"[78, 29, 46, 44, 76]"
20,ESTP-A,Entrepreneur,"[75, 48, 53, 33, 69]"
21,ESFP-A,Entertainer,"[76, 38, 46, 36, 69]"
22,ESFP-A,Entertainer,"[82, 42, 42, 31, 69]"
23,ESFP-A,Entertainer,"[67, 31, 46, 31, 69]"
24,ESFP-A,Entertainer,"[69, 45, 36, 46, 74]"
25,ESFP-A,Entertainer,"[69, 43, 44, 39, 68]"
26,ESFP-A,Entertainer,"[72, 36, 46, 43, 69]"
27,ESFP-A,Entertainer,"[68, 42, 39, 33, 65]"
28,ESFP-A,Entertainer,"[79, 36, 43, 37, 61]"
29,ESTP-A,Entrepreneur,"[76, 35, 54, 36, 67]"
30,ESFP-A,Entertainer,"[72, 45, 44, 33, 71]"
31,ESFP-A,Entertainer,"[69, 47, 49, 26, 65]"
32,ESFP-A,Entertainer,"[74, 31, 43, 37, 65]"
33,ESFP-A,Entertainer,"[74, 31, 47, 36, 67]"
34,ESFP-A,Entertainer,"[78, 36, 44, 29, 74]"
35,ESFP-A,Entertainer,"[69, 31, 37, 39, 68]"
36,ESFP-A,Entertainer,"[71, 36, 40, 31, 79]"
37,ESFP-A,Entertainer,"[68, 34, 43, 44, 60]"
38,ENFP-A,Campaigner,"[75, 57, 49, 33, 67]"
39,ESFP-A,Entertainer,"[74, 39, 36, 29, 68]"
40,ESTP-A,Entrepreneur,"[72, 31, 51, 37, 74]"
41,ESTP-A,Entrepreneur,"[78, 41, 54, 35, 60]"
42,ESFP-A,Entertainer,"[72, 47, 47, 37, 74]"
43,ESFP-A,Entertainer,"[58, 28, 44, 24, 78]"
44,ESTP-A,Entrepreneur,"[78, 41, 54, 39, 65]"
45,ESTP-A,Entrepreneur,"[69, 36, 54, 35, 64]"
46,ESFP-A,Entertainer,"[68, 31, 49, 42, 63]"
47,ESTP-A,Entrepreneur,"[71, 42, 56, 42, 68]"
48,ESFP-A,Entertainer,"[68, 34, 33, 33, 72]"
49,ESTP-A,Entrepreneur,"[81, 42, 51, 44, 61]"
50,ESFP-A,Entertainer,"[69, 46, 49, 36, 69]"
51,ESTP-A,Entrepreneur,"[74, 38, 53, 39, 65]"
52,ESFP-A,Entertainer,"[78, 38, 40, 42, 65]"
53,ESFP-A,Entertainer,"[81, 45, 49, 24, 78]"
54,ESTP-A,Entrepreneur,"[67, 38, 51, 33, 64]"
55,ESFP-A,Entertainer,"[78, 41, 46, 32, 67]"
56,ESFP-A,Entertainer,"[76, 41, 46, 33, 69]"
57,ESTP-A,Entrepreneur,"[72, 47, 58, 33, 63]"
58,ESFP-A,Entertainer,"[76, 38, 40, 44, 67]"
59,ESTP-A,Entrepreneur,"[78, 48, 54, 31, 75]"
60,ESFP-A,Entertainer,"[78, 39, 42, 43, 63]"
61,ESFP-A,Entertainer,"[71, 42, 47, 28, 63]"
62,ENTP-A,Debater,"[72, 51, 51, 40, 63]"
63,ESFP-A,Entertainer,"[74, 36, 40, 32, 71]"
64,ESFP-A,Entertainer,"[74, 47, 43, 39, 65]"
65,ESFP-A,Entertainer,"[78, 34, 44, 36, 63]"
66,ESFP-A,Entertainer,"[79, 38, 46, 24, 63]"
67,ESFP-A,Entertainer,"[79, 42, 49, 36, 68]"
68,ESFP-A,Entertainer,"[76, 36, 49, 43, 69]"
69,ESTP-A,Entrepreneur,"[75, 31, 51, 36, 65]"
70,ESFP-A,Entertainer,"[67, 41, 44, 36, 63]"
71,ESFP-A,Entertainer,"[79, 32, 47, 31, 60]"
72,ESFP-A,Entertainer,"[72, 42, 46, 33, 75]"
73,ESFP-A,Entertainer,"[75, 35, 46, 35, 72]"
74,ESFP-A,Entertainer,"[75, 38, 47, 32, 67]"
75,ESTP-A,Entrepreneur,"[68, 41, 51, 37, 67]"
76,ESFP-A,Entertainer,"[68, 34, 44, 32, 71]"
77,ESFP-A,Entertainer,"[68, 31, 46, 31, 69]"
78,ESTP-A,Entrepreneur,"[69, 35, 51, 43, 72]"
79,ESFP-A,Entertainer,"[78, 36, 35, 36, 61]"
80,ESTP-A,Entrepreneur,"[76, 42, 54, 25, 63]"
81,ESFP-A,Entertainer,"[76, 27, 46, 40, 69]"
82,ESFP-A,Entertainer,"[78, 46, 49, 31, 58]"
83,ESFP-A,Entertainer,"[81, 34, 35, 36, 69]"
84,ESFP-A,Entertainer,"[78, 38, 46, 44, 72]"
85,ESFJ-A,Consul,"[71, 41, 39, 53, 74]"
86,ESFP-A,Entertainer,"[79, 34, 46, 49, 67]"
87,ESFP-A,Entertainer,"[76, 35, 42, 33, 71]"
88,ESTP-A,Entrepreneur,"[75, 36, 56, 40, 63]"
89,ESFP-A,Entertainer,"[67, 31, 39, 33, 67]"
90,ESTP-A,Entrepreneur,"[78, 38, 53, 40, 75]"
91,ESFP-A,Entertainer,"[72, 29, 44, 36, 72]"
