Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[44, 20, 72, 25, 83]"
2,ISTP-A,Virtuoso,"[49, 28, 75, 21, 83]"
3,ISTP-A,Virtuoso,"[47, 20, 74, 28, 82]"
4,ESTP-A,Entrepreneur,"[54, 31, 79, 28, 74]"
5,ISTP-A,Virtuoso,"[42, 21, 69, 26, 78]"
6,ISTP-A,Virtuoso,"[46, 22, 72, 26, 71]"
7,ISTP-A,Virtuoso,"[39, 18, 72, 26, 68]"
8,ESTP-A,Entrepreneur,"[53, 24, 69, 22, 79]"
9,ISTP-A,Virtuoso,"[42, 31, 76, 25, 75]"
10,ESTP-A,Entrepreneur,"[53, 16, 68, 31, 81]"
11,ESTP-A,Entrepreneur,"[53, 27, 72, 31, 78]"
12,ISTP-A,Virtuoso,"[42, 18, 76, 26, 74]"
13,ISTP-A,Virtuoso,"[49, 24, 69, 24, 76]"
14,ESTP-A,Entrepreneur,"[53, 22, 78, 28, 72]"
15,ESTP-A,Entrepreneur,"[53, 24, 76, 28, 74]"
16,ISTP-A,Virtuoso,"[44, 17, 69, 28, 79]"
17,ISTP-A,Virtuoso,"[49, 28, 68, 25, 82]"
18,ISTP-A,Virtuoso,"[43, 2, 67, 28, 83]"
19,ISTP-A,Virtuoso,"[44, 25, 78, 21, 69]"
20,ISTP-A,Virtuoso,"[40, 28, 75, 25, 81]"
21,ISTP-A,Virtuoso,"[42, 17, 71, 25, 65]"
22,ISTP-A,Virtuoso,"[44, 22, 61, 28, 78]"
23,ISTP-A,Virtuoso,"[43, 31, 72, 26, 72]"
24,ISTP-A,Virtuoso,"[47, 3, 74, 25, 75]"
25,ISTP-A,Virtuoso,"[47, 16, 79, 31, 69]"
26,ESTP-A,Entrepreneur,"[56, 22, 71, 25, 74]"
27,ISTP-A,Virtuoso,"[49, 17, 64, 25, 78]"
28,ESTP-A,Entrepreneur,"[53, 13, 75, 26, 76]"
29,ISTP-A,Virtuoso,"[47, 29, 74, 25, 75]"
30,ESTP-A,Entrepreneur,"[53, 25, 76, 32, 72]"
31,ISTP-A,Virtuoso,"[47, 16, 72, 31, 76]"
32,ISTP-A,Virtuoso,"[42, 17, 75, 31, 78]"
33,ISTP-A,Virtuoso,"[36, 3, 69, 26, 79]"
34,ISTP-A,Virtuoso,"[49, 6, 65, 25, 78]"
35,ESTP-A,Entrepreneur,"[53, 29, 69, 24, 88]"
36,ESTP-A,Entrepreneur,"[53, 14, 75, 33, 74]"
37,ISTP-A,Virtuoso,"[40, 14, 67, 31, 78]"
38,ISTP-A,Virtuoso,"[47, 31, 76, 32, 83]"
39,ISTP-A,Virtuoso,"[49, 14, 85, 28, 69]"
40,ISTP-A,Virtuoso,"[47, 25, 83, 29, 76]"
41,ISTP-A,Virtuoso,"[42, 14, 78, 22, 72]"
42,ISTP-A,Virtuoso,"[47, 22, 67, 28, 76]"
43,ESTP-A,Entrepreneur,"[53, 6, 69, 37, 72]"
44,ISTP-A,Virtuoso,"[47, 16, 78, 28, 67]"
45,ISTP-A,Virtuoso,"[37, 36, 81, 33, 74]"
46,ESTP-A,Entrepreneur,"[53, 11, 81, 31, 69]"
47,ISTP-A,Virtuoso,"[44, 20, 72, 29, 68]"
48,ISTP-A,Virtuoso,"[47, 29, 67, 24, 81]"
49,ESTP-A,Entrepreneur,"[57, 20, 69, 31, 74]"
50,ISTP-A,Virtuoso,"[42, 21, 68, 26, 63]"
