Cycle,Code,Role,Values
1,ESTP-A,Entrepreneur,"[81, 45, 78, 42, 81]"
2,ESTP-A,Entrepreneur,"[81, 22, 78, 47, 83]"
3,ESTP-A,Entrepreneur,"[72, 45, 74, 46, 75]"
4,ENTP-A,Debater,"[89, 52, 61, 39, 88]"
5,ENTP-A,Debater,"[72, 53, 69, 44, 74]"
6,ESTP-A,Entrepreneur,"[89, 45, 75, 39, 81]"
7,ESTP-A,Entrepreneur,"[89, 45, 75, 39, 92]"
8,ESTP-A,Entrepreneur,"[81, 47, 69, 39, 86]"
9,ENTP-A,Debater,"[89, 54, 64, 44, 83]"
10,ESTP-A,Entrepreneur,"[81, 42, 75, 35, 81]"
11,ESTP-A,Entrepreneur,"[81, 43, 69, 47, 83]"
12,ESTP-A,Entrepreneur,"[81, 39, 75, 42, 83]"
13,ENTP-A,Debater,"[81, 56, 75, 39, 81]"
14,ESTP-A,Entrepreneur,"[81, 34, 67, 44, 89]"
15,ESTP-A,Entrepreneur,"[89, 34, 78, 44, 83]"
16,ENTP-A,Debater,"[89, 51, 81, 42, 86]"
17,ESTP-A,Entrepreneur,"[72, 47, 67, 46, 81]"
18,ENTP-A,Debater,"[89, 53, 69, 46, 75]"
19,ESTP-A,Entrepreneur,"[81, 48, 74, 39, 81]"
20,ESTP-A,Entrepreneur,"[89, 45, 81, 44, 83]"
21,ESTP-A,Entrepreneur,"[89, 47, 64, 44, 86]"
22,ESTP-A,Entrepreneur,"[89, 47, 75, 40, 83]"
23,ESTP-A,Entrepreneur,"[86, 42, 64, 25, 85]"
24,ESTP-A,Entrepreneur,"[89, 42, 72, 37, 86]"
25,ESTP-A,Entrepreneur,"[81, 39, 61, 42, 89]"
26,ESTP-A,Entrepreneur,"[81, 39, 69, 43, 89]"
27,ESTP-A,Entrepreneur,"[89, 42, 75, 49, 89]"
28,ENTP-A,Debater,"[89, 51, 69, 44, 86]"
29,ESTP-A,Entrepreneur,"[89, 42, 72, 39, 86]"
30,ENTP-A,Debater,"[89, 53, 78, 42, 82]"
31,ENTP-A,Debater,"[72, 51, 72, 39, 81]"
32,ESTP-A,Entrepreneur,"[78, 42, 69, 43, 88]"
33,ESTP-A,Entrepreneur,"[81, 42, 67, 49, 89]"
34,ESTP-A,Entrepreneur,"[81, 36, 78, 42, 83]"
35,ESTP-A,Entrepreneur,"[89, 36, 61, 44, 83]"
36,ESTP-A,Entrepreneur,"[89, 39, 72, 42, 86]"
37,ESTP-A,Entrepreneur,"[81, 47, 75, 42, 86]"
38,ENTP-A,Debater,"[79, 53, 75, 37, 83]"
39,ENTP-A,Debater,"[81, 51, 72, 44, 88]"
40,ESTP-A,Entrepreneur,"[81, 39, 72, 42, 94]"
41,ENTP-A,Debater,"[81, 52, 75, 40, 86]"
42,ESTP-A,Entrepreneur,"[89, 39, 64, 39, 82]"
43,ESTP-A,Entrepreneur,"[81, 47, 72, 40, 79]"
44,ESTP-A,Entrepreneur,"[64, 36, 69, 47, 83]"
45,ESTP-A,Entrepreneur,"[72, 39, 81, 44, 78]"
46,ESTP-A,Entrepreneur,"[89, 46, 64, 42, 92]"
47,ESTP-A,Entrepreneur,"[89, 45, 74, 42, 79]"
48,ESTP-A,Entrepreneur,"[81, 43, 75, 33, 89]"
49,ESTP-A,Entrepreneur,"[72, 47, 72, 40, 92]"
50,ESTP-A,Entrepreneur,"[72, 47, 78, 47, 86]"
51,ENTP-A,Debater,"[81, 59, 72, 33, 81]"
52,ESTP-A,Entrepreneur,"[81, 45, 81, 39, 83]"
53,ESTP-A,Entrepreneur,"[72, 39, 75, 40, 81]"
54,ESTP-A,Entrepreneur,"[81, 39, 75, 36, 92]"
55,ESTP-A,Entrepreneur,"[81, 34, 78, 42, 89]"
56,ENTP-A,Debater,"[81, 51, 72, 42, 75]"
57,ESTP-A,Entrepreneur,"[89, 45, 75, 43, 83]"
58,ESTP-A,Entrepreneur,"[81, 47, 64, 33, 83]"
59,ESTP-A,Entrepreneur,"[81, 36, 67, 47, 81]"
60,ESTP-A,Entrepreneur,"[89, 42, 72, 47, 81]"
61,ESTP-A,Entrepreneur,"[81, 47, 64, 39, 83]"
62,ESTP-A,Entrepreneur,"[89, 36, 72, 47, 89]"
63,ESTP-A,Entrepreneur,"[81, 47, 81, 44, 86]"
64,ENTP-A,Debater,"[81, 53, 69, 31, 89]"
65,ESTP-A,Entrepreneur,"[89, 36, 75, 42, 86]"
66,ESTP-A,Entrepreneur,"[79, 31, 72, 43, 83]"
67,ESTP-A,Entrepreneur,"[89, 45, 72, 40, 78]"
68,ESTP-A,Entrepreneur,"[81, 47, 61, 42, 78]"
69,ESTP-A,Entrepreneur,"[72, 46, 75, 44, 83]"
70,ESTP-A,Entrepreneur,"[81, 34, 75, 36, 86]"
71,ESTP-A,Entrepreneur,"[81, 36, 67, 36, 81]"
72,ENTP-A,Debater,"[81, 51, 81, 43, 81]"
73,ESTP-A,Entrepreneur,"[81, 47, 67, 44, 83]"
74,ESTP-A,Entrepreneur,"[72, 45, 67, 39, 83]"
75,ESTP-A,Entrepreneur,"[89, 39, 69, 37, 81]"
76,ESTP-A,Entrepreneur,"[81, 36, 64, 40, 83]"
77,ESTP-A,Entrepreneur,"[72, 47, 78, 33, 86]"
78,ESTP-A,Entrepreneur,"[89, 39, 64, 36, 83]"
79,ENTP-A,Debater,"[83, 53, 58, 39, 83]"
80,ENTP-A,Debater,"[81, 53, 72, 47, 81]"
81,ENTP-A,Debater,"[81, 56, 78, 44, 81]"
82,ENTP-A,Debater,"[72, 52, 69, 40, 85]"
83,ESTP-A,Entrepreneur,"[81, 42, 72, 47, 81]"
84,ESTP-A,Entrepreneur,"[81, 39, 69, 36, 81]"
85,ESTP-A,Entrepreneur,"[81, 39, 72, 36, 83]"
86,ESTP-A,Entrepreneur,"[89, 45, 67, 42, 79]"
87,ENTP-A,Debater,"[72, 56, 69, 39, 76]"
88,ESTP-A,Entrepreneur,"[81, 45, 72, 44, 81]"
89,ESTP-A,Entrepreneur,"[81, 42, 72, 35, 86]"
90,ESTP-A,Entrepreneur,"[81, 45, 78, 39, 81]"
91,ENTP-A,Debater,"[81, 53, 64, 42, 85]"
92,ESTP-A,Entrepreneur,"[89, 34, 69, 44, 88]"
93,ESTJ-A,Executive,"[89, 47, 69, 51, 94]"
94,ESTP-A,Entrepreneur,"[81, 43, 75, 39, 86]"
95,ESTP-A,Entrepreneur,"[89, 28, 72, 40, 81]"
96,ENTP-A,Debater,"[78, 51, 78, 47, 83]"
97,ESTP-A,Entrepreneur,"[72, 47, 67, 39, 75]"
98,ESTP-A,Entrepreneur,"[81, 43, 69, 44, 89]"
99,ESTP-A,Entrepreneur,"[89, 42, 81, 39, 85]"
100,ESTP-A,Entrepreneur,"[81, 42, 69, 44, 89]"
