Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[18, 25, 83, 29, 54]"
2,ISTP-A,Virtuoso,"[15, 29, 83, 28, 71]"
3,ISTP-A,Virtuoso,"[0, 4, 81, 39, 68]"
4,ISTP-A,Virtuoso,"[0, 11, 81, 44, 67]"
5,ISTP-A,Virtuoso,"[6, 14, 71, 40, 71]"
6,ISTP-A,Virtuoso,"[8, 14, 82, 33, 82]"
7,ISTP-A,Virtuoso,"[6, 36, 85, 42, 74]"
8,ISTP-A,Virtuoso,"[6, 32, 93, 44, 63]"
9,ISTP-A,Virtuoso,"[6, 21, 85, 39, 72]"
10,ISTP-A,Virtuoso,"[14, 27, 82, 39, 74]"
11,ISTP-A,Virtuoso,"[6, 32, 89, 36, 68]"
12,ISTP-A,Virtuoso,"[7, 18, 76, 36, 67]"
13,ISTP-A,Virtuoso,"[14, 27, 85, 33, 63]"
14,ISTP-A,Virtuoso,"[6, 9, 92, 42, 71]"
15,ISTP-A,Virtuoso,"[6, 24, 75, 46, 81]"
16,ISTP-A,Virtuoso,"[14, 24, 89, 49, 78]"
17,ISTP-A,Virtuoso,"[8, 24, 86, 44, 79]"
18,ISTP-A,Virtuoso,"[1, 17, 79, 31, 69]"
19,ISTP-A,Virtuoso,"[6, 18, 81, 43, 58]"
20,ISTP-A,Virtuoso,"[6, 20, 86, 33, 76]"
21,ISTP-A,Virtuoso,"[17, 24, 82, 33, 75]"
22,ISTP-A,Virtuoso,"[10, 24, 86, 28, 78]"
23,ISTP-A,Virtuoso,"[3, 25, 81, 31, 57]"
24,ISTP-A,Virtuoso,"[6, 24, 85, 35, 67]"
25,ISTP-A,Virtuoso,"[14, 24, 89, 36, 64]"
26,ISTP-A,Virtuoso,"[15, 20, 90, 36, 69]"
27,ISTP-A,Virtuoso,"[14, 38, 82, 31, 69]"
28,ISTP-A,Virtuoso,"[8, 36, 89, 42, 67]"
29,ISTP-A,Virtuoso,"[17, 24, 74, 31, 72]"
30,ISTP-A,Virtuoso,"[8, 32, 78, 33, 61]"
31,ISTP-A,Virtuoso,"[17, 21, 92, 42, 78]"
32,ISTP-A,Virtuoso,"[0, 34, 86, 44, 75]"
