Cycle,Code,Role,Values
1,ISFP-A,Adventurer,"[0, 48, 31, 40, 63]"
2,ISFJ-A,Defender,"[0, 43, 37, 53, 56]"
3,ISFP-A,Adventurer,"[4, 47, 36, 40, 67]"
4,ISFP-A,Adventurer,"[8, 39, 36, 33, 58]"
5,ISFP-A,Adventurer,"[0, 38, 36, 42, 65]"
6,ISFP-A,Adventurer,"[3, 38, 37, 49, 75]"
7,ISFP-A,Adventurer,"[3, 39, 36, 43, 60]"
8,ISFP-A,Adventurer,"[3, 46, 36, 46, 64]"
9,ISFP-A,Adventurer,"[8, 47, 40, 44, 64]"
10,ISFP-A,Adventurer,"[4, 41, 37, 39, 58]"
11,ISFP-A,Adventurer,"[3, 41, 32, 40, 65]"
12,ISFP-A,Adventurer,"[3, 39, 40, 44, 60]"
13,ISFP-A,Adventurer,"[3, 45, 31, 39, 67]"
14,ISFP-A,Adventurer,"[3, 42, 28, 39, 58]"
15,ISFP-A,Adventurer,"[4, 36, 40, 39, 67]"
16,ISFP-A,Adventurer,"[0, 38, 31, 39, 60]"
17,INFP-A,Mediator,"[3, 52, 31, 42, 57]"
18,ISFP-A,Adventurer,"[1, 42, 32, 35, 61]"
19,ISFP-A,Adventurer,"[4, 42, 32, 46, 67]"
20,ISFP-A,Adventurer,"[14, 47, 35, 49, 64]"
21,ISFP-A,Adventurer,"[0, 43, 32, 37, 65]"
22,ISFP-A,Adventurer,"[0, 47, 35, 37, 61]"
23,ISFP-A,Adventurer,"[10, 45, 35, 49, 58]"
24,ISFP-A,Adventurer,"[3, 39, 35, 40, 64]"
25,ISFP-A,Adventurer,"[4, 43, 36, 49, 57]"
26,ISFP-A,Adventurer,"[0, 43, 37, 44, 56]"
27,ISFP-A,Adventurer,"[1, 42, 36, 49, 68]"
28,INFP-A,Mediator,"[0, 51, 40, 43, 68]"
29,ISFJ-A,Defender,"[6, 43, 26, 53, 56]"
30,ISFP-A,Adventurer,"[3, 41, 32, 39, 64]"
31,ISFP-A,Adventurer,"[4, 43, 31, 47, 67]"
32,ISFP-A,Adventurer,"[8, 41, 33, 44, 65]"
33,ISFP-A,Adventurer,"[10, 47, 32, 46, 57]"
34,INFJ-A,Advocate,"[0, 52, 36, 51, 53]"
35,ISFP-A,Adventurer,"[6, 41, 35, 40, 61]"
36,ISFP-A,Adventurer,"[4, 45, 37, 39, 63]"
37,ISFP-A,Adventurer,"[0, 42, 33, 49, 58]"
38,INFP-A,Mediator,"[0, 51, 32, 40, 64]"
39,ISFP-A,Adventurer,"[6, 38, 32, 44, 67]"
40,ISFP-A,Adventurer,"[0, 39, 35, 42, 60]"
41,INFP-A,Mediator,"[0, 54, 33, 37, 65]"
42,ISFP-A,Adventurer,"[0, 47, 35, 49, 64]"
43,INFP-T,Mediator,"[0, 54, 37, 43, 49]"
44,ISFP-A,Adventurer,"[4, 47, 37, 42, 71]"
45,ISFP-A,Adventurer,"[6, 43, 33, 42, 64]"
46,ISFP-A,Adventurer,"[6, 47, 33, 47, 65]"
