Cycle,Code,Role,Values
1,ESFJ-A,Consul,"[60, 11, 40, 72, 60]"
2,ESFJ-A,Consul,"[58, 7, 37, 63, 56]"
3,ISFJ-A,Defender,"[49, 24, 35, 74, 57]"
4,ESFJ-A,Consul,"[57, 7, 44, 67, 54]"
5,ESFJ-A,Consul,"[53, 10, 37, 58, 56]"
6,ESFJ-A,Consul,"[53, 18, 39, 64, 58]"
7,ESFJ-A,Consul,"[56, 6, 43, 60, 63]"
8,ESFJ-A,Consul,"[58, 11, 44, 63, 54]"
9,ESFJ-A,Consul,"[63, 14, 37, 54, 53]"
10,ESFJ-A,Consul,"[53, 11, 37, 68, 60]"
11,ESFJ-A,Consul,"[58, 10, 35, 69, 56]"
12,ESFJ-A,Consul,"[51, 13, 35, 64, 63]"
13,ESFJ-A,Consul,"[61, 16, 37, 61, 60]"
14,ISFJ-A,Defender,"[49, 7, 42, 69, 65]"
15,ISFJ-A,Defender,"[49, 10, 39, 72, 56]"
16,ESFJ-A,Consul,"[54, 7, 37, 69, 57]"
17,ISFJ-A,Defender,"[46, 18, 35, 64, 61]"
18,ESFJ-A,Consul,"[54, 11, 36, 74, 69]"
19,ISFJ-A,Defender,"[47, 22, 44, 71, 54]"
20,ESFJ-A,Consul,"[60, 14, 42, 68, 58]"
21,ISFJ-A,Defender,"[46, 14, 39, 63, 60]"
22,ESFJ-A,Consul,"[56, 17, 40, 69, 64]"
23,ESFJ-A,Consul,"[57, 13, 46, 68, 61]"
24,ESFJ-A,Consul,"[57, 4, 40, 68, 54]"
25,ESFJ-A,Consul,"[51, 11, 40, 72, 61]"
26,ESFJ-A,Consul,"[58, 9, 43, 78, 53]"
27,ESFJ-A,Consul,"[56, 14, 37, 65, 58]"
28,ESFJ-A,Consul,"[54, 11, 46, 67, 67]"
29,ESFJ-A,Consul,"[61, 11, 44, 65, 56]"
30,ESFJ-A,Consul,"[57, 13, 44, 65, 53]"
31,ISFJ-A,Defender,"[49, 11, 40, 69, 61]"
32,ESFJ-A,Consul,"[58, 13, 42, 69, 61]"
33,ESFJ-A,Consul,"[60, 9, 42, 63, 61]"
34,ESFJ-A,Consul,"[61, 17, 36, 61, 60]"
35,ESFJ-A,Consul,"[54, 18, 36, 74, 61]"
36,ESFJ-A,Consul,"[54, 17, 39, 61, 58]"
37,ESFJ-A,Consul,"[61, 16, 40, 68, 56]"
38,ISFJ-A,Defender,"[49, 17, 40, 71, 56]"
39,ESFJ-A,Consul,"[54, 14, 42, 68, 65]"
40,ISFJ-T,Defender,"[46, 16, 47, 67, 44]"
41,ESFJ-A,Consul,"[51, 10, 39, 60, 72]"
42,ESFJ-A,Consul,"[53, 11, 35, 58, 64]"
43,ESFJ-A,Consul,"[64, 11, 39, 63, 65]"
44,ISFJ-A,Defender,"[47, 9, 42, 65, 58]"
45,ESFJ-A,Consul,"[53, 4, 35, 65, 60]"
46,ESFJ-A,Consul,"[60, 20, 39, 71, 56]"
47,ESFJ-A,Consul,"[51, 9, 37, 67, 53]"
48,ESFJ-A,Consul,"[58, 10, 39, 69, 53]"
49,ISFJ-A,Defender,"[47, 16, 43, 61, 61]"
50,ESFJ-A,Consul,"[60, 14, 39, 64, 60]"
51,ESFJ-A,Consul,"[57, 14, 39, 69, 53]"
52,ESFJ-A,Consul,"[61, 10, 37, 67, 68]"
53,ESFJ-A,Consul,"[54, 18, 49, 69, 60]"
54,ESFJ-A,Consul,"[54, 16, 37, 64, 65]"
55,ISFJ-A,Defender,"[49, 14, 39, 65, 58]"
56,ESFJ-A,Consul,"[58, 10, 42, 61, 61]"
57,ESFJ-A,Consul,"[63, 10, 40, 75, 57]"
58,ISFJ-A,Defender,"[49, 13, 33, 69, 53]"
59,ESFJ-A,Consul,"[60, 17, 37, 63, 56]"
60,ESFJ-A,Consul,"[61, 16, 35, 65, 65]"
61,ESFJ-A,Consul,"[54, 14, 39, 72, 53]"
62,ESFJ-A,Consul,"[54, 7, 42, 69, 68]"
63,ESFJ-A,Consul,"[53, 11, 39, 68, 64]"
64,ESFJ-A,Consul,"[58, 10, 42, 68, 58]"
65,ESFJ-A,Consul,"[58, 7, 40, 56, 65]"
66,ESFJ-A,Consul,"[54, 11, 36, 71, 57]"
67,ISFJ-A,Defender,"[49, 7, 37, 64, 54]"
68,ESFJ-A,Consul,"[53, 17, 37, 68, 58]"
69,ESFJ-A,Consul,"[53, 7, 31, 69, 58]"
70,ESFJ-A,Consul,"[54, 9, 35, 68, 65]"
71,ESFJ-A,Consul,"[56, 3, 39, 69, 56]"
72,ESFJ-T,Consul,"[60, 11, 42, 68, 49]"
73,ESFJ-A,Consul,"[54, 11, 42, 69, 63]"
74,ESFJ-A,Consul,"[54, 11, 42, 74, 54]"
75,ESFJ-A,Consul,"[58, 7, 37, 69, 61]"
76,ESFJ-A,Consul,"[58, 9, 35, 68, 60]"
77,ESFJ-T,Consul,"[53, 14, 39, 71, 44]"
78,ESFJ-A,Consul,"[67, 17, 36, 60, 57]"
79,ESFJ-T,Consul,"[51, 14, 44, 72, 49]"
80,ESFJ-A,Consul,"[54, 17, 40, 71, 51]"
81,ESFJ-A,Consul,"[64, 16, 37, 60, 64]"
82,ESFJ-A,Consul,"[57, 10, 40, 61, 64]"
83,ESFJ-A,Consul,"[68, 4, 37, 68, 54]"
84,ESFJ-A,Consul,"[56, 10, 43, 72, 68]"
85,ESFJ-A,Consul,"[51, 18, 44, 58, 64]"
86,ESFJ-A,Consul,"[57, 13, 35, 68, 54]"
87,ESFJ-A,Consul,"[54, 14, 46, 67, 51]"
88,ESFJ-A,Consul,"[51, 4, 39, 67, 75]"
89,ISFJ-A,Defender,"[47, 17, 40, 68, 57]"
90,ESFJ-A,Consul,"[57, 9, 32, 63, 56]"
91,ESFJ-A,Consul,"[53, 10, 42, 60, 63]"
92,ESFJ-A,Consul,"[61, 17, 43, 67, 57]"
93,ISFJ-A,Defender,"[49, 13, 49, 75, 57]"
94,ESFJ-A,Consul,"[60, 13, 43, 67, 56]"
95,ESFJ-A,Consul,"[56, 13, 43, 71, 58]"
96,ESFJ-A,Consul,"[58, 14, 40, 75, 63]"
97,ESFJ-A,Consul,"[60, 0, 33, 71, 56]"
98,ESFJ-A,Consul,"[56, 7, 37, 56, 58]"
99,ESFJ-A,Consul,"[56, 13, 42, 68, 56]"
100,ISFJ-A,Defender,"[49, 11, 40, 63, 53]"
