Cycle,Code,Role,Values
1,INTP-A,Logician,"[0, 54, 79, 26, 68]"
2,INTP-A,Logician,"[0, 51, 82, 15, 65]"
3,INTP-A,Logician,"[1, 54, 88, 17, 72]"
4,INTP-A,Logician,"[0, 52, 92, 21, 64]"
5,ISTP-A,Virtuoso,"[0, 45, 82, 12, 64]"
6,INTP-A,Logician,"[0, 51, 97, 26, 74]"
7,INTP-A,Logician,"[1, 52, 82, 28, 71]"
8,INTP-A,Logician,"[0, 52, 89, 22, 69]"
9,ISTP-A,Virtuoso,"[4, 46, 92, 25, 64]"
10,INTP-A,Logician,"[4, 51, 89, 22, 67]"
11,ISTP-A,Virtuoso,"[0, 47, 89, 25, 71]"
12,INTP-A,Logician,"[0, 59, 90, 21, 64]"
13,INTP-A,Logician,"[4, 59, 85, 17, 68]"
14,ISTP-A,Virtuoso,"[0, 45, 90, 15, 63]"
15,ISTP-A,Virtuoso,"[1, 48, 86, 24, 72]"
16,INTP-A,Logician,"[0, 54, 92, 21, 72]"
17,ISTP-A,Virtuoso,"[0, 38, 81, 22, 69]"
18,INTP-A,Logician,"[3, 52, 97, 14, 67]"
19,ISTP-A,Virtuoso,"[0, 48, 86, 17, 65]"
20,ISTP-A,Virtuoso,"[1, 46, 83, 18, 68]"
21,INTP-A,Logician,"[6, 52, 86, 15, 72]"
22,ISTP-A,Virtuoso,"[4, 47, 82, 28, 69]"
23,ISTP-A,Virtuoso,"[0, 43, 86, 25, 67]"
24,INTP-A,Logician,"[4, 54, 86, 21, 67]"
25,ISTP-A,Virtuoso,"[0, 45, 93, 19, 71]"
26,INTP-A,Logician,"[1, 51, 89, 17, 64]"
27,INTP-A,Logician,"[0, 60, 94, 29, 63]"
28,INTP-A,Logician,"[0, 54, 86, 14, 63]"
29,ISTP-A,Virtuoso,"[0, 48, 85, 22, 67]"
30,INTP-A,Logician,"[0, 51, 88, 24, 64]"
31,INTP-A,Logician,"[0, 51, 85, 15, 68]"
32,ISTP-A,Virtuoso,"[1, 47, 89, 18, 65]"
33,ISTP-A,Virtuoso,"[0, 47, 86, 12, 63]"
34,ISTP-A,Virtuoso,"[0, 47, 96, 19, 63]"
35,INTP-A,Logician,"[0, 51, 88, 22, 63]"
36,ISTP-A,Virtuoso,"[0, 47, 85, 18, 71]"
37,INTP-A,Logician,"[0, 53, 90, 18, 68]"
38,INTP-A,Logician,"[1, 52, 86, 18, 61]"
39,ISTP-A,Virtuoso,"[0, 47, 94, 21, 69]"
40,INTP-A,Logician,"[0, 51, 85, 18, 71]"
41,ISTP-A,Virtuoso,"[0, 42, 89, 25, 68]"
42,INTP-A,Logician,"[7, 54, 82, 19, 60]"
43,INTP-A,Logician,"[6, 52, 96, 21, 65]"
44,INTP-A,Logician,"[0, 51, 83, 18, 64]"
45,INTP-A,Logician,"[0, 59, 86, 19, 69]"
46,INTP-A,Logician,"[1, 54, 86, 19, 67]"
47,ISTP-A,Virtuoso,"[4, 48, 86, 15, 65]"
48,INTP-A,Logician,"[0, 51, 86, 26, 68]"
49,INTP-A,Logician,"[0, 60, 93, 21, 60]"
50,INTP-A,Logician,"[0, 53, 92, 31, 61]"
51,ISTP-A,Virtuoso,"[3, 47, 82, 17, 64]"
52,ISTP-A,Virtuoso,"[3, 47, 88, 26, 67]"
53,INTP-A,Logician,"[0, 54, 88, 24, 72]"
54,INTP-A,Logician,"[0, 59, 93, 14, 60]"
55,ISTP-A,Virtuoso,"[0, 45, 88, 22, 63]"
56,INTP-A,Logician,"[0, 52, 85, 18, 67]"
57,ISTP-A,Virtuoso,"[0, 47, 81, 25, 65]"
58,INTP-A,Logician,"[0, 51, 89, 22, 71]"
59,INTP-A,Logician,"[1, 52, 86, 28, 64]"
60,ISTP-A,Virtuoso,"[0, 43, 93, 18, 69]"
61,ISTP-A,Virtuoso,"[0, 42, 88, 21, 69]"
62,INTP-A,Logician,"[3, 51, 89, 14, 74]"
63,INTP-A,Logician,"[6, 53, 83, 24, 69]"
64,INTP-A,Logician,"[0, 54, 83, 26, 58]"
65,ISTP-A,Virtuoso,"[7, 48, 89, 14, 72]"
66,INTP-A,Logician,"[4, 52, 90, 18, 58]"
67,INTP-A,Logician,"[0, 52, 89, 17, 61]"
68,INTP-A,Logician,"[4, 52, 85, 22, 64]"
69,INTP-A,Logician,"[0, 54, 88, 25, 69]"
70,ISTP-A,Virtuoso,"[1, 46, 88, 22, 65]"
71,INTP-A,Logician,"[4, 61, 86, 11, 68]"
72,INTP-A,Logician,"[4, 53, 94, 25, 63]"
73,ISTP-A,Virtuoso,"[0, 45, 94, 10, 71]"
74,ISTP-A,Virtuoso,"[3, 47, 79, 17, 68]"
75,ISTP-A,Virtuoso,"[0, 42, 85, 15, 71]"
76,INTP-A,Logician,"[1, 53, 93, 22, 63]"
77,INTP-A,Logician,"[1, 57, 96, 18, 68]"
78,ISTP-A,Virtuoso,"[0, 47, 92, 26, 64]"
79,ISTP-A,Virtuoso,"[0, 48, 93, 21, 61]"
80,INTP-A,Logician,"[3, 51, 86, 11, 75]"
81,INTP-A,Logician,"[0, 51, 89, 19, 71]"
82,INTP-A,Logician,"[0, 52, 93, 25, 72]"
83,ISTP-A,Virtuoso,"[0, 47, 81, 22, 71]"
84,INTP-A,Logician,"[4, 57, 81, 19, 67]"
85,INTP-A,Logician,"[1, 51, 85, 21, 63]"
86,ISTP-A,Virtuoso,"[0, 47, 90, 26, 68]"
87,INTP-A,Logician,"[0, 52, 88, 25, 74]"
88,INTP-A,Logician,"[4, 53, 85, 17, 65]"
89,INTP-A,Logician,"[1, 57, 85, 33, 74]"
90,ISTP-A,Virtuoso,"[0, 39, 88, 22, 67]"
91,ISTP-A,Virtuoso,"[10, 45, 82, 18, 68]"
92,INTP-A,Logician,"[3, 63, 94, 17, 69]"
93,INTP-A,Logician,"[1, 53, 89, 14, 69]"
94,ISTP-A,Virtuoso,"[10, 47, 93, 6, 69]"
95,ISTP-A,Virtuoso,"[3, 45, 81, 24, 68]"
96,INTP-A,Logician,"[0, 52, 79, 18, 74]"
97,INTP-A,Logician,"[1, 56, 88, 25, 68]"
98,INTP-A,Logician,"[0, 54, 92, 22, 71]"
99,INTP-A,Logician,"[4, 59, 88, 11, 63]"
100,INTP-A,Logician,"[0, 56, 86, 21, 74]"
