Cycle,Code,Role,Values
1,ESFP-A,Entertainer,"[69, 35, 43, 31, 75]"
2,ESFP-A,Entertainer,"[69, 48, 42, 19, 74]"
3,ESFP-A,Entertainer,"[68, 29, 42, 29, 74]"
4,ESFP-A,Entertainer,"[65, 38, 40, 25, 72]"
5,ESFP-A,Entertainer,"[65, 41, 43, 32, 76]"
6,ESFP-A,Entertainer,"[71, 45, 42, 21, 74]"
7,ESFP-A,Entertainer,"[69, 35, 39, 22, 76]"
8,ESFP-A,Entertainer,"[72, 41, 40, 22, 68]"
9,ESFP-A,Entertainer,"[68, 42, 37, 28, 72]"
10,ESFP-A,Entertainer,"[65, 39, 39, 26, 72]"
11,ESFP-A,Entertainer,"[68, 48, 44, 26, 75]"
12,ESFP-A,Entertainer,"[67, 46, 42, 25, 72]"
13,ESFP-A,Entertainer,"[68, 39, 46, 26, 78]"
14,ESFP-A,Entertainer,"[68, 39, 44, 28, 76]"
15,ESFP-A,Entertainer,"[63, 42, 42, 25, 72]"
16,ESFP-A,Entertainer,"[69, 45, 39, 21, 75]"
17,ESFP-A,Entertainer,"[69, 36, 37, 21, 71]"
18,ESFP-A,Entertainer,"[74, 41, 43, 25, 68]"
19,ESFP-A,Entertainer,"[71, 42, 39, 25, 76]"
20,ESFP-A,Entertainer,"[68, 42, 43, 31, 75]"
21,ESFP-A,Entertainer,"[67, 41, 37, 21, 72]"
22,ESFP-A,Entertainer,"[69, 47, 44, 26, 74]"
23,ESFP-A,Entertainer,"[67, 42, 40, 28, 74]"
24,ESFP-A,Entertainer,"[68, 46, 42, 24, 76]"
25,ESFP-A,Entertainer,"[68, 45, 42, 18, 76]"
26,ESFP-A,Entertainer,"[71, 41, 43, 24, 81]"
27,ESFP-A,Entertainer,"[69, 38, 40, 26, 72]"
28,ESFP-A,Entertainer,"[68, 47, 42, 28, 74]"
29,ESFP-A,Entertainer,"[69, 41, 42, 19, 72]"
30,ESFP-A,Entertainer,"[67, 46, 43, 21, 76]"
31,ESFP-A,Entertainer,"[67, 42, 42, 25, 72]"
32,ESFP-A,Entertainer,"[71, 43, 40, 28, 78]"
33,ESFP-A,Entertainer,"[68, 31, 40, 31, 72]"
34,ESFP-A,Entertainer,"[68, 39, 42, 26, 75]"
35,ESFP-A,Entertainer,"[64, 39, 40, 25, 74]"
36,ESFP-A,Entertainer,"[67, 36, 46, 28, 71]"
37,ESFP-A,Entertainer,"[68, 41, 46, 25, 74]"
38,ESFP-A,Entertainer,"[65, 36, 43, 25, 78]"
39,ESFP-A,Entertainer,"[69, 41, 40, 25, 71]"
40,ESFP-A,Entertainer,"[69, 46, 46, 21, 72]"
41,ESFP-A,Entertainer,"[68, 39, 40, 24, 75]"
42,ESFP-A,Entertainer,"[65, 41, 42, 25, 76]"
43,ESFP-A,Entertainer,"[67, 38, 43, 31, 74]"
44,ESFP-A,Entertainer,"[74, 43, 36, 28, 78]"
45,ESFP-A,Entertainer,"[67, 31, 40, 17, 74]"
46,ESFP-A,Entertainer,"[69, 35, 43, 28, 75]"
47,ESFP-A,Entertainer,"[69, 41, 46, 28, 76]"
48,ESFP-A,Entertainer,"[72, 43, 35, 22, 78]"
49,ESFP-A,Entertainer,"[63, 43, 46, 19, 68]"
50,ESFP-A,Entertainer,"[65, 35, 35, 31, 75]"
51,ESFP-A,Entertainer,"[67, 45, 39, 18, 71]"
52,ESFP-A,Entertainer,"[64, 36, 42, 26, 76]"
53,ESFP-A,Entertainer,"[69, 35, 39, 25, 76]"
54,ESFP-A,Entertainer,"[65, 34, 42, 26, 76]"
55,ESFP-A,Entertainer,"[72, 38, 39, 26, 76]"
