Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[12, 38, 88, 17, 72]"
2,ISTP-A,Virtuoso,"[15, 35, 82, 19, 69]"
3,ISTP-A,Virtuoso,"[17, 34, 86, 26, 67]"
4,ISTP-A,Virtuoso,"[15, 41, 82, 25, 72]"
5,ISTP-A,Virtuoso,"[17, 45, 88, 15, 74]"
6,ISTP-A,Virtuoso,"[15, 36, 85, 18, 64]"
7,ISTP-A,Virtuoso,"[17, 42, 88, 21, 68]"
8,ISTP-A,Virtuoso,"[17, 38, 86, 18, 74]"
9,ISTP-A,Virtuoso,"[15, 42, 85, 18, 69]"
10,ISTP-A,Virtuoso,"[17, 41, 85, 21, 65]"
11,ISTP-A,Virtuoso,"[17, 41, 86, 21, 72]"
12,ISTP-A,Virtuoso,"[17, 41, 83, 22, 71]"
13,ISTP-A,Virtuoso,"[17, 42, 83, 24, 69]"
14,ISTP-A,Virtuoso,"[17, 31, 88, 25, 69]"
15,ISTP-A,Virtuoso,"[15, 32, 88, 21, 68]"
16,ISTP-A,Virtuoso,"[15, 39, 83, 18, 65]"
17,ISTP-A,Virtuoso,"[15, 36, 90, 24, 69]"
18,ISTP-A,Virtuoso,"[15, 36, 83, 17, 67]"
19,ISTP-A,Virtuoso,"[17, 42, 83, 21, 69]"
20,ISTP-A,Virtuoso,"[15, 36, 88, 17, 71]"
21,ISTP-A,Virtuoso,"[15, 36, 86, 12, 72]"
22,ISTP-A,Virtuoso,"[17, 39, 83, 21, 71]"
23,ISTP-A,Virtuoso,"[17, 32, 88, 24, 69]"
24,ISTP-A,Virtuoso,"[17, 41, 86, 24, 69]"
25,ISTP-A,Virtuoso,"[17, 46, 86, 19, 78]"
26,ISTP-A,Virtuoso,"[15, 35, 85, 22, 71]"
27,ISTP-A,Virtuoso,"[15, 39, 83, 21, 72]"
28,ISTP-A,Virtuoso,"[17, 39, 88, 18, 71]"
29,ISTP-A,Virtuoso,"[15, 42, 85, 19, 71]"
30,ISTP-A,Virtuoso,"[17, 39, 89, 24, 75]"
31,ISTP-A,Virtuoso,"[17, 32, 83, 15, 69]"
32,ISTP-A,Virtuoso,"[15, 34, 88, 19, 72]"
33,ISTP-A,Virtuoso,"[17, 34, 85, 12, 68]"
34,ISTP-A,Virtuoso,"[15, 34, 85, 15, 71]"
35,ISTP-A,Virtuoso,"[17, 42, 86, 24, 69]"
36,ISTP-A,Virtuoso,"[15, 32, 88, 22, 72]"
37,ISTP-A,Virtuoso,"[15, 41, 85, 21, 67]"
38,ISTP-A,Virtuoso,"[17, 35, 85, 24, 65]"
39,ISTP-A,Virtuoso,"[15, 39, 83, 26, 69]"
40,ISTP-A,Virtuoso,"[17, 36, 85, 14, 71]"
41,ISTP-A,Virtuoso,"[17, 36, 85, 24, 72]"
42,ISTP-A,Virtuoso,"[17, 36, 85, 12, 74]"
43,ISTP-A,Virtuoso,"[15, 38, 86, 25, 65]"
44,ISTP-A,Virtuoso,"[17, 36, 83, 25, 72]"
45,ISTP-A,Virtuoso,"[15, 36, 89, 17, 71]"
46,ISTP-A,Virtuoso,"[17, 35, 83, 17, 64]"
47,ISTP-A,Virtuoso,"[17, 38, 89, 19, 69]"
48,ISTP-A,Virtuoso,"[15, 34, 86, 24, 67]"
49,ISTP-A,Virtuoso,"[15, 29, 89, 24, 65]"
50,ISTP-A,Virtuoso,"[14, 39, 83, 26, 69]"
