Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[6, 29, 64, 36, 67]"
2,ISTP-A,Virtuoso,"[0, 34, 68, 44, 61]"
3,ISTP-A,Virtuoso,"[1, 35, 68, 40, 60]"
4,ISTP-A,Virtuoso,"[4, 17, 69, 37, 65]"
5,ISTP-A,Virtuoso,"[6, 25, 68, 42, 64]"
6,ISTP-A,Virtuoso,"[3, 20, 65, 39, 67]"
7,ISTP-A,Virtuoso,"[0, 29, 67, 33, 61]"
8,ISTP-A,Virtuoso,"[0, 31, 71, 43, 57]"
9,ISTP-A,Virtuoso,"[4, 32, 71, 37, 56]"
10,ISTP-A,Virtuoso,"[3, 31, 65, 35, 56]"
11,ISTP-A,Virtuoso,"[4, 38, 67, 43, 63]"
12,ISTP-A,Virtuoso,"[0, 28, 60, 44, 61]"
13,ISTP-A,Virtuoso,"[6, 31, 65, 44, 63]"
14,ISTP-A,Virtuoso,"[0, 27, 69, 40, 54]"
15,ISTP-A,Virtuoso,"[1, 29, 71, 39, 58]"
16,ISTP-A,Virtuoso,"[1, 25, 74, 46, 63]"
17,ISTP-A,Virtuoso,"[0, 34, 69, 39, 63]"
18,ISTP-A,Virtuoso,"[6, 34, 65, 40, 60]"
19,ISTP-A,Virtuoso,"[0, 25, 65, 40, 63]"
20,ISTP-A,Virtuoso,"[4, 34, 67, 42, 63]"
21,ISTP-A,Virtuoso,"[3, 31, 69, 35, 61]"
22,ISTP-A,Virtuoso,"[1, 28, 67, 39, 58]"
23,ISTP-A,Virtuoso,"[6, 31, 69, 43, 58]"
24,ISTP-A,Virtuoso,"[0, 31, 71, 46, 58]"
25,ISTP-A,Virtuoso,"[1, 24, 65, 39, 58]"
26,ISTP-A,Virtuoso,"[3, 28, 68, 35, 61]"
27,ISTP-A,Virtuoso,"[3, 34, 67, 40, 61]"
28,ISTP-A,Virtuoso,"[4, 35, 67, 44, 64]"
29,ISTP-A,Virtuoso,"[10, 27, 72, 46, 63]"
30,ISTP-A,Virtuoso,"[6, 25, 67, 46, 57]"
31,ISTP-A,Virtuoso,"[1, 29, 71, 46, 61]"
32,ISTP-A,Virtuoso,"[3, 32, 68, 40, 61]"
33,ISTP-A,Virtuoso,"[0, 29, 65, 39, 60]"
34,ISTP-A,Virtuoso,"[3, 29, 61, 42, 51]"
35,ISTP-A,Virtuoso,"[8, 25, 67, 37, 60]"
36,ISTP-A,Virtuoso,"[3, 28, 67, 42, 61]"
37,ISTP-A,Virtuoso,"[4, 29, 65, 40, 58]"
38,ISTP-A,Virtuoso,"[6, 24, 71, 40, 60]"
39,ISTP-A,Virtuoso,"[0, 28, 67, 40, 57]"
40,ISTP-A,Virtuoso,"[6, 32, 68, 42, 58]"
41,ISTP-A,Virtuoso,"[4, 28, 71, 43, 63]"
42,ISTP-A,Virtuoso,"[4, 24, 69, 39, 65]"
43,ISTP-A,Virtuoso,"[1, 32, 68, 40, 60]"
44,ISTP-A,Virtuoso,"[3, 29, 67, 36, 56]"
45,ISTP-A,Virtuoso,"[0, 31, 64, 46, 60]"
46,ISTP-A,Virtuoso,"[1, 28, 61, 40, 64]"
47,ISTP-A,Virtuoso,"[6, 36, 67, 49, 61]"
48,ISTP-A,Virtuoso,"[4, 32, 67, 44, 60]"
49,ISTP-A,Virtuoso,"[3, 28, 68, 36, 65]"
50,ISTP-A,Virtuoso,"[6, 27, 64, 49, 53]"
51,ISTP-A,Virtuoso,"[3, 29, 68, 39, 60]"
52,ISTP-A,Virtuoso,"[7, 34, 65, 46, 65]"
53,ISTP-A,Virtuoso,"[6, 35, 63, 46, 63]"
54,ISTP-A,Virtuoso,"[0, 31, 67, 43, 61]"
55,ISTP-A,Virtuoso,"[3, 27, 65, 43, 65]"
56,ISTP-A,Virtuoso,"[3, 24, 64, 39, 63]"
57,ISTP-A,Virtuoso,"[0, 28, 69, 42, 63]"
58,ISTP-A,Virtuoso,"[3, 35, 68, 46, 63]"
59,ISTP-A,Virtuoso,"[1, 32, 69, 39, 65]"
60,ISTP-A,Virtuoso,"[7, 29, 63, 37, 61]"
61,ISTP-A,Virtuoso,"[3, 25, 68, 43, 60]"
62,ISTP-A,Virtuoso,"[0, 27, 69, 37, 64]"
63,ISTP-A,Virtuoso,"[4, 32, 67, 36, 63]"
64,ISTP-A,Virtuoso,"[8, 29, 67, 44, 64]"
65,ISTP-A,Virtuoso,"[3, 31, 65, 43, 61]"
66,ISTP-A,Virtuoso,"[0, 32, 67, 43, 58]"
67,ISTP-A,Virtuoso,"[3, 31, 67, 44, 58]"
68,ISTP-A,Virtuoso,"[6, 28, 69, 43, 60]"
69,ISTP-A,Virtuoso,"[1, 32, 68, 44, 61]"
70,ISTP-A,Virtuoso,"[6, 29, 67, 40, 63]"
71,ISTP-A,Virtuoso,"[3, 32, 68, 39, 63]"
