Cycle,Code,Role,Values
1,ISFP-A,Adventurer,"[18, 46, 37, 12, 57]"
2,ISFP-A,Adventurer,"[19, 45, 42, 14, 68]"
3,ISFP-A,Adventurer,"[17, 42, 36, 12, 63]"
4,ISFP-A,Adventurer,"[19, 42, 33, 17, 71]"
5,ISFP-A,Adventurer,"[17, 45, 37, 17, 65]"
6,ISFP-A,Adventurer,"[18, 39, 33, 18, 67]"
7,ISFP-A,Adventurer,"[15, 41, 26, 15, 58]"
8,ISFP-A,Adventurer,"[17, 46, 39, 11, 67]"
9,ISFP-A,Adventurer,"[18, 39, 33, 11, 60]"
10,ISFP-A,Adventurer,"[18, 43, 28, 11, 68]"
11,ISFP-A,Adventurer,"[15, 43, 32, 15, 60]"
12,ISFP-A,Adventurer,"[18, 46, 35, 12, 61]"
13,ISFP-A,Adventurer,"[18, 41, 32, 17, 67]"
14,ISFP-A,Adventurer,"[18, 41, 37, 17, 56]"
15,ISFP-A,Adventurer,"[19, 41, 36, 11, 69]"
16,ISFP-A,Adventurer,"[15, 42, 36, 17, 60]"
17,ISFP-A,Adventurer,"[18, 41, 32, 18, 69]"
18,ISFP-A,Adventurer,"[18, 43, 36, 11, 64]"
19,ISFP-A,Adventurer,"[18, 45, 33, 12, 64]"
20,ISFP-A,Adventurer,"[18, 42, 32, 17, 65]"
21,ISFP-A,Adventurer,"[21, 46, 33, 11, 63]"
22,ISFP-A,Adventurer,"[19, 45, 35, 18, 64]"
23,ISFP-A,Adventurer,"[17, 43, 31, 15, 68]"
24,ISFP-A,Adventurer,"[22, 41, 32, 10, 63]"
25,ISFP-A,Adventurer,"[19, 46, 32, 14, 68]"
26,ISFP-A,Adventurer,"[17, 46, 29, 17, 63]"
27,ISFP-A,Adventurer,"[14, 45, 36, 18, 67]"
28,ISFP-A,Adventurer,"[21, 46, 31, 14, 63]"
29,ISFP-A,Adventurer,"[18, 46, 33, 14, 61]"
30,ISFP-A,Adventurer,"[19, 45, 29, 11, 67]"
31,ISFP-A,Adventurer,"[19, 43, 35, 14, 65]"
32,ISFP-A,Adventurer,"[18, 47, 31, 17, 57]"
33,ISFP-A,Adventurer,"[18, 45, 35, 15, 56]"
34,ISFP-A,Adventurer,"[17, 43, 29, 11, 64]"
35,ISFP-A,Adventurer,"[17, 43, 33, 14, 64]"
36,ISFP-A,Adventurer,"[18, 46, 31, 12, 64]"
37,ISFP-A,Adventurer,"[17, 46, 29, 14, 65]"
38,ISFP-A,Adventurer,"[17, 41, 35, 15, 67]"
39,ISFP-A,Adventurer,"[15, 43, 28, 12, 65]"
40,ISFP-A,Adventurer,"[18, 42, 33, 15, 65]"
41,ISFP-A,Adventurer,"[18, 36, 33, 17, 68]"
42,ISFP-A,Adventurer,"[14, 39, 36, 14, 61]"
43,ISFP-A,Adventurer,"[14, 38, 29, 15, 67]"
44,ISFP-A,Adventurer,"[19, 42, 33, 14, 64]"
45,ISFP-A,Adventurer,"[18, 46, 35, 18, 60]"
46,ISFP-A,Adventurer,"[15, 45, 39, 18, 63]"
47,ISFP-A,Adventurer,"[18, 43, 35, 21, 65]"
