Cycle,Code,Role,Values
1,ISTJ-A,Logistician,"[15, 36, 86, 68, 71]"
2,ISTJ-A,Logistician,"[17, 42, 85, 72, 72]"
3,ISTJ-A,Logistician,"[15, 31, 85, 65, 81]"
4,ISTJ-A,Logistician,"[15, 41, 86, 67, 74]"
5,ISTJ-A,Logistician,"[17, 31, 85, 69, 75]"
6,ISTJ-A,Logistician,"[15, 28, 88, 63, 76]"
7,ISTJ-A,Logistician,"[18, 36, 85, 68, 78]"
8,ISTJ-A,Logistician,"[18, 35, 86, 61, 72]"
9,ISTJ-A,Logistician,"[18, 36, 88, 64, 74]"
10,ISTJ-A,Logistician,"[15, 39, 88, 69, 76]"
11,ISTJ-A,Logistician,"[17, 32, 89, 64, 72]"
12,ISTJ-A,Logistician,"[18, 35, 83, 69, 72]"
13,ISTJ-A,Logistician,"[17, 31, 88, 64, 76]"
14,ISTJ-A,Logistician,"[15, 39, 85, 71, 75]"
15,ISTJ-A,Logistician,"[18, 43, 86, 71, 76]"
16,ISTJ-A,Logistician,"[17, 34, 89, 68, 67]"
17,ISTJ-A,Logistician,"[15, 36, 86, 67, 81]"
18,ISTJ-A,Logistician,"[15, 35, 79, 64, 72]"
19,ISTJ-A,Logistician,"[15, 38, 83, 67, 72]"
20,ISTJ-A,Logistician,"[15, 25, 85, 63, 75]"
21,ISTJ-A,Logistician,"[17, 39, 85, 68, 74]"
22,ISTJ-A,Logistician,"[17, 38, 88, 65, 79]"
23,ISTJ-A,Logistician,"[15, 34, 85, 67, 76]"
24,ISTJ-A,Logistician,"[17, 31, 83, 69, 75]"
25,ISTJ-A,Logistician,"[17, 34, 88, 68, 75]"
26,ISTJ-A,Logistician,"[15, 31, 88, 67, 72]"
27,ISTJ-A,Logistician,"[18, 38, 86, 68, 74]"
28,ISTJ-A,Logistician,"[15, 43, 81, 60, 79]"
29,ISTJ-A,Logistician,"[14, 27, 85, 67, 76]"
30,ISTJ-A,Logistician,"[17, 34, 82, 65, 75]"
31,ISTJ-A,Logistician,"[14, 38, 86, 72, 79]"
32,ISTJ-A,Logistician,"[11, 31, 85, 76, 74]"
33,ISTJ-A,Logistician,"[18, 39, 86, 67, 78]"
34,ISTJ-A,Logistician,"[15, 34, 82, 60, 76]"
35,ISTJ-A,Logistician,"[17, 28, 83, 64, 69]"
36,ISTJ-A,Logistician,"[17, 28, 83, 67, 72]"
37,ISTJ-A,Logistician,"[15, 35, 86, 68, 78]"
38,ISTJ-A,Logistician,"[17, 35, 86, 67, 72]"
39,ISTJ-A,Logistician,"[18, 36, 85, 71, 79]"
40,ISTJ-A,Logistician,"[17, 32, 83, 61, 76]"
41,ISTJ-A,Logistician,"[15, 29, 86, 60, 74]"
42,ISTJ-A,Logistician,"[17, 32, 82, 64, 78]"
43,ISTJ-A,Logistician,"[17, 36, 90, 67, 74]"
44,ISTJ-A,Logistician,"[14, 35, 88, 69, 74]"
45,ISTJ-A,Logistician,"[15, 38, 88, 65, 78]"
46,ISTJ-A,Logistician,"[15, 35, 83, 68, 75]"
47,ISTJ-A,Logistician,"[17, 45, 89, 65, 72]"
48,ISTJ-A,Logistician,"[15, 45, 88, 61, 79]"
49,ISTJ-A,Logistician,"[15, 36, 85, 69, 74]"
