Cycle,Code,Role,Values
1,ISTJ-A,Logistician,"[32, 24, 65, 65, 78]"
2,ISTJ-A,Logistician,"[32, 24, 64, 56, 72]"
3,ISTJ-A,Logistician,"[33, 22, 64, 64, 76]"
4,ISTJ-A,Logistician,"[33, 27, 68, 65, 76]"
5,ISTJ-A,Logistician,"[28, 22, 61, 54, 81]"
6,ISTJ-A,Logistician,"[31, 25, 63, 61, 72]"
7,ISTJ-A,Logistician,"[29, 18, 61, 56, 75]"
8,ISTJ-A,Logistician,"[29, 20, 65, 58, 79]"
9,ISTJ-A,Logistician,"[26, 18, 67, 57, 74]"
10,ISTJ-A,Logistician,"[32, 27, 65, 53, 72]"
11,ISTJ-A,Logistician,"[31, 21, 65, 69, 76]"
12,ISTJ-A,Logistician,"[37, 22, 63, 64, 69]"
13,ISTP-A,Virtuoso,"[32, 24, 68, 49, 71]"
14,ISTJ-A,Logistician,"[29, 22, 64, 63, 79]"
15,ISTJ-A,Logistician,"[31, 25, 67, 53, 72]"
16,ISTJ-A,Logistician,"[32, 28, 65, 60, 71]"
17,ISTJ-A,Logistician,"[35, 20, 65, 58, 78]"
18,ISTJ-A,Logistician,"[35, 14, 65, 53, 76]"
19,ISTJ-A,Logistician,"[29, 20, 58, 63, 74]"
20,ISTJ-A,Logistician,"[29, 18, 67, 64, 76]"
21,ISTJ-A,Logistician,"[36, 21, 65, 58, 79]"
22,ISTJ-A,Logistician,"[32, 22, 67, 54, 78]"
23,ISTJ-A,Logistician,"[29, 22, 64, 53, 72]"
24,ISTJ-A,Logistician,"[32, 20, 67, 64, 74]"
25,ISTJ-A,Logistician,"[29, 14, 68, 56, 69]"
26,ISTJ-A,Logistician,"[29, 24, 61, 61, 69]"
27,ISTJ-A,Logistician,"[31, 24, 67, 54, 81]"
28,ISTJ-A,Logistician,"[31, 25, 63, 58, 81]"
29,ISTJ-A,Logistician,"[32, 22, 67, 63, 79]"
30,ISTJ-A,Logistician,"[32, 21, 65, 57, 74]"
31,ISTJ-A,Logistician,"[28, 25, 67, 58, 78]"
32,ISTJ-A,Logistician,"[35, 21, 68, 60, 78]"
33,ISTJ-A,Logistician,"[29, 24, 68, 60, 74]"
34,ISTJ-A,Logistician,"[32, 20, 65, 57, 75]"
35,ISTJ-A,Logistician,"[35, 24, 64, 60, 72]"
36,ISTJ-A,Logistician,"[31, 24, 63, 60, 76]"
37,ISTJ-A,Logistician,"[28, 20, 63, 53, 81]"
38,ISTJ-A,Logistician,"[33, 16, 63, 60, 72]"
39,ISTJ-A,Logistician,"[33, 24, 68, 63, 75]"
40,ISTJ-A,Logistician,"[33, 18, 68, 54, 74]"
41,ISTJ-A,Logistician,"[32, 17, 67, 58, 76]"
42,ISTJ-A,Logistician,"[33, 22, 64, 65, 81]"
43,ISTJ-A,Logistician,"[35, 16, 68, 54, 75]"
44,ISTJ-A,Logistician,"[28, 22, 67, 63, 74]"
45,ISTJ-A,Logistician,"[35, 21, 65, 51, 76]"
46,ISTJ-A,Logistician,"[28, 22, 67, 54, 78]"
47,ISTJ-A,Logistician,"[29, 18, 69, 56, 75]"
48,ISTJ-A,Logistician,"[32, 20, 69, 51, 72]"
49,ISTJ-A,Logistician,"[32, 22, 64, 58, 74]"
50,ISTJ-A,Logistician,"[32, 17, 68, 58, 74]"
51,ISTP-A,Virtuoso,"[33, 18, 69, 49, 74]"
52,ISTJ-A,Logistician,"[39, 14, 67, 60, 75]"
53,ISTJ-A,Logistician,"[29, 22, 68, 60, 74]"
54,ISTJ-A,Logistician,"[33, 24, 63, 61, 72]"
55,ISTJ-A,Logistician,"[32, 22, 67, 57, 76]"
56,ISTJ-A,Logistician,"[35, 16, 63, 61, 79]"
57,ISTP-A,Virtuoso,"[31, 20, 64, 49, 78]"
58,ISTJ-A,Logistician,"[32, 25, 63, 57, 75]"
59,ISTP-A,Virtuoso,"[26, 25, 64, 49, 68]"
60,ISTJ-A,Logistician,"[31, 18, 71, 58, 76]"
61,ISTJ-A,Logistician,"[35, 18, 61, 61, 67]"
62,ISTJ-A,Logistician,"[31, 22, 68, 56, 74]"
63,ISTJ-A,Logistician,"[33, 24, 67, 57, 76]"
64,ISTJ-A,Logistician,"[32, 22, 60, 58, 74]"
65,ISTJ-A,Logistician,"[29, 25, 61, 57, 79]"
66,ISTJ-A,Logistician,"[36, 27, 65, 58, 76]"
67,ISTJ-A,Logistician,"[32, 20, 60, 57, 71]"
68,ISTJ-A,Logistician,"[32, 21, 65, 54, 79]"
69,ISTJ-A,Logistician,"[36, 17, 64, 58, 71]"
70,ISTJ-A,Logistician,"[32, 17, 64, 60, 75]"
71,ISTJ-A,Logistician,"[33, 24, 61, 61, 74]"
72,ISTP-A,Virtuoso,"[31, 20, 65, 49, 72]"
73,ISTP-A,Virtuoso,"[32, 21, 68, 49, 81]"
74,ISTJ-A,Logistician,"[31, 18, 65, 58, 76]"
75,ISTJ-A,Logistician,"[31, 21, 71, 58, 75]"
76,ISTJ-A,Logistician,"[31, 17, 65, 57, 74]"
77,ISTJ-A,Logistician,"[36, 24, 63, 58, 76]"
78,ISTJ-A,Logistician,"[32, 21, 64, 63, 72]"
79,ISTJ-A,Logistician,"[36, 20, 68, 60, 78]"
80,ISTJ-A,Logistician,"[35, 24, 65, 61, 69]"
81,ISTJ-A,Logistician,"[35, 24, 65, 64, 75]"
82,ISTJ-A,Logistician,"[32, 14, 65, 54, 74]"
83,ISTJ-A,Logistician,"[31, 18, 65, 54, 72]"
84,ISTJ-A,Logistician,"[35, 22, 63, 60, 82]"
85,ISTJ-A,Logistician,"[32, 16, 64, 61, 71]"
86,ISTJ-A,Logistician,"[32, 17, 68, 57, 76]"
87,ISTJ-A,Logistician,"[31, 18, 61, 58, 74]"
88,ISTJ-A,Logistician,"[31, 25, 68, 57, 76]"
89,ISTJ-A,Logistician,"[33, 21, 65, 63, 72]"
90,ISTJ-A,Logistician,"[35, 25, 67, 57, 76]"
91,ISTJ-A,Logistician,"[37, 18, 71, 60, 72]"
92,ISTJ-A,Logistician,"[29, 24, 65, 56, 68]"
93,ISTJ-A,Logistician,"[32, 28, 69, 60, 74]"
94,ISTJ-A,Logistician,"[36, 22, 61, 60, 75]"
95,ISTP-A,Virtuoso,"[31, 21, 67, 49, 71]"
96,ISTJ-A,Logistician,"[33, 24, 64, 53, 79]"
97,ISTJ-A,Logistician,"[31, 21, 65, 56, 71]"
98,ISTJ-A,Logistician,"[33, 18, 63, 63, 78]"
99,ISTJ-A,Logistician,"[29, 17, 68, 60, 76]"
100,ISTJ-A,Logistician,"[28, 25, 68, 64, 75]"
