Cycle,Code,Role,Values
1,ESFJ-A,Consul,"[57, 32, 49, 61, 64]"
2,ESFJ-A,Consul,"[57, 20, 43, 58, 67]"
3,ESFJ-A,Consul,"[51, 24, 42, 63, 64]"
4,ESFJ-A,Consul,"[51, 18, 39, 68, 61]"
5,ESFJ-A,Consul,"[56, 24, 44, 63, 69]"
6,ESFJ-A,Consul,"[61, 17, 49, 60, 65]"
7,ESFJ-A,Consul,"[56, 21, 43, 58, 64]"
8,ESFJ-A,Consul,"[51, 20, 39, 64, 68]"
9,ISFJ-A,Defender,"[49, 18, 46, 65, 65]"
10,ISFJ-A,Defender,"[49, 24, 40, 60, 58]"
11,ISFJ-A,Defender,"[46, 22, 44, 64, 63]"
12,ESFJ-A,Consul,"[57, 17, 43, 65, 64]"
13,ESFJ-A,Consul,"[51, 21, 46, 60, 67]"
14,ESFJ-A,Consul,"[54, 16, 44, 60, 65]"
15,ESFJ-A,Consul,"[58, 29, 44, 54, 69]"
16,ISFJ-A,Defender,"[47, 17, 44, 64, 65]"
17,ESFJ-A,Consul,"[57, 20, 43, 54, 65]"
18,ESFJ-A,Consul,"[61, 20, 44, 64, 64]"
19,ESFJ-A,Consul,"[63, 29, 43, 57, 67]"
20,ESFJ-A,Consul,"[57, 18, 46, 65, 65]"
21,ESFJ-A,Consul,"[58, 27, 42, 51, 58]"
22,ESFJ-A,Consul,"[57, 21, 42, 61, 67]"
23,ISFJ-A,Defender,"[49, 25, 46, 64, 67]"
24,ESFJ-A,Consul,"[61, 24, 44, 65, 60]"
25,ESFJ-A,Consul,"[58, 25, 46, 65, 58]"
26,ESFJ-A,Consul,"[58, 21, 47, 57, 61]"
27,ISFJ-A,Defender,"[49, 24, 43, 61, 67]"
28,ESFJ-A,Consul,"[57, 22, 37, 60, 68]"
29,ESFJ-A,Consul,"[53, 16, 42, 65, 61]"
30,ESFJ-A,Consul,"[57, 25, 43, 54, 68]"
31,ESFJ-A,Consul,"[54, 18, 46, 64, 67]"
32,ESFJ-A,Consul,"[57, 17, 39, 51, 64]"
33,ESFJ-A,Consul,"[60, 21, 49, 65, 60]"
34,ESFJ-A,Consul,"[51, 17, 43, 58, 64]"
35,ESFJ-A,Consul,"[57, 21, 43, 60, 58]"
36,ESFJ-A,Consul,"[53, 21, 39, 72, 64]"
37,ESFJ-A,Consul,"[57, 22, 39, 60, 61]"
38,ESFJ-A,Consul,"[56, 32, 46, 68, 69]"
39,ESFJ-A,Consul,"[60, 25, 39, 67, 63]"
40,ESFJ-A,Consul,"[61, 29, 47, 64, 65]"
41,ESFJ-A,Consul,"[53, 20, 46, 61, 63]"
42,ESFJ-A,Consul,"[58, 22, 43, 56, 58]"
43,ISFJ-A,Defender,"[49, 22, 44, 68, 67]"
44,ESFJ-A,Consul,"[60, 22, 47, 65, 57]"
45,ESFJ-A,Consul,"[56, 20, 42, 64, 69]"
46,ESFJ-A,Consul,"[54, 22, 40, 60, 68]"
47,ESFJ-A,Consul,"[54, 21, 42, 57, 69]"
48,ESFJ-A,Consul,"[51, 17, 47, 67, 64]"
49,ESFJ-A,Consul,"[56, 27, 37, 65, 69]"
50,ESFJ-A,Consul,"[58, 18, 42, 61, 64]"
51,ESFJ-A,Consul,"[56, 18, 37, 60, 60]"
52,ESFJ-A,Consul,"[58, 20, 46, 65, 65]"
53,ESFJ-A,Consul,"[57, 21, 40, 63, 61]"
54,ISFJ-A,Defender,"[49, 18, 46, 56, 61]"
55,ESFJ-A,Consul,"[60, 20, 46, 63, 63]"
56,ESFJ-A,Consul,"[54, 14, 46, 64, 67]"
57,ESFJ-A,Consul,"[65, 28, 46, 57, 64]"
58,ESFJ-A,Consul,"[54, 21, 46, 67, 64]"
59,ESFJ-A,Consul,"[56, 16, 44, 54, 60]"
60,ESFJ-A,Consul,"[56, 17, 43, 65, 68]"
61,ESFJ-A,Consul,"[53, 27, 43, 64, 65]"
62,ISFJ-A,Defender,"[47, 18, 44, 60, 71]"
63,ESFJ-A,Consul,"[61, 22, 47, 56, 67]"
64,ESFJ-A,Consul,"[53, 21, 42, 61, 65]"
65,ESFJ-A,Consul,"[56, 24, 43, 64, 64]"
66,ISFJ-A,Defender,"[49, 20, 39, 63, 69]"
67,ESFJ-A,Consul,"[57, 18, 44, 63, 67]"
68,ESFJ-A,Consul,"[54, 29, 37, 64, 61]"
69,ISFJ-A,Defender,"[49, 22, 42, 65, 61]"
70,ESFJ-A,Consul,"[56, 22, 43, 57, 63]"
71,ESFJ-A,Consul,"[57, 21, 43, 64, 64]"
72,ESFJ-A,Consul,"[57, 18, 39, 60, 65]"
73,ESFJ-A,Consul,"[51, 22, 39, 65, 68]"
74,ESFJ-A,Consul,"[54, 20, 36, 64, 60]"
75,ESFJ-A,Consul,"[53, 27, 44, 67, 69]"
76,ISFJ-A,Defender,"[49, 28, 44, 61, 69]"
77,ESFJ-A,Consul,"[63, 18, 39, 64, 72]"
78,ESFJ-A,Consul,"[56, 24, 39, 58, 63]"
79,ESFJ-A,Consul,"[63, 22, 37, 67, 68]"
80,ESFJ-A,Consul,"[53, 21, 40, 65, 67]"
81,ESFJ-A,Consul,"[58, 13, 42, 65, 65]"
82,ISFJ-A,Defender,"[49, 14, 43, 69, 68]"
83,ISFJ-A,Defender,"[46, 20, 44, 56, 61]"
84,ESFJ-A,Consul,"[51, 20, 43, 65, 65]"
85,ESFJ-A,Consul,"[56, 16, 43, 54, 64]"
86,ESFJ-A,Consul,"[61, 27, 42, 65, 68]"
87,ESFJ-A,Consul,"[53, 25, 40, 63, 68]"
88,ESFJ-A,Consul,"[60, 21, 43, 64, 64]"
89,ESFJ-A,Consul,"[53, 22, 46, 67, 65]"
90,ESFJ-A,Consul,"[54, 18, 43, 65, 63]"
91,ESFJ-A,Consul,"[56, 20, 43, 63, 68]"
92,ESFJ-A,Consul,"[54, 20, 40, 63, 69]"
93,ESFJ-A,Consul,"[56, 24, 44, 69, 67]"
94,ESFJ-A,Consul,"[54, 16, 46, 68, 61]"
95,ESFJ-A,Consul,"[57, 11, 47, 67, 69]"
96,ESFJ-A,Consul,"[53, 20, 43, 67, 65]"
97,ESFJ-A,Consul,"[51, 21, 42, 65, 61]"
98,ESFJ-A,Consul,"[53, 22, 42, 57, 60]"
99,ESFJ-A,Consul,"[57, 22, 44, 65, 61]"
100,ESFJ-A,Consul,"[57, 22, 42, 65, 68]"
